,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
1997-03-31,381.92,5.49,0.18,0.0,125.68,20.14,20.14,8.75,361.78,12.5,279.16,42.28,45.47,388.67,563.78,1121.68,255.52,98.41,26.02,469.63,67.12,536.75,300.0,565.87,,,,,12.1525,0.93,0.95,0.18,0.0,0.0,1.96,0.0,3.88,0.0,12.36,1.48,1.44,0.83,0.73,3,1997,0.0,30.500000000000004,5.49
1997-06-30,382.78000000000003,7.76,0.2576905660377358,1.6,132.43,26.119999999999997,26.119999999999997,7.5,356.6600000000001,19.49,179.81,64.54,55.77,341.87,558.03,1074.44,233.55,130.79,25.84,461.48,66.03,527.51,300.0,527.0,,,,,7.278108891752578,0.85,1.0,0.44,1.6,3.64,2.8814490566037736,0.0,5.880030188679245,0.0,17.686943396226415,1.78,1.73,0.74,0.62,6,1997,48.18181818181819,30.113636363636363,13.25
1997-09-30,478.97,8.850000000000001,0.2963348416289593,-0.013327848621966249,163.51,32.300000000000004,32.300000000000004,4.85,446.66999999999985,56.38000000000001,160.08,151.53,51.19,404.32,556.24,1126.43,288.3,110.96,36.55,525.9,84.21,610.1,300.0,490.02,,,,,4.08912429378531,0.59,1.25,0.74,1.6,2.16,3.1395475113122173,0.0,7.224162895927602,0.0,20.9516742081448,1.84,1.78,0.77,0.67,9,1997,-0.39803439803439744,29.864864864864867,22.1
1997-12-31,422.40999999999985,-28.970000000000002,-0.9698835516739448,0.0002517801644438863,110.35000000000002,52.22,52.22,4.35,370.18000000000006,13.319999999999993,281.28,115.19,58.22,551.74,566.76,1275.03,330.1,116.65,48.03,591.39,125.6,716.99,300.0,526.98,,,,,-1.121088194684156,0.5,1.36,-0.23,1.6,-6.96,-9.108471615720525,0.0,-21.92780203784571,0.0,322.6760407569141,-0.42,-0.41,0.93,0.83,12,1997,0.007520564042302169,29.869565217391305,-6.87
1998-03-31,371.22,-0.62,-0.02,0.0,117.93,15.41,15.41,5.63,355.81,9.2,239.43,79.59,52.31,445.13,543.63,1132.44,226.83,98.42,44.86,488.48,100.24,588.72,300.0,517.34,,,,,-70.3125,0.65,1.14,-0.02,0.0,0.0,-0.20000000000000004,5.48,-0.48,-0.44,9.56,-0.17,-0.17,0.91,0.8,3,1998,0.0,31.0,-0.62
1998-06-30,388.86,4.73,0.16111922141119223,0.4,133.25,29.430000000000003,29.430000000000003,4.8,359.43,20.240000000000002,219.06,73.2,49.31,375.67,576.06,1094.39,254.47,93.88,56.91,485.58,65.76,551.35,300.0,511.76,,,,,7.448831923890063,0.56,1.08,0.14,0.4,2.86,1.749294403892944,19.01206812652068,3.682725060827251,3.63669099756691,33.92710462287105,0.56,0.54,0.77,0.67,6,1998,11.742857142857144,29.357142857142858,4.11
1998-09-30,422.12,3.21,0.10524590163934425,0.014988290398126524,149.43,22.36,22.36,3.55,399.76,9.559999999999999,246.24,101.17,62.26,425.62,556.09,1114.3,255.84,109.0,52.64,522.31,55.63,577.94,300.0,511.8,,,,,8.431682242990654,0.42,1.13,0.24,0.4,1.67,1.157704918032787,10.524590163934427,2.5083606557377047,2.560983606557377,19.90901639344262,0.63,0.62,0.81,0.7,9,1998,0.45714285714285907,30.500000000000004,7.32
1998-12-31,437.47,11.21,0.37507825148407986,-0.008202914193200243,140.46000000000004,28.439999999999998,28.439999999999998,4.15,409.03,21.159999999999997,211.42,85.11,56.67,359.65,541.39,1051.75,219.04,112.65,25.87,464.08,44.87,508.95,300.0,520.65,,,,,2.7646231043710974,0.48,0.98,0.62,0.4,0.65,4.258953049109552,19.891246627091203,8.614700485698867,8.566303291958986,39.37111710739342,1.17,1.14,0.77,0.65,12,1998,-0.2451612903225815,29.88709677419355,18.53
1999-03-31,370.03,11.99,0.4,0.0,122.66,27.92,27.92,4.5,342.1,18.35,170.81,57.24,46.96,288.82,536.28,969.9,169.87,81.9,16.81,381.64,27.49,409.13,300.0,533.28,,,,,2.8124999999999996,0.51,0.77,0.4,0.0,0.0,4.96,10.64,9.0,9.12,19.0,3.33,3.24,0.76,0.63,3,1999,0.0,29.974999999999998,11.99
1999-06-30,382.56000000000006,21.85,0.7296247044917257,0.5,138.91,41.09,93.71,6.5,341.48,35.379999999999995,146.69,50.99,50.12,261.65,532.63,936.37,183.39,85.87,1.93,353.58,15.88,369.46,300.0,537.57,,,,,2.2263157894736842,0.73,0.69,1.13,0.5,0.44,9.32369976359338,17.562647754137117,16.24544917257683,16.65868794326241,30.57966903073286,4.59,4.5,0.74,0.6,6,1999,14.973451327433631,29.946902654867262,33.84
