,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2005-12-31,,,,,,,,1.2,,,12.25,184.59,200.44,415.56,180.16,606.65,243.48,107.81,34.15,385.44,10.41,395.84,198.0,210.8,,,,,,1.13,1.88,0.06,0.0,0.0,,,,,,0.76,0.76,0.0,1.08,0.56,12,2005,,148.00000000000003,8.88
2006-03-31,273.2,3.67,0.02,0.0,40.4,8.85,14.99,1.01,264.34,6.37,26.97,178.85,192.12,416.0,178.61,604.91,271.92,79.34,10.78,382.67,7.76,390.43,198.0,214.48,-8.94,-2.12,25.78,6.14,12.625,0.93,1.82,0.02,0.0,0.0,2.44,0.0,6.84,0.0,15.92,1.36,1.34,0.0,1.09,0.59,3,2006,0.0,183.5,3.67
2006-06-30,274.34,-0.1299999999999999,-0.0007344632768361576,0.0,34.940000000000005,4.18,9.97,0.9,270.18,3.9099999999999993,27.31,182.51,155.88,403.2,173.33,586.62,274.33,69.91,2.57,366.96,5.31,372.28,198.0,214.34,9.74,-1.92,-7.490000000000002,5.79,-306.3461538461541,0.83,1.74,0.02,0.0,0.0,-0.08813559322033891,-0.0,-0.242372881355932,-0.0,-0.8710734463276828,0.65,0.65,0.0,1.1,0.67,6,2006,0.0,177.0,3.54
2006-09-30,335.86,3.83,0.02078697421981004,0.0,42.72,9.640000000000002,15.549999999999997,0.92,326.20000000000005,8.860000000000001,20.19,205.87,230.31,483.44,169.58,662.55,323.89,96.2,2.76,439.7,4.68,444.37,198.0,218.18,-50.449999999999996,-5.7700000000000005,49.11000000000001,5.91,11.06462140992167,0.83,2.04,0.04,0.0,0.0,2.3073541383989147,0.0,7.025997286295794,0.0,21.140352781546813,0.84,0.83,0.0,1.1,0.58,9,2006,0.0,184.25,7.37
2006-12-31,355.85,-2.37,-0.014219999999999998,0.0,43.66,3.289999999999999,9.090000000000003,0.94,352.5799999999999,2.8000000000000007,17.29,218.94,218.26,538.59,171.56,718.94,383.4,91.84,2.91,499.2,3.94,503.14,198.0,215.8,-54.470000000000006,-7.369999999999999,58.92999999999999,5.800000000000001,-16.524261603375525,0.86,2.33,0.03,0.0,0.0,-1.3272,-7.432320000000001,-4.39872,-4.43664,-22.39176,0.4,0.4,0.0,1.08,0.64,12,2006,0.0,166.66666666666669,5.0
2007-03-31,366.72,2.13,0.01,0.0,45.66,8.31,14.13,1.55,358.41,4.27,27.79,227.29,250.43,577.9,170.43,756.64,380.14,128.32,26.98,535.44,3.27,538.71,198.0,217.93,22.12,-7.83,-3.78,5.82,38.75,1.41,2.47,0.01,0.0,0.0,1.12,4.88,3.92,3.9599999999999995,15.04,0.59,0.58,0.0,1.08,0.61,3,2007,0.0,212.99999999999997,2.13
2007-06-30,342.26,-5.4399999999999995,-0.03287009063444109,0.02,41.040000000000006,-0.39000000000000057,5.889999999999999,1.51,342.6499999999999,-1.7099999999999995,32.35,223.83,262.03,611.93,180.05,800.44,417.04,144.95,3.07,589.31,2.59,591.9,198.0,208.54,-19.46,-8.26,32.269999999999996,6.279999999999999,-11.484604779411766,1.43,2.84,-0.02,0.02,-1.0,-2.695347432024169,7.494380664652566,-10.452688821752265,-10.3212084592145,24.652567975830813,-0.47,-0.47,0.0,1.04,0.59,6,2007,3.31,165.5,-3.31
2007-09-30,378.1299999999999,2.47,-0.0,,49.64999999999999,8.05,14.349999999999998,1.19,370.07000000000016,7.729999999999999,7.76,259.47,223.03,592.77,176.38,776.99,402.29,135.62,3.17,564.09,1.89,565.98,198.0,211.0,-6.630000000000001,-2.59,-15.359999999999998,6.299999999999999,-0.0,1.12,2.68,0.0,0.02,0.0,1.293809523809524,-26.111428571428576,4.704761904761906,4.587142857142858,-88.21428571428572,-0.08,-0.08,0.0,1.05,0.66,9,2007,-inf,-inf,-0.84
2007-12-31,506.5400000000002,9.41,0.04392065344224037,inf,72.24000000000001,16.18,22.380000000000003,1.23,490.3699999999999,12.330000000000002,9.52,319.13,278.78,673.79,172.46,853.47,451.7,156.44,3.25,631.9,1.16,633.05,198.0,220.42,-45.27,-1.740000000000002,48.769999999999996,6.200000000000003,7.0012619553666315,1.1,2.87,0.04,0.02,0.5,4.392065344224037,17.96354725787631,17.085134189031503,17.260816802800466,63.72886814469078,0.54,0.54,0.0,1.07,0.63,12,2007,inf,214.25,8.57
2008-03-31,512.93,27.93,0.14,0.0,76.06,41.26,46.66,2.1,471.67,19.21,42.86,271.15,566.76,972.01,169.04,1147.68,496.14,356.04,3.34,898.9,0.43,899.33,198.0,248.34,-7.72,-2.76,43.82,5.4,3.75,1.67,3.62,0.14,0.0,0.0,9.72,17.32,45.0,47.92,66.32,5.69,5.45,0.0,1.08,0.45,3,2008,0.0,199.49999999999997,27.93
