,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,998.22,53.08,7.08,0.0,84.18,54.17,63.92,144.0,944.05,44.94,238.01,196.85,422.94,902.13,315.14,1217.8,30.7,22.58,89.97,0.0,89.97,75.0,1127.77,88.37,-10.19,-7.71,9.75,5.085,9.58,0.08,7.08,0.0,0.0,17.44,0.0,18.84,0.0,19.2,5.37,5.32,0.0,10.03,5.33,3,2000,0.0,7.497175141242938,53.08
2000-06-30,1129.0800000000002,55.89,7.4523419289712765,20.0,97.88,60.129999999999995,70.13000000000001,126.0,1068.94,54.24000000000001,91.18,270.97,411.11,819.3,323.41,1143.25,39.45,25.42,109.53,0.0,109.53,75.0,1033.66,12.699999999999989,-18.43,-143.0,10.0,4.226023886205046,9.14,0.11,14.53,20.0,1.38,19.551498577590163,0.0,21.62358814352574,0.0,22.690406533908416,5.16,5.12,0.0,7.48,3.73,6,2000,149.99311768754302,7.499655884377151,108.97
2000-09-30,1147.0899999999997,60.31999999999999,8.041954043357551,0.0026896673882343446,104.32,70.77,80.82999999999998,145.0,1076.32,59.78,85.18,292.7,444.19,870.17,332.77,1203.5,17.23,33.98,109.45,0.0,109.45,75.0,1093.97,35.670000000000016,-23.27,-22.0,10.059999999999999,4.504483587533157,9.94,0.1,22.57,20.0,0.89,20.053219918483073,0.0,22.04856518400378,0.0,24.115172780435937,5.21,5.17,0.0,7.95,3.89,9,2000,0.020174292962082063,7.500664599025255,169.29
2000-12-31,992.0899999999997,91.72999999999999,12.229729522641941,-0.00023967865135667452,123.04000000000002,99.05000000000001,109.20999999999998,150.0,893.0500000000002,85.88,63.04,166.0,309.85,964.74,335.35,1300.64,19.3,25.93,114.86,0.0,114.86,75.0,1185.7,-11.700000000000003,-10.969999999999999,1.5,10.16,3.0660530905919545,9.49,0.1,34.8,20.0,0.57,28.212720864301588,0.0,30.939809976247034,0.0,33.68095624856333,6.17,6.12,0.0,8.4,5.7,12,2000,-0.0017977276315264135,7.500574712643679,261.02
2001-03-31,797.3,11.02,1.47,0.0,48.33,15.82,25.65,182.0,781.48,13.31,92.23,139.05,491.43,946.66,332.08,1279.28,0.36,28.93,82.47,0.0,82.47,75.0,1196.73,57.48,-8.75,-18.94,9.83,30.9525,11.41,0.07,1.47,0.0,0.0,3.44,5.08,3.68,3.8000000000000003,5.28,1.39,1.38,0.0,11.48,5.52,3,2001,0.0,7.496598639455782,11.02
2001-06-30,1071.92,19.48,2.5994622950819677,31.0,66.9,21.990000000000002,32.72,175.0,1049.93,19.21,37.98,238.47,477.33,780.79,329.64,1110.98,33.4,35.64,127.2,0.0,127.2,75.0,983.71,161.71,-16.49,-199.46,10.729999999999999,16.831365503080082,13.34,0.13,4.07,31.0,7.62,7.025573770491803,8.558426229508198,7.919737704918033,7.71535737704918,9.810255737704919,1.64,1.63,0.0,6.14,2.39,6,2001,232.30958230958228,7.493857493857493,30.5
2001-09-30,979.8900000000001,17.840000000000003,2.3803889118742245,0.0029622280346375536,52.55999999999999,24.03,35.77,137.0,955.8599999999999,3.799999999999997,59.72,188.72,579.54,854.35,325.95,1180.85,90.83,33.53,179.22,0.0,179.22,75.0,1001.55,-27.650000000000006,-3.0600000000000023,57.420000000000016,11.739999999999998,14.388195067264572,10.26,0.18,6.45,31.0,4.81,6.0376996276375685,7.661530823334714,7.130095159288374,6.805328920148947,9.10821679768308,1.71,1.7,0.0,4.77,1.53,9,2001,0.02220063615416734,7.494573643410853,48.34
2001-12-31,908.4299999999998,22.679999999999993,3.024212897775274,0.020248035819143348,57.68000000000001,27.959999999999994,40.269999999999996,140.0,880.4699999999998,18.310000000000002,62.31,188.11,589.69,864.58,320.77,1185.87,86.36,19.05,161.56,0.0,161.56,75.0,1024.22,11.129999999999995,-3.929999999999996,-4.469999999999999,12.310000000000002,11.570498236331572,10.25,0.16,9.47,31.0,3.27,7.651546043368063,9.222731624894394,8.85228949591664,8.213596170092929,11.2026809349479,1.91,1.89,0.0,5.35,1.7,12,2001,0.15184957802276244,7.499472016895458,71.02
2002-03-31,619.35,-19.22,-2.56,0.0,14.33,-16.95,-4.87,139.0,636.3,-23.89,40.3,174.98,744.34,985.77,324.04,1310.33,237.29,29.56,305.23,0.0,305.23,75.0,1005.01,-152.95,10.01,150.93,12.08,-13.575000000000001,10.37,0.3,-2.56,0.0,0.0,-5.880000000000001,-5.24,-7.64,-7.0,-6.76,-3.14,-3.1,0.0,3.23,0.79,3,2002,0.0,7.507812499999999,-19.22
2002-06-30,791.2900000000001,-24.880000000000003,-3.3173333333333335,5.7,12.659999999999998,-20.529999999999998,-8.739999999999998,104.0,811.8199999999999,-29.450000000000003,43.4,149.51,729.01,946.58,329.76,1276.76,271.09,29.72,339.3,0.0,339.3,75.0,937.38,24.569999999999993,-12.35,-8.960000000000008,11.790000000000001,-7.838916800643087,8.32,0.36,-5.88,5.7,-0.97,-7.785578231292519,-7.086004535147392,-10.606439909297054,-10.358204081632653,-9.026757369614513,-3.16,-3.13,0.0,2.79,0.64,6,2002,42.75,7.5,-44.1
