,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,month,year,operating_profit,depreciation,dividend,ROCE%,number_of_shares,return_old
2000-03-31,73.78,10.41,1.73,0.0,,14.4,14.4,21.7,0.33,22.59,59.69,0.0,60.25,599.69,333.5,60.0,266.2,-17.4,-21.46,-16.59,3.1374999999999997,4.89,1.25,1.73,0.0,0.0,6.96,0.0,15.64,0.0,14.11,3,2000,,,0.0,,6.017341040462428,10.41
2000-06-30,59.400000000000006,-7.800000000000001,-1.2850574712643679,2.5,,-3.0199999999999996,-3.0199999999999996,20.28,2.36,24.51,61.07,0.0,60.29,611.82,386.55,60.0,225.28,27.04,-3.0299999999999976,-11.98,-3.9459519230769224,5.4,1.72,0.43,2.5,5.81,-5.1402298850574715,-0.0,-13.866666666666667,-0.0,1.96,6,2000,,,15.174418604651162,,6.069767441860465,2.61
2000-09-30,76.91,-2.8,-0.44210526315789467,0.10403916768665897,,-6.19,-6.19,21.1,4.34,24.93,68.19,0.0,58.98,639.02,427.17,60.0,211.85,12.86,-16.900000000000002,6.899999999999999,-11.928946428571429,5.97,2.02,-0.03,2.5,-83.33,-1.7684210526315787,0.0,-5.3052631578947365,0.0,-0.09,9,2000,,,0.6589147286821735,,6.333333333333334,-0.19
2000-12-31,81.98999999999998,10.54,1.7515748792270531,-0.13123993558776226,,14.799999999999997,14.799999999999997,14.6,5.24,15.739999999999995,66.1,0.0,60.52,632.13,411.74,60.0,220.4,22.0,7.189999999999998,-16.36,2.0842386148007592,3.98,1.87,1.72,2.5,1.45,6.680425120772947,0.0,19.14512077294686,0.0,3.54,12,2000,,,-0.789728682170546,,6.017441860465116,10.35
2001-03-31,83.96,7.01,1.17,0.0,,7.83,7.83,14.6,0.01,23.5,33.5,0.0,60.34,630.95,412.34,60.0,218.61,-10.86,-26.64,7.77,3.1200000000000006,4.01,1.89,1.17,0.0,0.0,4.44,5.08,12.84,11.56,8.35,3,2001,,,0.0,,5.9914529914529915,7.01
2001-06-30,79.71,-2.59,-0.4336199095022624,1.0,,-1.6500000000000004,-1.6500000000000004,17.85,2.28,21.229999999999997,34.26,0.0,59.03,664.77,446.21,60.0,218.56,11.94,27.55,-8.54,-10.29057915057915,4.9,2.04,0.74,1.0,1.35,-1.5469683257918552,-2.273574660633484,-4.734660633484163,-4.664343891402715,2.7,6,2001,,,5.972972972972973,,5.972972972972973,4.42
2001-09-30,89.27000000000001,2.38,0.39549999999999996,0.007432432432432538,,4.790000000000001,4.790000000000001,19.07,1.32,21.640000000000008,36.44,0.0,57.41,647.41,453.23,60.0,194.18,15.950000000000001,2.42,4.67,12.05,5.89,2.33,1.13,1.0,0.88,1.47,2.3939999999999997,4.9,4.69,2.69,9,2001,,,0.044726142071275454,,6.017699115044248,6.8
2001-12-31,93.54000000000002,2.46,0.4091144708423326,-0.000783654121829605,,-0.2400000000000002,-0.2400000000000002,23.53,0.0,25.61,89.2,0.0,55.24,743.96,515.05,60.0,228.91,10.34,-24.08,45.26,14.379349593495935,6.17,2.25,1.54,1.0,0.65,1.3176673866090713,1.6577105831533478,4.303671706263499,4.37805615550756,2.67,12,2001,,,-0.004712102057235157,,6.012987012987013,9.26
2002-03-31,95.94,6.88,1.15,0.0,,6.88,6.88,21.5,3.24,25.19,56.17,0.0,51.32,700.42,459.64,60.0,240.78,-1.03,15.16,-44.16,4.675000000000001,5.36,1.91,1.15,0.0,0.0,3.92,4.12,11.44,12.0,7.17,3,2002,,,0.0,,5.982608695652174,6.88
2002-06-30,94.24000000000001,13.39,2.2327676369018254,0.0,,13.48,13.48,21.5,8.13,30.419999999999998,58.98,0.0,49.53,738.9,460.73,60.0,278.17,-3.1099999999999994,30.31,-1.3900000000000006,2.4069678864824495,4.64,1.66,3.38,0.0,0.0,7.239980266403553,7.662752836704489,19.26257523433646,21.561401085347807,10.66,6,2002,,,0.0,,5.997041420118343,20.27
2002-09-30,91.71999999999997,5.09,0.8490023659305995,1.0,,5.0,5.0,25.76,7.52,25.659999999999997,65.7,0.0,33.37,714.07,452.04,60.0,262.03,29.61,-1.6899999999999977,-10.280000000000001,7.585579567779961,5.9,1.73,4.23,1.0,0.24,2.850078864353312,2.994589905362776,7.771482649842271,8.92757097791798,9.0,9,2002,,,5.995271867612292,,5.995271867612292,25.36
2002-12-31,86.73000000000002,-0.35999999999999943,-0.06004799999999991,-1.1347517730305157e-05,,-0.35999999999999943,-0.35999999999999943,28.4,2.66,29.510000000000005,109.06,0.0,33.57,747.63,460.92,60.0,286.7,-2.8200000000000003,-88.53999999999999,28.729999999999997,-118.22916666666686,5.94,1.61,4.17,1.0,0.24,-0.1923839999999997,-0.19295999999999972,-0.5022719999999992,-0.5587199999999991,6.78,12,2002,,,-6.803068183636185e-05,,5.995203836930456,25.0
2003-03-31,78.31,5.04,0.84,0.0,,5.38,5.38,28.4,0.0,26.83,71.32,0.0,32.0,716.48,442.74,60.0,273.74,-9.7,9.76,-32.77,8.4525,6.22,1.62,0.84,0.0,0.0,2.7999999999999994,3.04,7.36,7.84,6.44,3,2003,,,0.0,,6.0,5.04
2003-06-30,76.85,4.47,0.6204416403785489,0.33,,7.7,7.7,23.53,0.0,27.450000000000003,73.68,0.0,34.44,758.62,457.77,72.0,300.85,5.749999999999999,40.02,7.590000000000003,9.483406040268456,5.63,1.52,1.32,0.33,0.25,2.3501577287066246,3.290220820189274,5.941198738170347,6.166813880126182,6.13,6,2003,,,2.3775,,7.204545454545454,9.51
2003-09-30,88.97999999999999,15.72,2.1807372175980975,0.00018430439952439503,,20.940000000000005,20.940000000000005,22.72,0.0,28.120000000000005,63.01,0.0,32.46,851.72,504.56,72.0,347.15,-12.84,8.850000000000001,-0.6799999999999997,2.604050572519084,4.71,1.45,3.5,0.33,0.09,7.377122473246136,10.841379310344827,18.118810939357907,20.636004756242567,10.33,9,2003,,,0.0013285714285715677,,7.208571428571429,25.23
2003-12-31,87.04000000000002,12.849999999999998,1.785097163865546,-0.0004622674069628,,14.629999999999995,14.629999999999995,40.57,0.72,63.599999999999994,100.28,0.0,33.01,893.94,509.12,72.0,384.82,63.01,-29.770000000000003,-8.96,5.682365758754865,7.59,1.32,5.29,0.33,0.06,5.750105042016806,8.004254201680672,13.362920168067225,15.30661764705882,11.5,12,2003,,,-0.003327626248987414,,7.198487712665406,38.08
2004-03-31,90.68,12.07,1.68,0.37,,19.41,19.41,32.05,0.48,28.21,44.16,0.0,31.25,826.14,511.88,72.0,314.26,-45.36,-12.91,14.14,4.77,7.34,1.63,1.68,0.37,0.22,5.84,10.08,15.359999999999998,16.44,13.31,3,2004,,,2.6582738095238096,,7.18452380952381,12.07
2004-06-30,96.07999999999998,0.8699999999999992,0.09076506955177736,0.09266849746080805,,0.7800000000000011,0.7800000000000011,29.61,0.0,29.03,49.67,0.0,29.51,824.1,512.79,96.0,311.31,-2.3900000000000006,22.759999999999998,-15.9,81.58149425287363,9.13,1.65,1.35,0.37,0.27,0.42222565687789765,0.6857805255023177,1.1187635239567224,1.1375888717156097,6.93,6,2004,,,0.8882447089947081,,9.585185185185184,12.94
2004-09-30,99.80000000000001,3.799999999999999,0.39498207885304654,0.0013654586486128214,,7.309999999999999,7.309999999999999,22.11,0.0,27.499999999999993,40.38,0.0,31.85,806.76,507.54,96.0,299.22,9.200000000000003,7.549999999999999,0.0,13.99772368421053,7.09,1.7,1.74,0.37,0.21,1.8795698924731177,3.014575866188769,5.075746714456391,4.703464755077658,5.84,9,2004,,,0.013136653895275074,,9.620689655172413,16.74
2004-12-31,113.07,12.770000000000003,1.3284954252795664,-0.0003199383026209182,,10.369999999999997,10.369999999999997,27.18,0.0,30.11,85.65,0.0,31.33,823.01,503.85,96.0,319.16,37.86,-8.299999999999999,24.71,5.112832811276428,8.18,1.58,3.07,0.37,0.12,6.2140698068451385,7.633439512029822,16.011182649949173,14.505266011521522,7.38,12,2004,,,-0.0030753678535320184,,9.612377850162867,29.51
2005-03-31,98.55,4.12,0.42999999999999994,0.0,,7.76,7.76,27.59,0.86,30.03,72.49,0.0,29.78,799.79,487.34,96.0,312.45,-41.92,57.34,-22.59,16.0375,8.48,1.56,0.43,0.0,0.0,2.08,3.8,5.28,5.24,4.18,3,2005,,,0.0,,9.58139534883721,4.12
2005-06-30,107.07000000000001,8.370000000000001,0.8711769415532428,1.5,,7.02,7.02,22.72,1.1,31.0,75.47,0.0,29.57,836.69,540.81,96.0,295.88,25.82,-64.2,-18.63,6.521063321385901,7.37,1.83,1.3,1.5,1.15,3.9940112089671738,4.7713690952762216,11.311897518014412,11.017037630104086,6.07,6,2005,,,14.411538461538461,,9.607692307692307,12.49
2005-09-30,111.82,-5.09,-0.5296351351351352,0.0004209979209979951,,-7.35,-7.35,27.59,0.8,31.08,71.1,0.0,28.78,856.75,567.32,96.0,289.43,-19.39,24.02,0.0,-13.022691552062868,9.15,1.96,0.77,1.5,1.95,-2.366162162162162,-2.4487027027027026,-7.043459459459458,-6.9058918918918915,2.33,9,2005,,,0.004045954045954758,,9.61038961038961,7.4
2005-12-31,136.32,7.52,0.7812332439678285,0.0024024233139513357,,12.120000000000001,12.120000000000001,22.72,0.0,29.17,194.67,0.0,27.3,959.23,676.94,96.0,282.29,40.13,-16.45,85.31,7.271515957446809,7.73,2.4,1.55,1.5,0.97,3.1450938337801606,4.415227882037533,10.66509383378016,9.999785522788203,3.29,12,2005,,,0.023125261834938016,,9.625806451612902,14.92
2006-03-31,136.89,12.22,1.27,0.0,,16.09,16.09,22.0,2.06,31.12,187.89,0.0,27.25,954.64,654.67,96.0,299.97,27.16,74.82,-85.3,4.33,7.04,2.18,1.27,0.0,0.0,5.12,7.32,16.28,15.96,8.93,3,2006,,,0.0,,9.622047244094489,12.22
2006-06-30,154.90000000000003,13.540000000000001,1.1563664596273293,0.0,,17.790000000000003,17.790000000000003,16.0,3.98,34.349999999999994,295.77,0.0,30.2,1044.68,622.27,190.0,422.41,-1.3099999999999987,-106.10999999999999,131.6,3.45781388478582,7.2,1.47,2.2,0.0,0.0,5.193136645962734,7.568944099378882,12.825155279503104,15.074813664596274,8.83,6,2006,,,0.0,,11.709090909090909,25.76
2006-09-30,162.53999999999996,14.849999999999998,1.0494828859886727,0.0,,19.259999999999998,19.259999999999998,16.6,4.64,35.120000000000005,296.12,0.0,25.07,1149.47,705.68,190.0,443.79,26.61,-144.21,4.57,3.9516127946127955,7.11,1.59,2.87,0.0,0.0,5.163309529672493,7.752277764097511,13.383649347451366,16.206648608717064,8.94,9,2006,,,0.0,,14.149825783972124,40.61
2006-12-31,168.75000000000006,-15.169999999999998,-0.9839033018867922,0.0,,-20.78,-20.78,17.2,2.46,35.370000000000005,343.0,0.0,26.39,1216.61,767.79,190.0,448.82,46.339999999999996,-54.00999999999999,-4.57,-4.368569545154912,7.28,1.71,1.65,0.0,0.0,-4.985110062893081,-7.084103773584905,-13.524198113207545,-16.601132075471696,4.08,12,2006,,,0.0,,15.41818181818182,25.44
2007-03-31,182.99,15.74,0.83,0.0,,8.2,8.2,17.0,2.55,34.43,352.03,0.0,27.97,1251.82,786.87,190.0,464.95,-15.7,12.74,0.0,5.12,6.95,1.69,0.83,0.0,0.0,5.04,2.96,13.56,16.48,8.6,3,2007,,,0.0,,18.96385542168675,15.74
2007-06-30,205.38,12.020000000000001,0.6321757925072046,0.75,,16.36,16.36,17.5,1.12,37.18,407.51,0.0,27.01,1350.64,874.06,190.0,476.58,77.29,4.15,-14.25,6.922678868552412,6.98,1.83,1.46,0.75,0.51,3.5678962536023056,3.5505763688760807,10.080172910662824,10.703688760806916,7.15,6,2007,,,14.260273972602743,,19.01369863013699,27.76
2007-09-30,228.47000000000003,5.109999999999996,0.26894736842105244,-0.0005407354001443677,,6.760000000000002,6.760000000000002,17.0,1.96,38.18000000000001,380.66,0.0,27.14,1396.93,915.0,190.0,481.93,-1.4500000000000028,-13.940000000000001,0.0,15.807832681017626,6.7,1.9,1.73,0.75,0.43,1.4613325220565854,1.5297353209613618,4.240973532096133,4.415089747490109,5.33,9,2007,,,-0.010273972602742987,,19.0,32.87
2007-12-31,241.06999999999994,1.75,0.091998844598498,0.0008665511265163681,,2.0,2.0,17.2,1.12,38.230000000000004,420.0,0.0,26.28,1388.45,917.78,190.0,470.68,52.879999999999995,-32.54,0.0,46.73699999999999,6.94,1.95,1.82,0.75,0.41,0.5034662045060659,0.5176198729058349,1.488157134604275,1.5225303292894283,4.04,12,2007,,,0.01648351648351465,,19.02197802197802,34.62
2008-03-31,260.42,2.02,0.11,0.0,,1.99,1.99,16.7,1.44,36.02,391.53,0.0,27.84,1461.82,995.6,190.0,466.22,33.43,-26.89,0.0,37.955,6.81,2.14,0.11,0.0,0.0,0.56,0.6,1.72,1.72,0.78,3,2008,,,0.0,,18.363636363636363,2.02
2008-06-30,271.95,13.790000000000001,0.7239531941808982,1.0,,18.26,18.26,15.5,0.96,43.559999999999995,383.61,0.0,27.67,1420.69,974.43,190.0,446.25,29.560000000000002,10.93,-19.0,5.351209209572154,6.6,2.18,0.83,1.0,1.2,3.872713472485769,5.093839342188488,12.350815939278938,11.967033523086656,2.97,6,2008,,,19.048192771084338,,19.048192771084338,15.81
2008-09-30,279.51,-11.55,-0.5964788732394367,0.016290514169353423,,-1.2800000000000011,-1.2800000000000011,13.0,0.58,43.60000000000001,349.4,0.0,27.16,1363.84,960.15,190.0,403.69,-21.89,-47.33,0.0,-5.448558441558442,6.12,2.38,0.22,1.0,4.55,-3.361971830985916,-14.857746478873242,-11.495774647887327,-10.411267605633803,0.52,9,2008,,,0.31544359255202536,,19.363636363636363,4.26
2008-12-31,275.12,-2.62,-0.14378048780487807,-0.06263858093126388,,-3.169999999999998,-3.169999999999998,8.1,0.0,38.639999999999986,519.84,0.0,27.98,1305.08,911.16,190.0,393.92,70.58000000000001,41.769999999999996,0.0,-14.083969465648854,3.91,2.31,0.09,1.0,11.11,-0.8307317073170732,-7.4765853658536585,-2.6839024390243904,-2.4282926829268296,0.15,12,2008,,,-1.1414141414141419,,18.22222222222222,1.64
2009-03-31,266.41,1.85,0.1,0.0,,1.89,1.89,7.5,2.62,43.74,500.77,0.0,26.53,1314.18,876.15,235.0,438.03,-28.82,-35.63,45.0,18.75,4.02,2.0,0.1,0.0,0.0,0.56,0.56,1.68,1.64,0.69,3,2009,,,0.0,,18.5,1.85
2009-06-30,252.11999999999995,-7.890000000000001,-0.4180132450331126,0.0,,-11.110000000000001,-11.110000000000001,11.9,2.0,38.77,515.36,16.49,25.2,1337.68,871.98,235.0,465.7,7.460000000000001,50.09,0.0,-7.117477820025348,6.0,1.87,-0.32,0.0,0.0,-2.3513245033112584,-3.5008609271523183,-6.792715231788081,-6.897218543046359,-1.16,6,2009,,,0.0,,18.875,-6.04
2009-09-30,233.61,12.690000000000001,0.6678947368421052,0.0,,16.3,16.3,9.95,5.72,38.64999999999999,516.5,15.91,24.31,1301.79,799.9,235.0,501.89,-11.850000000000001,3.4899999999999984,0.0,3.724576438140268,4.66,1.59,0.35,0.0,0.0,3.892872180451128,4.045533834586466,10.075669172932331,11.22063157894737,0.88,9,2009,,,0.0,,19.000000000000004,6.65
2009-12-31,215.30000000000007,10.97,0.5790068104426789,0.0,,13.72,13.72,10.0,1.62,44.83000000000001,468.85,11.3,23.48,1255.66,744.28,235.0,511.38,-18.269999999999996,-119.85000000000001,0.0,4.316659070191432,4.6,1.46,0.93,0.0,0.0,3.486492622020431,4.0343700340522135,8.591713961407493,9.687468785471056,1.82,12,2009,,,0.0,,18.946236559139784,17.62
2010-03-31,227.09,8.3,0.43999999999999995,0.25,,9.96,9.96,10.2,0.32,42.75,411.48,27.42,22.35,1300.89,771.11,235.0,529.78,14.56,46.67,0.0,5.795,4.52,1.46,0.44,0.25,0.57,2.56,3.04,6.28,6.88,0.0,3,2010,,,4.715909090909092,,18.863636363636367,8.3
2010-06-30,192.43999999999997,7.1,0.26279220779220774,0.07545011806375443,,8.98,8.98,11.4,0.55,41.69,463.28,16.5,21.49,1328.15,799.37,235.0,528.78,31.489999999999995,100.55,-9.25,10.845070422535212,5.07,1.51,0.57,0.25,0.44,2.139220779220779,2.618701298701298,5.366493506493507,5.716883116883117,3.67,6,2010,,,2.03847687400319,,27.017543859649127,15.4
2010-09-30,260.01,5.869999999999999,0.24285848613070052,-0.029448032398815632,,7.099999999999998,7.099999999999998,13.6,0.88,41.32000000000001,395.94,13.4,20.66,1355.0,798.3,235.0,556.7,2.720000000000006,-158.07,0.0,13.995804940374788,5.74,1.43,0.88,0.25,0.28,1.7331264692054538,2.1636483309826042,4.216906440996708,4.437686882933709,0.0,9,2010,,,-0.7117723285486459,,24.170454545454543,21.27
2010-12-31,216.18000000000006,25.040000000000003,1.1895486935866983,-0.037060030231051574,,19.32,19.32,13.0,-0.07,42.83,376.97,11.84,19.68,1334.34,746.86,235.0,587.48,,,,2.7325489217252397,5.2,1.27,2.2,0.25,0.11,7.5049708486288065,7.569855322824445,17.042988555387605,18.232537248974307,0.0,12,2010,,,-0.7801136363636356,,21.05,46.31
2011-03-31,231.39,13.68,0.72,0.5,,18.13,18.13,12.5,0.32,34.31,134.52,11.68,18.57,1729.71,1135.48,235.0,594.23,49.43,-43.37,0.0,4.34,4.94,1.91,0.72,0.5,0.69,3.16,4.8,9.2,9.72,0.0,3,2011,,,9.5,,19.0,13.68
2011-06-30,233.84000000000003,15.120000000000001,0.6405,0.09756944444444447,,20.110000000000003,20.110000000000003,14.1,0.0,-34.31,119.67,9.92,17.8,1780.83,1187.73,235.0,593.1,25.309999999999995,-25.04,-15.12,5.504761904761905,5.59,2.0,1.22,0.5,0.41,3.402,5.166,10.206000000000001,10.773000000000001,0.0,6,2011,,,2.303278688524591,,23.60655737704918,28.8
2011-09-30,249.82999999999993,17.029999999999998,0.7877722016146629,-0.04599499933825301,,23.299999999999997,23.299999999999997,13.9,0.0,0.0,88.71,10.92,19.82,1871.68,1292.33,235.0,579.36,-19.389999999999993,-11.560000000000002,0.0,4.413458602466236,5.64,2.23,2.12,0.5,0.24,3.641588479162121,5.663041675758237,11.757128518437703,11.994946541566659,0.0,9,2011,,,-0.9943164243736486,,21.617924528301884,45.83
2011-12-31,229.0,-81.88,-4.974124826629681,-0.15663321382775489,,-81.17,-81.17,14.4,1.23,139.22,111.57,0.0,19.39,3005.78,2493.82,235.0,511.96,29.96,-7.099999999999994,0.0,-0.7242580605764533,6.61,4.87,-2.19,0.5,-0.23,-10.902191400832177,-8.176643550624133,-63.959522884882105,-59.59864632454923,0.0,12,2011,,,-2.578368656845006,,16.461187214611872,-36.05
2012-03-31,240.32,-31.01,-1.63,0.25,,-36.54,-36.54,14.2,0.01,37.55,114.75,10.38,19.53,4403.92,3906.77,235.0,497.14,-61.15,64.33,0.0,-2.1774999999999998,6.71,7.86,-1.63,0.25,-0.15,-2.8,-4.76,-24.96,-22.72,0.0,3,2012,,,4.756134969325154,,19.024539877300615,-31.01
2012-06-30,255.03000000000003,16.89,1.1722521246458923,-0.0801000191174682,,25.11,25.11,12.9,0.11,37.22,125.22,7.99,18.95,3993.0,3496.71,235.0,496.29,27.879999999999995,-8.159999999999997,-9.25,2.7504322084073416,6.11,7.05,-0.98,0.25,-0.26,1.6746458923512748,1.9138810198300287,13.636402266288952,12.392379603399434,0.0,6,2012,,,-1.1540941529986233,,14.408163265306122,-14.12
2012-09-30,269.66999999999996,-11.110000000000001,-0.6252952833927863,0.04726920494713942,,-16.41,-16.41,18.0,-0.34,34.99000000000001,169.31,10.44,18.2,3750.71,3248.59,235.0,502.12,-31.660000000000004,75.74999999999999,0.0,-7.1988388838883886,8.42,6.47,-1.42,0.25,-0.18,-1.180134760206104,-1.7437812128418548,-8.842203725723344,-8.225715418152992,0.0,9,2012,,,0.8398605921241744,,17.76760563380282,-25.23
2012-12-31,279.3700000000001,-15.349999999999998,-0.7867915229176934,0.022322451217903723,,-8.279999999999998,-8.279999999999998,15.7,0.75,45.040000000000006,89.04,8.17,19.06,3278.12,2764.62,235.0,513.5,-139.04999999999998,58.78,0.0,-4.989885993485342,7.19,5.38,-2.08,0.25,-0.12,-1.8761951700344996,-1.7400197141448988,-11.953178905864958,-11.968309512074912,0.0,12,2012,,,0.4355024377031409,,19.509615384615383,-40.58
2013-03-31,336.58,36.41,1.55,0.4,,44.83,44.83,16.1,-0.59,43.5,190.49,9.95,20.02,3608.18,3040.7,235.0,567.48,226.18,-124.74,0.0,2.5975,6.67,5.36,1.55,0.4,0.26,4.04,4.48,25.68,27.36,0.0,3,2013,,,9.396129032258065,,23.49032258064516,36.41
2013-06-30,333.79,-13.939999999999998,-0.5955674232309746,-0.0014367543821869856,,-18.619999999999997,-18.619999999999997,29.75,0.0,38.129999999999995,206.72,13.04,23.25,3481.17,2982.94,235.0,498.23,131.13,-105.49,-9.4,-12.48825860832138,14.03,5.99,0.96,0.4,0.42,-1.6129951045838895,-1.7370716510903423,-11.191704494882064,-11.216519804183353,0.0,6,2013,,,-0.03362903225806413,,23.40625,22.47
