,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2007-09-30,,,,,,,,,,,11.23,57.83,35.79,107.24,24.91,155.04,0.0,30.42,2.7,43.56,4.67,48.23,56.25,106.81,,,,,,0.0,0.45,0.41,0.0,0.0,,,,,,9.64,9.21,2.46,1.64,9,2007,,55.926829268292686,22.93
2007-12-31,102.73999999999998,7.830000000000002,0.13491222366710018,0.0,25.019999999999996,9.379999999999999,13.270000000000003,5.2,93.35,7.989999999999998,82.38,67.68,33.3,190.95,21.62,237.4,0.0,50.37,2.61,71.35,4.11,75.47,75.0,161.93,23.189999999999998,-5.31,47.41,3.8900000000000006,9.634597701149424,2.41,0.47,0.53,0.0,0.0,13.195942782834853,0.0,19.345903771131344,0.0,23.194720416124845,9.07,8.75,2.68,2.21,12,2007,0.0,58.0377358490566,30.76
2008-03-31,61.36,6.56,0.09,0.0,21.33,8.11,11.77,4.32,53.26,5.97,70.46,49.78,27.12,153.9,20.05,197.06,0.0,14.01,2.53,25.04,3.52,28.56,75.0,168.5,-12.78,1.52,-0.67,3.66,12.0,1.92,0.17,0.09,0.0,0.0,13.32,0.0,15.56,0.0,18.84,11.08,10.69,6.15,5.06,3,2008,0.0,72.88888888888889,6.56
2008-06-30,57.209999999999994,3.0100000000000007,0.04088819226750262,0.19,19.130000000000003,2.7300000000000004,6.77,4.3,54.46,3.7700000000000005,67.57,40.5,28.6,141.66,35.6,199.27,0.0,18.83,2.76,34.3,3.67,37.98,75.0,157.25,23.11,-15.75,-15.05,4.04,26.293654485049828,2.05,0.24,0.13,0.19,1.46,6.038871473354233,0.0,7.661818181818183,0.0,8.265705329153608,8.15,8.07,4.13,3.3,6,2008,13.986923076923077,73.61538461538461,9.57
2008-09-30,56.870000000000005,4.119999999999999,0.054170927684441185,0.10609597123110637,21.22,4.01,8.96,3.04,52.870000000000005,3.0299999999999994,80.42,30.49,29.19,144.4,33.22,196.7,0.0,17.06,2.49,36.43,3.19,39.62,75.0,153.87,13.76,-0.16000000000000014,-0.7499999999999982,4.95,14.030588592233013,1.48,0.26,0.18,0.29,1.61,8.37843681519357,10.160058436815191,10.71380569758948,12.639883126369611,11.159211102994885,7.9,7.8,3.96,3.16,9,2008,8.069188034188034,76.05555555555556,13.69
2008-12-31,67.71000000000001,2.9000000000000004,0.03845690174804099,-0.0024861027392673123,21.18,3.5000000000000018,7.950000000000003,1.75,64.22,3.400000000000002,65.13,31.77,36.58,135.14,33.92,221.98,0.0,32.9,2.88,58.83,3.67,62.5,75.0,156.78,20.12,-27.28,-8.130000000000003,4.450000000000001,11.369870689655171,0.84,0.4,0.22,0.29,1.32,5.223146473779385,5.5867389993972285,7.397709463532249,7.278842676311032,7.86618444846293,6.9,6.82,2.3,1.68,12,2008,-0.18747474747474868,75.4090909090909,16.59
2009-03-31,50.32,-2.6,-0.03,0.0,12.57,-3.05,1.41,2.14,53.38,-1.18,55.16,30.26,25.93,118.57,30.99,194.49,0.0,16.38,7.73,29.77,7.82,37.59,75.0,154.18,-18.94,9.05,-0.08,4.46,-17.8325,1.04,0.24,-0.03,0.0,0.0,-5.360000000000001,-6.24,-6.759999999999999,-6.44,-7.4,-5.27,-5.17,3.98,3.11,3,2009,0.0,86.66666666666667,-2.6
2009-06-30,46.99999999999999,-1.38,-0.017336683417085427,0.1,12.18,-1.7800000000000002,2.76,2.96,48.76,-1.4200000000000002,53.12,28.97,20.56,106.27,38.08,188.61,0.0,14.74,7.49,34.17,6.95,41.12,75.0,143.76,17.36,-11.190000000000001,-8.2,4.54,-42.6840579710145,1.54,0.29,-0.05,0.1,-2.0,-2.92643216080402,-3.4534673366834174,-3.84180904522613,-3.661507537688442,-4.341105527638191,-4.19,-4.09,3.11,2.51,6,2009,7.96,79.6,-3.98
2009-09-30,51.629999999999995,0.27,0.0036388140161725075,-0.007277628032345027,14.549999999999997,0.23000000000000043,4.59,2.7,51.41000000000001,1.1900000000000002,50.8,26.12,24.1,107.06,35.65,193.44,0.0,18.28,9.4,36.03,9.88,45.92,75.0,144.02,-1.48,0.4600000000000002,-1.3000000000000007,4.359999999999999,185.5,1.41,0.32,-0.05,0.1,-2.0,0.5589218328840971,0.6870080862533693,0.7510512129380055,0.7248517520215635,0.8500269541778975,-2.55,-2.49,2.97,2.3,9,2009,-0.5400000000000009,74.19999999999999,-3.71
2009-12-31,400.09,25.68,0.3389713245334547,0.0020573509330905956,63.94,44.660000000000004,48.080000000000005,2.14,355.43,44.36,23.48,534.84,211.15,806.08,36.03,993.38,384.29,317.91,5.0,777.55,19.67,797.22,75.0,169.7,12.440000000000001,-22.740000000000002,-17.35,3.4200000000000017,1.5784521028037384,0.95,4.7,0.29,0.1,0.34,10.332781065088758,30.81132453345471,60.54729176149294,62.93177969959036,86.7766590805644,4.04,4.0,1.04,0.77,12,2009,0.15586206896551857,75.75862068965517,21.97
2010-03-31,332.47,17.58,0.23,0.0,55.06,28.71,32.06,3.0,303.76,31.82,40.64,458.63,199.88,734.78,38.39,926.06,365.26,247.45,19.26,695.78,5.5,701.28,78.7,197.54,48.71,-21.54,-10.67,3.35,3.26,1.2,3.55,0.23,0.0,0.0,7.6,20.48,35.6,40.0,49.88,5.3,5.29,1.06,0.77,3,2010,0.0,76.43478260869564,17.58
