,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2003-09-30,,,,,,,,,117.56,,,1014.02,0.0,55.21,5009.45,3293.74,500.0,1715.71,,,,,,0.0,1.92,1.57,0.0,0.0,,,,,0.0,9,2003,,,183.19108280254778,287.61
2003-12-31,481.28999999999996,103.55000000000001,0.3944408937519174,0.0,0.0,144.97999999999996,151.89,14.4,121.43,-856.18,0.0,27.75,0.0,61.12,4157.48,2338.22,500.0,1819.26,14.100000000000009,-9.080000000000002,-991.27,6.91,9.12265958474167,3.96,1.29,1.49,0.0,0.0,9.96426526229676,0.0,22.766387156150937,0.0,0.0,12,2003,0.0,,262.5234899328859,391.16
2004-03-31,356.11,113.35,0.23,0.0,0.0,139.84,146.28,9.8,26.22,340.66,0.0,38.08,0.0,63.77,4372.49,2439.88,500.0,1932.61,-50.24,-4.46,64.83,6.44,10.6525,2.54,1.26,0.23,0.0,0.0,10.36,0.0,23.48,0.0,0.0,3,2004,0.0,,492.8260869565217,113.35
2004-06-30,389.03,102.38,0.20406712093820978,0.35,0.0,150.21,156.94000000000003,8.15,70.95,352.59999999999997,0.0,45.63,0.0,65.27,4600.98,2740.99,500.0,1859.99,-120.16,-3.95,131.66000000000003,6.7299999999999995,9.982622338347333,2.19,1.47,0.43,0.35,0.81,8.903021369304223,0.0,22.020266073332408,0.0,0.0,6,2004,175.59418604651162,,501.69767441860466,215.73
2004-09-30,407.2099999999999,101.85999999999999,0.20526590887622406,-0.0038533299844688467,0.0,145.82,152.7,6.8,111.87,398.96000000000004,0.0,50.24,0.0,66.3,4953.08,2991.23,500.0,1961.85,-232.58,-27.98,265.08,6.880000000000001,8.285837669350089,1.73,1.52,0.64,0.35,0.55,8.223465474353725,11.225479391668504,20.77034415441292,22.155889039327434,0.0,9,2004,-1.9121547965116577,,496.23437499999994,317.59
2004-12-31,447.82000000000016,105.33000000000004,0.21169606544973052,0.000927535792821372,0.0,156.93999999999994,164.22999999999996,6.55,162.67,433.81999999999994,0.0,60.45,0.0,76.67,5326.35,3259.17,500.0,2067.18,-205.88,-20.65,236.72999999999996,7.289999999999999,7.739279407576187,1.58,1.58,0.85,0.35,0.41,7.90996122198052,12.45270973233709,20.38259528988935,21.677677102052407,0.0,12,2004,0.46149816176472314,,497.5529411764706,422.92
2005-03-31,443.93,104.55,0.21,0.38,0.0,114.5,122.08,6.5,251.41,108.76,0.0,60.55,0.0,73.59,5610.93,3439.2,500.0,2171.73,-157.88,3.58,154.4,7.58,7.7375,1.5,1.58,0.21,0.38,1.81,7.44,9.16,19.24,20.36,0.0,3,2005,189.1857142857143,,497.8571428571429,104.55
2005-06-30,508.27000000000004,101.67999999999999,0.20214711729622264,0.0038852598693552747,0.0,152.39,160.14000000000004,5.7,112.92,930.3599999999999,0.0,61.06,0.0,74.36,5849.3,3765.89,500.0,2083.41,-181.2,-6.58,188.29,7.75,7.048084677419355,1.37,1.81,0.41,0.38,0.93,6.961749502982107,10.077773359840956,19.52445328031809,20.628866799204772,0.0,6,2005,1.954285714285703,,503.0,206.23
2005-09-30,529.24,83.88000000000002,0.16769639102409434,-0.0021350522215711474,0.0,137.33000000000004,145.63,5.4,796.37,-648.5199999999999,0.0,74.61,0.0,80.61,5899.06,3731.76,500.0,2167.3,49.75999999999999,-15.100000000000001,-21.110000000000014,8.299999999999999,8.049964532665712,1.25,1.72,0.58,0.38,0.66,5.690112026472718,8.616124918134503,15.485894315949128,16.249202026817418,0.0,9,2005,-1.0679310344827684,,500.18965517241384,290.11
2005-12-31,612.6799999999998,55.539999999999964,0.11087111239693324,0.0005707288117839015,0.0,100.63999999999999,109.34000000000003,4.78,277.15,1998.92,0.0,61.83,0.0,79.08,5788.03,3565.19,500.0,2222.84,190.67,-2.0199999999999996,-201.42,8.7,10.782114241987763,1.08,1.6,0.69,0.38,0.55,3.837104585563429,5.835998264140023,9.994468392882968,10.354397801244026,0.0,12,2005,0.2859020489755153,,500.94202898550725,345.65
2006-03-31,537.14,63.71,0.13,0.0,0.0,77.55,83.59,4.9,119.53,616.9,0.0,53.65,0.0,84.61,5699.31,3412.76,500.0,2286.54,168.29,-11.18,-165.29,6.04,9.4225,1.07,1.49,0.13,0.0,0.0,4.48,5.48,11.16,11.44,0.0,3,2006,0.0,,490.0769230769231,63.71
