,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2004-06-30,,,,,,,,,0.0,,,13.99,49.28,0.81,70.9,188.84,258.2,11.98,16.39,25.76,90.44,49.77,140.21,104.21,117.98,,,,,,0.0,1.19,0.09,0.0,0.0,,,,,,5.26,5.18,0.78,0.77,6,2004,,104.66666666666667,9.42
2004-09-30,183.82999999999998,29.729999999999997,0.27337931034482754,0.0,62.00000000000001,43.21,51.94,,0.3,140.62000000000003,43.94,54.57,160.46,2.64,225.33,201.12,426.08,2.18,49.84,19.79,126.58,29.25,155.83,150.0,270.24,-20.1,-19.16,81.06,8.73,0.0,0.0,0.58,0.36,0.0,0.0,27.915065134099613,0.0,44.01406896551724,0.0,60.4472030651341,10.81,10.71,1.78,1.76,9,2004,0.0,108.75,39.15
2004-12-31,168.19000000000005,18.54,0.15747269890795632,0.0,50.85000000000001,28.410000000000004,38.5,,0.63,139.77999999999997,28.42,25.56,183.63,16.65,230.76,205.52,443.87,49.72,0.0,16.57,128.76,26.32,155.08,150.0,288.78,1.5799999999999996,-18.119999999999997,-12.469999999999999,10.090000000000003,0.0,0.0,0.54,0.49,0.0,0.0,16.71138845553822,0.0,25.68411856474259,0.0,35.90377535101404,10.89,10.81,1.79,1.66,12,2004,0.0,117.73469387755102,57.69
2005-03-31,68.06,-8.58,-0.06,0.0,11.25,-6.97,2.46,,0.29,75.03,-6.83,42.41,82.06,26.86,161.34,216.04,385.21,16.2,21.35,9.1,124.25,7.33,131.59,150.0,253.61,47.21,-19.66,-10.71,9.43,0.0,0.0,0.52,-0.06,0.0,0.0,-8.919999999999998,0.0,-13.52,0.0,-10.68,-12.71,-12.61,1.3,1.08,3,2005,0.0,143.0,-8.58
2005-06-30,143.1,20.29,0.13861656703672073,0.0,44.14,24.11,35.36,,0.5,118.99000000000001,23.840000000000003,9.76,117.83,17.73,158.35,212.22,387.51,25.34,20.12,9.83,103.01,10.6,113.6,150.0,273.89,-18.2,-5.859999999999999,-8.57,11.25,0.0,0.0,0.41,0.08,0.0,0.0,20.93110162254483,36.80269854824935,29.66394534585824,41.4463535439795,41.72358667805294,5.59,5.55,1.54,1.37,6,2005,0.0,146.375,11.71
2005-09-30,196.22,20.58,0.14021678538247134,0.0,51.55,27.11,37.470000000000006,,0.66,169.10999999999999,26.709999999999997,44.27,94.54,15.38,167.75,209.96,394.23,14.37,23.85,11.06,89.11,10.62,99.74,150.0,294.47,62.08999999999999,-1.9600000000000009,-25.629999999999995,10.36,0.0,0.0,0.34,0.22,0.0,0.0,20.879554041498913,27.507983895943013,27.96687519355838,29.165091359554037,36.96624341901517,7.98,7.93,1.88,1.71,9,2005,0.0,146.77272727272728,32.29
2005-12-31,153.83000000000004,-2.2399999999999984,-0.014908485856905148,0.21,24.210000000000008,-0.4799999999999969,9.349999999999994,1.84,0.66,154.31000000000006,-1.9600000000000009,26.12,128.8,13.22,179.71,206.62,399.05,14.9,30.76,10.78,97.87,8.59,106.46,150.0,292.24,-10.009999999999991,-6.150000000000002,-2.7900000000000063,9.829999999999998,-30.854910714285733,0.94,0.36,0.2,0.21,1.05,-2.2452179700499153,-3.0979833610648897,-3.0651846921796984,-3.0830748752079846,-4.332405990016635,5.4,5.35,1.84,1.7,12,2005,31.5525,150.25,30.05
2006-03-31,114.98,9.72,0.05999999999999999,0.16,34.04,13.5,25.38,1.79,0.0,101.49,11.75,48.18,75.85,18.39,148.87,210.89,379.1,0.0,20.08,10.74,94.49,6.28,100.77,150.0,277.96,53.44,-14.13,-17.25,11.88,7.4575000000000005,0.97,0.36,0.06,0.16,2.67,10.24,14.119999999999997,14.0,14.64,18.96,8.62,8.45,1.58,1.38,3,2006,25.920000000000005,162.00000000000003,9.72
2006-06-30,226.97999999999996,45.29,0.304622795855299,-0.014339211052535935,91.91,61.900000000000006,72.04,2.04,0.05,165.07,61.540000000000006,11.26,196.46,31.79,245.48,204.7,471.17,13.94,45.08,9.49,142.61,4.81,147.42,150.0,323.25,-18.629999999999995,-5.339999999999998,-12.95,10.139999999999999,1.6731347979686464,0.95,0.46,0.37,0.16,0.43,38.464802763133974,57.828932921287034,56.050594437375025,60.66110161788766,75.57938556626067,16.23,16.09,1.72,1.5,6,2006,-2.1318918918918968,148.67567567567568,55.01
2006-09-30,200.62000000000006,10.830000000000005,0.07237545565006077,0.20102722406489115,42.469999999999985,16.289999999999992,31.249999999999986,2.18,0.05,184.32999999999998,15.86,31.69,130.4,31.0,199.56,203.18,422.6,10.01,41.23,7.69,114.0,3.94,117.94,150.0,304.08,67.13,-10.21,-36.5,14.959999999999997,7.523268698060939,1.08,0.39,0.44,0.36,0.82,10.250996354799518,14.77117253948968,14.244805589307417,14.475091130012157,19.54795261239369,12.22,12.13,1.75,1.48,9,2006,30.080982800982806,149.63636363636365,65.84
2006-12-31,243.0,4.6499999999999915,0.031004397786920077,0.0008217800074800187,41.76000000000002,9.400000000000006,22.650000000000006,2.54,0.61,233.60000000000002,11.989999999999995,19.61,186.6,25.79,245.5,196.86,462.73,28.3,43.48,5.61,149.95,3.4,153.35,150.0,308.73,-40.48,-5.090000000000003,33.46,13.25,20.46483870967746,1.23,0.5,0.47,0.36,0.77,4.018697687615258,6.190324868775702,6.024088523194768,6.190324868775702,8.52818839551708,9.03,8.97,1.64,1.47,12,2006,0.12324951644099258,149.9787234042553,70.49
2007-03-31,188.03,9.67,0.05999999999999999,0.18,45.84,14.17,31.21,2.38,1.49,173.86,17.16,29.96,168.98,11.16,222.31,195.17,441.69,47.52,40.31,3.43,147.34,2.61,149.95,150.0,291.4,26.48,-14.6,-1.54,17.04,9.9175,1.23,0.51,0.06,0.18,3.0,8.76,13.8,13.280000000000001,13.599999999999998,19.24,5.15,5.14,1.51,1.43,3,2007,29.01,161.16666666666669,9.67
2007-06-30,114.09,-18.75,-0.12389867841409691,-0.011696035242290745,10.419999999999995,-17.56,-6.43,2.46,0.0,131.64999999999998,-21.16,9.1,152.06,12.19,191.53,197.37,420.03,81.03,21.7,2.88,144.38,2.65,147.02,150.0,272.66,-17.94,-25.909999999999997,22.99,11.130000000000003,-4.963733333333334,1.35,0.54,-0.06,0.18,-3.0,-17.841409691629956,-6.277533039647577,-27.505506607929515,-25.19273127753304,-10.159691629955947,-3.01,-3.01,1.33,1.24,6,2007,-1.7699999999999996,151.33333333333334,-9.08
2007-09-30,160.40999999999997,2.13,0.015323741007194244,-0.015971223021582753,31.03000000000001,6.85,23.54,1.88,0.0,153.55,5.67,9.7,137.38,10.68,179.36,201.59,418.55,68.58,43.09,2.3,140.27,3.17,143.44,150.0,274.77,48.15,-18.330000000000005,-29.2,16.689999999999998,30.67136150234742,1.03,0.52,-0.05,0.18,-3.6,2.034992805755395,-1.0052374100719423,3.1015251798561145,2.9421582733812945,-1.520115107913669,-1.51,-1.5,1.28,1.2,9,2007,-2.2200000000000024,139.0,-6.95
2007-12-31,225.46000000000004,7.48,0.0,,55.27999999999999,14.71,24.9,1.83,0.0,210.77000000000004,11.73,12.64,217.15,24.79,279.58,226.49,543.58,130.0,54.51,14.07,241.23,19.96,261.19,150.0,282.37,-57.699999999999996,-31.92,92.43,10.189999999999998,0.0,0.97,0.92,0.0,0.18,0.0,5.645283018867925,203.79471698113207,10.726037735849056,10.161509433962264,339.28150943396224,0.08,0.08,1.16,1.06,12,2007,inf,inf,0.53
2008-03-31,132.58,-21.45,-0.14,0.1,12.73,-17.64,-4.87,1.9,0.0,150.22,-19.4,14.44,137.74,45.57,225.92,223.89,486.86,109.04,41.74,13.67,208.45,16.71,225.16,150.0,261.68,35.88,-10.16,-24.66,12.77,-3.3925,1.09,0.86,-0.14,0.1,-0.71,-17.64,-15.2,-32.8,-31.04,-25.36,-16.4,-16.18,1.08,0.87,3,2008,15.32142857142857,153.2142857142857,-21.45
2008-06-30,127.73999999999998,-18.570000000000004,-0.1252848575712144,-0.003367958877703987,10.759999999999998,-12.919999999999998,0.7800000000000002,1.81,0.0,140.66,-16.440000000000005,17.15,106.81,100.46,247.79,225.13,524.91,155.57,32.22,19.2,278.57,19.25,297.81,150.0,227.07,-32.480000000000004,-3.5600000000000005,39.78,13.7,-3.6097738287560577,1.2,1.31,-0.27,0.1,-0.37,-14.143268365817093,-12.008785607196403,-32.703988005997005,-29.73427286356822,-23.03385307346327,-15.69,-15.37,0.89,0.53,6,2008,-0.49920634920634654,148.22222222222223,-40.02
