,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,5286.5,556.6,5.89,0.0,725.63,557.22,618.58,47.8,4729.29,293.79,3398.87,5706.42,2434.54,11852.44,2366.58,15428.79,37.96,3877.12,4575.82,0.0,4575.82,945.0,10675.51,743.94,-68.12,-464.33,61.36,2.03,4.23,0.43,5.89,0.0,0.0,14.44,0.0,20.84,0.0,20.52,11.08,10.53,2.59,2.06,3,2000,0.0,94.49915110356537,556.6
2000-06-30,6706.790000000001,912.34,8.78838550247117,10.0,908.16,912.8499999999999,1007.64,26.0,5793.929999999999,455.29,3746.25,6043.83,2494.09,13294.42,2447.43,16681.55,59.78,4608.05,5429.23,0.0,5429.23,1039.5,11068.67,1360.83,-326.48,-881.4300000000001,94.79,0.7406366047745357,2.44,0.49,14.15,10.0,0.71,21.887116968698518,0.0,32.96731466227347,0.0,32.44560131795717,13.03,12.25,2.45,1.99,6,2000,1038.1201413427561,103.81201413427561,1468.94
2000-09-30,8186.759999999998,1423.54,13.711356483018033,0.0009586452424258161,1300.8400000000001,1423.95,1510.22,23.2,6762.8099999999995,743.0600000000001,4535.79,6359.17,2775.15,14868.92,2617.83,18695.22,62.71,4953.52,5812.44,0.0,5812.44,1039.5,12685.53,1030.69,-464.41999999999996,2.9300000000000637,86.26999999999998,0.42161765738932516,1.9,0.46,27.86,10.0,0.36,30.454369675849097,0.0,44.88426817125788,0.0,44.214941365195266,15.4,14.33,2.56,2.08,9,2000,0.09952843470250627,103.82196697774587,2892.48
2000-12-31,8615.970000000001,1149.08,11.003027543819712,0.05851670632437658,1368.6400000000003,1274.5400000000004,1400.5300000000002,19.5,7341.43,917.1400000000001,5007.43,7180.6,4311.38,17154.0,3270.52,21398.35,685.0,5762.48,7473.05,0.0,7473.05,1050.39,13539.63,-81.94999999999982,-69.69000000000005,674.9699999999999,125.99000000000004,0.4396517213771017,1.51,0.55,38.7,10.0,0.26,21.482913726382883,0.0,33.94732529023446,0.0,34.04967903482814,14.95,14.04,2.3,1.72,12,2000,6.1110795765464445,104.43307493540051,4041.56
2001-03-31,8929.75,1681.24,15.78,0.0,1596.26,1742.19,1873.5,19.8,7187.56,1030.27,7412.36,6315.87,3065.36,17303.99,3311.67,21723.29,231.04,4608.4,6004.82,0.0,6004.82,1065.72,15188.51,2522.68,-46.77,-438.63,131.31,0.3125,1.39,0.4,15.78,0.0,0.0,30.959999999999997,37.52,44.28,52.0,44.32,20.46,18.83,2.88,2.37,3,2001,0.0,106.5424588086185,1681.24
2001-06-30,7261.290000000001,912.1899999999998,8.128505839756615,20.0,1451.39,948.4699999999998,1112.3899999999999,21.8,6312.829999999999,840.24,8369.66,5623.98,2315.55,16672.1,3500.45,21363.88,1413.0,4159.31,6671.26,0.0,6671.26,1179.75,14101.11,2163.7599999999998,-238.59,-916.4499999999999,163.92000000000002,0.6681240202150868,1.82,0.47,23.11,20.0,0.87,17.080062465537914,19.89391130664795,25.873340094006778,28.996712307638916,25.760786140362374,16.87,16.02,2.5,2.15,6,2001,2244.422327996538,112.22111639982691,2593.43
2001-09-30,6715.0,421.99000000000024,0.3582566939265511,18.09455360789836,1482.15,459.1700000000001,609.96,16.9,6255.82,626.3700000000001,10518.03,5148.64,2421.34,18352.87,3597.97,23125.91,1860.0,4637.27,8027.3,0.0,8027.3,1187.93,14494.11,2077.96,-221.14,455.17999999999995,150.78999999999996,11.790428683144144,1.39,0.55,2.56,20.0,7.81,7.299480138753477,8.430227828959154,11.64334255261291,12.421431309734638,11.676929117668523,13.55,13.16,2.29,1.98,9,2001,21313.546422003463,1177.8984375,3015.42
2001-12-31,8430.36,849.5299999999997,0.7209558726503574,0.007467755080921654,1710.0299999999997,863.31,1007.5700000000002,28.0,7567.040000000001,738.8499999999999,11297.44,5907.5,2652.88,20096.81,3628.87,24927.12,1160.0,5992.26,8978.45,0.0,8978.45,1188.04,15347.88,1694.1100000000006,-489.26,-629.9800000000001,144.26,9.713215836992221,2.17,0.58,3.28,20.0,6.1,13.636616566837858,15.236786918330116,22.138620577239028,23.52777945380923,22.12103628766219,12.65,12.33,2.24,1.94,12,2001,8.799542682929314,1178.3384146341464,3864.95
2002-03-31,8635.63,828.06,0.7,3.25,1464.0,834.65,1004.12,39.5,7800.98,940.18,13105.66,5994.98,2860.35,22219.21,3626.08,27061.8,2895.2,5532.87,14171.52,0.0,14171.52,1188.07,12302.97,416.62,41.62,1735.26,169.47,14.1075,3.81,1.15,0.7,3.25,4.64,12.24,13.680000000000001,26.920000000000005,24.08,25.92,9.68,9.59,1.57,1.37,3,2002,3844.5642857142857,1182.942857142857,828.06
2002-06-30,9333.710000000001,495.32000000000016,0.4154552736175552,0.025328056081505467,1630.8400000000001,506.5200000000001,674.7800000000001,27.0,8827.2,997.17,8235.96,6990.74,4979.37,20451.36,3841.01,25473.45,2948.32,7254.82,12188.05,0.0,12188.05,1188.09,12726.12,-63.24000000000001,-640.55,-3953.3599999999997,168.26000000000002,16.244347896309453,2.52,0.96,1.11,3.25,2.93,7.785107829950583,8.578589974157085,15.570215659901166,14.776733515694662,15.121074823557864,7.43,7.36,1.68,1.27,6,2002,30.19697554697541,1192.2342342342342,1323.38
