,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2007-03-31,331.41,65.52,0.12,0.62,,86.72,107.58,15.8,0.0,244.7,2745.87,149.56,5109.2,1345.97,2757.69,3763.23,186.69,-6.46,21.8,20.86,32.9175,11.58,0.36,0.12,0.62,5.17,5.12,5.88,6.96,6.52,19.77,0.0,3,2007,,338.52,,546.0,65.52
2007-06-30,398.49999999999994,101.48,0.18229940119760477,0.011880239520958203,,132.83,154.72000000000003,25.0,0.0,265.66,1836.26,138.73,5630.8,1763.34,2759.13,3867.46,-564.46,-6.64,-338.52000000000004,21.89,34.28288825384312,17.84,0.46,0.3,0.62,2.07,7.21905628742515,9.503875449101798,10.500445508982036,10.427525748502996,22.88,0.0,6,2007,,6.613333333333401,,556.6666666666667,167.0
2007-09-30,640.5600000000001,201.01999999999998,0.3659676104559535,0.1916663949423037,,271.65,291.11999999999995,24.2,0.0,368.90999999999997,2128.64,132.64,6578.46,2590.58,2779.06,3987.88,386.10999999999996,-11.94,-81.78999999999996,19.47,16.53179086658044,16.86,0.65,0.67,0.82,1.22,12.213486223574806,16.47400467365904,20.166453997065375,20.406790935275254,26.85,0.0,9,2007,,105.2792039800994,,549.2835820895522,368.02
2007-12-31,608.2,183.36,0.3325474264572527,0.003117745813354153,,246.7,265.71000000000004,25.5,0.0,361.49,2131.88,121.53,6796.4,2623.7,2781.81,4172.71,10.629999999999999,-7.420000000000002,0.03999999999996362,19.010000000000005,19.17019797120419,17.0,0.63,1.0,0.82,0.82,10.787838514273277,15.948974572889842,17.571806014001236,17.917655337516777,27.87,0.0,12,2007,,1.719062686567213,,551.38,551.38
2008-03-31,559.26,166.9,0.3,0.68,,221.0,239.29,23.8,0.0,338.26,2555.33,121.31,6669.43,2681.36,2803.2,3988.07,402.8,-8.04,28.69,18.29,19.8325,16.73,0.67,0.3,0.68,2.27,10.0,15.0,16.72,17.24,29.84,0.0,3,2008,,378.30666666666673,,556.3333333333334,166.9
2008-06-30,563.5699999999999,173.58,0.31098390507518797,0.0022301848370926587,,229.45,246.59,18.6,0.0,334.12,2230.46,111.81,6561.14,2399.34,2803.39,4161.8,67.20999999999998,-6.970000000000001,-385.12,17.14,14.9516580251181,12.53,0.58,0.61,0.68,1.11,10.583648966165415,15.069974154135338,16.6809727443609,17.292744360902255,30.32,0.0,6,2008,,1.244808743169358,,558.1639344262295,340.48
2008-09-30,385.0500000000002,85.47999999999996,0.1545206122640623,0.2938918300648562,,115.72999999999996,132.57000000000005,12.2,1.86,269.32000000000005,1881.24,103.84,5685.82,1571.46,2826.42,4114.36,-201.73000000000002,-8.840000000000002,-138.64999999999998,16.840000000000003,19.733289658399634,8.38,0.38,0.77,0.98,1.27,6.012256549910788,7.4089623438820515,8.30799136069114,8.436424077378154,28.25,0.0,9,2008,,162.57943368107289,,553.1948051948051,425.96
2008-12-31,469.0999999999999,108.82,0.19331126818504804,0.01694161405369781,,152.46000000000004,169.2199999999999,7.95,0.0,316.6399999999999,2863.17,101.94,5344.14,1130.06,2826.94,4214.07,1205.2,-216.20000000000002,-7.060000000000002,16.759999999999998,10.283285701157874,5.33,0.27,0.95,0.98,1.03,8.147561240136131,9.63707543288829,10.328926287445304,10.377762818355212,27.05,0.0,12,2008,,9.53688038277528,,562.9263157894737,534.78
2009-03-31,320.44,46.01,0.08,0.5,,67.79,83.09,7.1,0.0,252.65,2439.84,90.61,5346.27,1369.79,2833.26,3976.48,-418.32,-3.62,-1.39,15.3,22.1875,5.06,0.34,0.08,0.5,6.25,3.4400000000000004,4.52,4.64,4.64,14.36,0.0,3,2009,,287.5625,,575.125,46.01
2009-06-30,738.3399999999999,233.44,0.40932402934335305,-0.004224816604043719,,309.73999999999995,323.83000000000004,12.9,-1.39,428.6,1998.96,80.33,7463.98,3235.04,2845.53,4228.94,-170.77000000000004,-5.04,-265.06,14.09,7.879881875428374,8.68,0.76,0.49,0.5,1.02,12.496913222401147,17.976843084630524,22.08679048130256,22.2538615136876,26.39,24.76,6,2009,,-2.409438775510239,,570.3061224489795,279.45
2009-09-30,794.5899999999999,240.84999999999997,0.4258735344993273,0.24578932091768094,,344.01,358.17,14.2,-4.46,450.5799999999999,1134.74,73.63,7808.96,3476.51,2849.57,4332.45,-715.68,-10.649999999999999,-137.90000000000003,14.159999999999997,8.333225036329667,9.34,0.8,0.92,0.75,0.82,12.331816259850086,19.793861233903513,22.23800499711705,22.81200845665962,28.07,29.41,9,2009,,139.00454747116237,,565.5434782608695,520.3
2009-12-31,714.7800000000002,194.87,0.3433256428541466,0.0027111218919673597,,278.43000000000006,292.87,12.3,-4.63,436.35000000000014,2201.41,85.95,7126.35,2597.49,2850.72,4528.86,1080.23,-14.370000000000001,0.8100000000000023,14.440000000000005,8.954763688612921,7.74,0.57,1.26,0.75,0.6,10.942823664303592,17.48235971866829,17.20987904973643,17.831134974901072,27.85,28.86,12,2009,,1.5388198757764258,,567.5952380952381,715.17
2010-03-31,545.41,136.33,0.24,1.0,,182.86,197.78,11.8,-0.27,362.55,1128.5,78.55,8969.3,4834.87,2854.07,4134.43,-1065.53,-10.33,2.95,14.92,12.2925,8.15,1.17,0.24,1.0,4.17,6.08,10.2,13.2,13.439999999999998,25.0,18.7,3,2010,,568.0416666666667,,568.0416666666667,136.33
2010-06-30,576.92,134.84,0.2386812700519969,-0.005494708116679708,,190.99,203.14000000000001,11.3,-0.63,385.93,970.41,77.96,7696.64,3445.16,2854.07,4251.49,419.37,-6.770000000000001,-570.69,12.15,11.835030035597745,7.59,0.81,0.48,1.0,2.08,7.001317254858575,9.805822177969537,12.68988752443117,12.729667736106503,24.16,16.63,6,2010,,-3.1041666666667425,,564.9375,271.17
2010-09-30,979.0,292.34,0.5135962094727688,0.2574921030682686,,431.94999999999993,443.85999999999996,16.0,-0.78,547.06,455.39,89.89,9880.13,5491.54,2854.07,4388.59,-1035.42,-24.75,545.16,11.909999999999997,7.787440651296436,10.41,1.25,0.99,1.25,1.26,11.82827633937286,18.904490780997673,26.644748806587284,26.81075970257848,26.82,0.0,9,2010,,146.5650252525253,,569.2020202020202,563.51
2010-12-31,1010.4500000000003,242.08000000000004,0.4267103613500664,-0.004153584153956495,,351.60000000000014,364.8800000000001,15.5,-0.8,658.8400000000001,1074.85,103.5,9036.57,4399.84,2854.07,4636.73,1000.3399999999999,-21.769999999999996,-359.11,13.280000000000001,9.084850875743555,9.54,0.95,1.42,1.25,0.88,10.709829069377724,17.21265457614916,20.878757680706073,21.131177894462446,25.89,0.0,12,2010,,-2.3563984919618406,,567.3169014084508,805.59
2011-03-31,780.69,193.33,0.34,1.18,,282.04,295.83,14.1,0.0,498.65,408.88,109.54,9686.38,5527.94,2854.07,4158.44,-766.2,71.73,28.5,13.79,10.3675,9.68,1.33,0.34,1.18,3.47,8.0,12.08,18.6,18.64,24.76,0.0,3,2011,,670.9688235294118,,568.6176470588235,193.33
2011-06-30,767.0999999999999,181.85999999999999,0.3199115115008396,-0.00030710714414532647,,266.62999999999994,280.93,15.8,0.0,500.47,635.06,118.21,8591.77,4251.47,2854.07,4340.3,670.1400000000001,88.77,-532.73,14.3,12.34747690531178,10.39,0.98,0.66,1.18,1.79,8.472807910658599,13.06790053039793,16.751730056771237,16.926227244862602,24.24,0.0,6,2011,,-0.17458110516952274,,568.4696969696969,375.19
2011-09-30,980.27,172.13000000000005,0.30191624643718484,0.3534260163573916,,248.56000000000006,263.79999999999995,14.4,0.0,731.7099999999999,488.04,131.65,8032.87,3719.64,2854.07,4313.22,-326.45,94.50999999999999,84.91000000000003,15.239999999999998,11.923836635101376,9.53,0.86,0.96,1.53,1.59,8.566873492655121,11.19606080537894,15.96382153036615,15.825443250749109,21.65,0.0,9,2011,,201.49700757575795,,570.1250000000001,547.32
2011-12-31,764.0500000000002,106.8599999999999,0.18785196734843604,-0.003423427038430242,,165.19999999999993,181.30000000000007,15.0,0.0,598.8499999999999,436.94,142.62,7166.2,2746.12,2854.07,4420.08,28.789999999999964,112.04000000000002,-191.91000000000003,16.1,19.957203818079744,9.69,0.62,1.15,1.53,1.33,5.96552508483903,7.762369989911027,9.670292580023839,9.44160322846922,19.87,0.0,12,2011,,-1.9474239130437354,,568.8521739130434,654.18
2012-03-31,759.34,179.53,0.32,0.82,,238.38,255.1,15.2,0.0,520.96,451.96,140.98,9402.32,5246.68,2854.07,4155.64,-903.38,105.54,812.86,16.72,11.874999999999998,10.44,1.26,0.32,0.82,2.56,7.640000000000001,10.0,17.28,17.28,23.64,0.0,3,2012,,460.045625,,561.03125,179.53
2012-06-30,736.8100000000001,173.97,0.30512418670438474,0.013130728429985854,,234.68,252.53,13.3,0.0,502.14,767.33,143.57,9199.99,4868.09,2854.07,4331.9,1453.35,117.57000000000001,-1255.56,17.85,10.89638299706846,8.76,1.12,0.62,0.82,1.32,7.559205657708628,10.472649504950496,16.063312022630832,16.043626591230552,23.63,0.0,6,2012,,7.486633064516127,,570.1612903225806,353.5
2012-09-30,916.4899999999998,186.77999999999997,0.32842415044051226,0.3479158118729358,,250.51000000000005,268.46000000000004,13.8,0.0,665.9799999999999,630.42,148.92,13169.03,8850.14,2854.07,4318.89,-3758.41,116.06,3505.45,17.950000000000003,10.507372845058358,9.12,2.05,0.95,1.17,1.23,5.66963796549937,9.444787147405048,17.29930998741393,17.313138372695636,22.39,0.0,9,2012,,197.86521561969448,,568.7157894736843,540.28
2012-12-31,892.1600000000003,198.12,0.34611971830985916,0.007536916234247371,,268.4599999999999,287.64,14.5,0.0,623.69,301.26,154.58,13973.13,9456.12,2854.07,4517.01,-474.3499999999999,111.35999999999996,33.840000000000146,19.18,10.472965879265091,9.16,2.09,1.29,1.17,0.91,5.666704225352113,10.077718309859156,17.5474647887324,17.729915492957748,22.34,0.0,12,2012,,4.314154222766092,,572.4031007751938,738.4
2013-03-31,1644.02,554.42,0.97,0.9,,678.83,698.85,22.2,0.0,965.2,939.42,159.69,22026.87,17432.94,2854.07,4593.93,-3442.44,226.88,3853.71,20.02,5.7225,13.79,3.79,0.97,0.9,0.93,10.08,17.28,48.28,50.68,33.72,0.0,3,2013,,514.4103092783505,,571.5670103092783,554.42
2013-06-30,1366.3200000000002,360.6700000000001,0.6306177534450165,0.0005731732994996723,,457.09000000000003,478.2199999999999,23.5,0.1,909.23,1208.79,174.99,17474.58,12529.84,2854.07,4944.74,3366.02,230.91000000000003,-3327.56,21.13,9.317847408988824,13.56,2.53,1.6,0.9,0.56,8.261092570129716,13.43215814837885,29.181836540668137,31.105220688675438,30.4,0.0,6,2013,,0.3278157216494719,,571.93125,915.09
2013-09-30,951.02,256.07000000000005,0.4482252638409782,0.34900171091055043,,322.81999999999994,345.58000000000015,22.7,0.0,628.1800000000001,402.48,186.74,15580.85,10579.83,2854.07,5001.02,-1418.12,213.36999999999995,398.45000000000005,22.759999999999998,12.657419065099385,12.95,2.12,2.05,1.25,0.61,6.576885822603232,8.877046688753033,20.482801325181875,21.978343181119577,29.56,0.0,9,2013,,199.38382621951234,,571.2975609756098,1171.16
2013-12-31,974.4199999999996,274.65999999999985,0.4806198558603419,0.0003779608904525802,,345.9200000000001,370.05999999999995,20.8,0.0,628.5099999999998,872.97,221.45,14684.97,9409.29,2854.07,5275.68,794.41,186.20000000000005,-510.13,24.14,10.817593024102532,11.25,1.78,2.53,1.25,0.49,7.484751905493073,9.566804719812973,20.828126876097983,22.439058250681263,29.29,0.0,12,2013,,0.2159934445194267,,571.4703557312254,1445.82
2014-03-31,707.0,127.86,0.22000000000000003,2.13,,160.4,206.13,20.8,0.0,546.6,444.43,227.32,14473.71,9070.16,2854.07,5403.55,-547.5,161.65,-42.69,45.73,23.6375,10.99,1.68,0.22,2.13,9.68,3.52,3.52,9.48,10.24,18.08,0.0,3,2014,,1237.9172727272726,,581.1818181818181,127.86
2014-06-30,942.8299999999999,215.94,0.3768586387434555,-0.030414088529271494,,271.30999999999995,319.1,22.2,0.0,671.5199999999999,227.51,262.23,15915.68,11523.77,2854.07,4391.92,-672.77,156.29999999999998,299.54,47.79,14.727007502083913,14.43,2.62,0.6,2.13,3.55,5.426764397905759,6.507092495636998,19.672020942408377,18.491197207678884,20.84,0.0,6,2014,,-17.427272727272566,,573.0,343.8
2014-09-30,1340.5500000000002,385.2,0.6763456790123457,0.7370271604938271,,484.88000000000005,537.24,23.1,0.0,855.6700000000001,187.08,268.2,22410.12,18061.11,2854.07,4349.01,-4198.879999999999,188.21000000000004,3970.2500000000005,52.36,8.54001168224299,15.16,4.15,1.28,2.88,2.25,6.869135802469136,10.208592592592591,35.42360493827161,32.95071604938271,24.38,0.0,9,2014,,419.76,,569.53125,729.0
2014-12-31,1512.9899999999998,535.22,0.9356252867380677,0.012656895160652737,,673.15,722.5699999999999,23.0,0.3,839.8299999999999,249.17,274.04,20612.85,15728.62,2854.07,4884.23,1662.8299999999995,239.76999999999992,-1840.5100000000002,49.420000000000016,6.147252625088749,13.44,3.22,2.21,2.88,1.3,10.380783724351774,15.257889291420797,43.8262125263008,42.14970748762083,28.07,0.0,12,2014,,7.240316742081632,,572.0452488687783,1264.22
2015-03-31,1291.25,364.59,0.6399999999999999,0.8999999999999999,,457.34,509.23,22.8,0.0,833.91,221.13,274.4,17808.22,12559.4,2854.07,5248.82,1168.3,237.37,-1433.71,51.89,8.9075,12.4,2.39,0.64,0.9,1.41,8.2,11.32,27.8,27.4,28.24,0.0,3,2015,,512.7046875,,569.671875,364.59
2015-06-30,882.4200000000001,231.8,0.40421871594091113,0.005932569291906409,,290.28000000000003,289.18999999999994,23.4,0.0,592.14,1057.95,267.41,19263.98,14297.09,2854.07,4966.89,638.49,250.95999999999998,-52.62999999999988,-1.0900000000000034,14.47236302847282,13.45,2.88,1.04,0.9,0.87,4.819530843910864,6.607421318264894,18.67179530173209,19.806717081104647,27.44,0.0,6,2015,,3.4020432692308304,,573.4519230769231,596.39
2015-09-30,887.7199999999998,199.86,0.3488921821036107,0.9990413114358168,,252.5,358.21000000000015,23.0,-0.45,635.22,2486.44,251.21,20611.14,16015.2,2854.07,4595.94,55.450000000000045,201.75000000000006,1171.28,105.71,16.483960647453216,14.28,3.48,1.39,1.9,1.37,3.8754642386185245,4.668629199372057,17.399428822605966,17.87131177394035,26.01,0.0,9,2015,,572.2925498063087,,572.841726618705,796.25
2015-12-31,1114.2400000000002,222.98000000000002,0.3916036615876691,-0.011477009340596185,,281.2900000000001,228.05999999999995,22.8,0.0,832.94,384.17,251.02,17989.16,13170.24,2854.07,4818.92,-1861.94,296.3299999999999,-536.6500000000001,-53.22999999999999,14.558469593685532,13.5,2.73,1.79,1.9,1.06,4.961771533412478,5.810610755177929,18.508195402411626,18.385682525043418,24.41,0.0,12,2015,,-6.535034765483715,,569.4022346368715,1019.23
2016-03-31,871.63,259.64,0.45,0.79,,325.45,351.79,22.6,0.0,546.18,809.33,235.27,19794.6,14716.04,2854.07,5078.56,-222.73,179.42,468.48,26.34,12.555,12.7,2.9,0.45,0.79,1.76,5.24,6.92,20.44,20.12,29.79,0.0,3,2016,,455.81244444444445,,576.9777777777778,259.64
2016-06-30,817.38,180.14,0.31540270135067533,-0.00807081318437003,,225.07,303.88999999999993,22.2,0.0,592.3100000000001,537.34,214.05,18216.98,13409.23,2854.07,4807.75,1942.54,242.28,-2456.8199999999997,78.82,17.59583851448873,13.18,2.79,0.77,0.79,1.03,3.948677975351312,4.817059438810314,14.991868661603531,14.746100322888717,26.04,0.0,6,2016,,-4.609587301587339,,571.1428571428571,439.78
2016-09-30,1033.4799999999998,286.74,0.5012385068545945,0.7512706758638048,,360.89,410.89,22.0,0.0,672.5999999999999,637.77,198.99,16806.08,12139.7,2854.07,4666.38,559.9900000000002,213.39000000000004,-672.9400000000003,50.0,10.971024621608425,13.46,2.6,1.27,1.54,1.21,6.82000110113968,7.688288278368112,24.580420635357598,24.769865110389254,26.69,0.0,9,2016,,429.7741507311586,,572.0629921259842,726.52
2016-12-31,948.9100000000003,247.97000000000003,0.43512883662223323,-0.005906765040756591,,312.0200000000001,360.82000000000016,22.3,0.04,636.8700000000001,351.28,191.39,16802.59,11888.24,2854.07,4914.35,252.76999999999998,211.78999999999996,-751.06,48.80000000000001,12.811377989272893,12.95,2.42,1.71,1.54,0.9,5.903502344816264,7.155451980010058,20.18387094788043,20.377261541934757,26.54,0.0,12,2016,,-3.366130681033269,,569.8771929824561,974.49
2017-03-31,970.79,256.94,0.45,0.95,,319.07,371.31,21.9,6.04,651.72,548.5,174.22,19436.02,14807.0,2854.07,4629.02,-2321.27,214.89,2303.6,52.24,12.1675,13.5,3.2,0.45,0.95,2.11,5.28,6.52,22.2,21.16,26.47,0.0,3,2017,,542.4288888888889,,570.9777777777778,256.94
2017-06-30,735.48,119.04000000000002,0.2089643066120539,-0.0021864638189975382,,150.70999999999998,206.13000000000005,22.0,6.51,584.78,900.38,158.57,18055.57,13292.17,2854.07,4763.39,1533.6799999999998,-229.29999999999998,-952.51,55.419999999999995,26.31765246975806,13.18,2.79,0.66,0.95,1.44,2.6342167136549817,3.2801063886376935,9.992293207085483,9.954299696792384,22.04,0.0,6,2017,,-1.2455555555555975,,569.6666666666666,375.98
2017-09-30,724.4299999999998,104.13,0.18218574909916474,0.6531461540063737,,130.80000000000007,178.2299999999999,21.8,12.92,593.6300000000001,300.19,147.89,18835.0,14338.5,2854.07,4496.5,-486.88,-14.419999999999998,-98.88999999999987,47.43000000000001,29.911779746470756,13.84,3.19,0.84,1.6,1.9,2.212255524775572,2.9236474974485014,9.265446668471808,9.091936431234508,19.75,0.0,9,2017,,373.3119047619049,,571.5595238095239,480.11
