,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,30.63,6.61,0.07,0.0,33.78,19.57,23.04,4.32,11.06,16.87,21.76,6.8,302.89,458.92,144.99,1024.9,164.6,9.34,272.89,611.38,126.46,737.84,913.56,286.08,7.46,-0.31,-12.09,3.47,15.425,13.79,2.58,0.07,0.0,0.0,2.56,0.0,9.24,0.0,18.92,24.32,21.58,0.75,0.26,3,2000,0.0,94.42857142857143,6.61
2000-06-30,76.96000000000001,35.84,0.3883722025912839,0.0,3.549999999999997,48.73,58.48,2.05,28.229999999999997,-18.96,51.13,1.48,3.44,402.98,119.57,709.16,159.72,9.04,30.0,264.98,193.65,458.62,913.56,249.85,-14.940000000000001,3.74,21.68,9.75,1.3206403459821427,7.49,1.84,0.46,0.0,0.0,20.22912603062427,0.0,57.3777714958775,0.0,51.940560659599534,118.91,39.46,1.52,1.51,6,2000,0.0,92.28260869565217,42.45
2000-09-30,33.72,-8.700000000000003,-0.09537777777777781,0.0,6.510000000000005,-4.0,-0.45000000000000284,1.68,37.720000000000006,-9.02,36.28,1.48,3.44,402.86,115.94,705.37,155.42,24.02,221.5,463.27,0.29,463.56,913.56,241.15,-12.129999999999999,3.1699999999999995,-2.6099999999999994,3.549999999999999,-4.412715517241378,6.38,1.92,0.37,0.0,0.0,-4.928711111111113,-0.0,-14.43555555555556,-0.0,-27.38631111111112,53.02,23.88,0.87,0.86,9,2000,0.0,91.21621621621621,33.75
2000-12-31,23.849999999999994,-18.95,-0.20486486486486485,0.0,0.35999999999999943,-14.029999999999994,-10.439999999999998,1.24,37.89,-23.310000000000002,26.23,0.0,297.4,397.82,113.6,668.6,155.45,16.55,236.11,467.23,0.2,467.43,913.56,200.75,-24.92,3.25,14.690000000000001,3.59,-1.5190501319261216,5.66,2.33,0.16,0.0,0.0,-11.318783783783783,-0.0,-37.74635135135135,-0.0,-127.83567567567566,18.57,8.96,0.85,0.21,12,2000,0.0,92.5,14.8
2001-03-31,22.87,-16.98,-0.19,0.0,0.51,-11.46,-8.32,1.4,34.33,-15.61,286.99,0.0,2.92,662.25,110.98,927.24,155.35,10.13,237.46,468.81,0.19,469.0,1187.63,457.83,-14.66,3.3,275.32,3.14,-1.8425,3.63,1.02,-0.19,0.0,0.0,-7.32,-4.68,-14.84,-18.28,-10.0,-94.86,-74.25,1.41,1.41,3,2001,0.0,89.36842105263158,-16.98
2001-06-30,37.03999999999999,-17.929999999999996,-0.09758521913491834,0.0,7.3100000000000005,-12.829999999999998,-8.61,2.4,49.870000000000005,-16.509999999999998,119.98,0.0,2.92,518.15,107.73,872.02,146.83,9.56,212.07,426.74,5.21,431.95,2740.7,439.91,-44.480000000000004,-89.71,-29.650000000000006,4.220000000000001,-6.1477035694366995,14.95,0.98,-0.19,0.0,0.0,-8.217702663993125,-6.307086794614722,-16.312139788026354,-20.790787739902605,-11.196619879690632,-69.13,-58.27,1.21,1.21,6,2001,0.0,183.73684210526315,-34.91
2001-09-30,38.22,-34.8,-0.16473963563333813,0.0,-5.45,-29.92,-28.630000000000003,2.4,68.14999999999999,-23.080000000000005,22.2,0.0,2.92,960.58,112.18,1300.78,148.95,10.95,182.98,421.12,474.42,895.54,2740.7,405.1,-498.65999999999997,-27.370000000000005,431.38,1.29,-3.640744971264368,16.24,2.21,-0.33,0.0,0.0,-10.70308420599627,-10.782957968727587,-34.365686415148474,-43.07192655286186,-12.30055946062258,-83.21,-71.04,2.28,2.27,9,2001,0.0,211.24242424242422,-69.71
2001-12-31,66.05000000000001,-60.92999999999999,-0.2658458358848744,0.0,-16.34,-57.37,-44.39,3.74,123.4,-65.53999999999999,43.42,5.5,1.49,1247.9,111.55,1504.77,295.19,24.74,30.0,447.83,712.76,1160.59,2740.7,344.18,-16.40000000000009,-195.83,233.30000000000007,12.979999999999999,-3.5163236500902673,29.78,3.37,-0.57,0.0,0.0,-16.193276178812003,-19.159556031843234,-70.8175995101041,-89.45479179424372,-19.700575627679118,-92.36,-79.57,2.79,2.78,12,2001,0.0,229.19298245614036,-130.64
2002-03-31,176.98,41.76,0.15,0.0,48.29,50.98,53.5,6.2,126.0,1.46,100.48,1.04,0.0,1330.67,110.73,1583.27,302.2,32.36,30.0,458.52,738.82,1197.34,2740.7,385.93,12.09,3.84,35.05,2.52,10.3325,44.03,3.1,0.15,0.0,0.0,10.56,16.24,43.28,39.6,18.12,38.69,23.6,2.9,2.9,3,2002,0.0,278.4,41.76
2002-06-30,281.39,64.03,0.23604972114566594,0.0,72.93,75.74000000000001,78.05000000000001,7.7,205.64999999999998,45.79,107.62,0.0,1064.77,1504.95,109.19,1765.57,77.62,72.79,30.0,299.91,1015.69,1315.6,1370.35,449.97,-96.54,26.42,80.26,2.31,8.153578791191629,23.45,2.92,0.39,0.0,0.0,14.501926458077323,23.266028925229225,56.918245580867755,57.57192173173268,20.941847055487287,29.47,23.08,5.02,1.47,6,2002,0.0,271.2564102564103,105.79
