,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,313.8,17.7,2.95,0.0,41.35,25.44,30.41,30.5,288.36,24.0,82.01,1.43,301.82,392.69,296.77,720.03,0.0,51.17,94.84,0.0,94.84,60.0,625.18,82.58,0.88,-6.86,4.97,2.585,2.93,0.15,2.95,0.0,0.0,9.84,0.0,11.32,0.0,16.28,5.67,5.64,4.14,0.96,3,2000,0.0,5.999999999999999,17.7
2000-06-30,277.56,6.080000000000002,1.0124810765349035,2.64,25.729999999999997,8.760000000000002,13.669999999999998,37.5,268.79999999999995,8.119999999999997,126.83,1.65,240.28,374.42,292.11,691.58,31.74,0.0,82.0,0.0,82.0,60.0,609.58,61.36,-0.7,-15.84,4.910000000000001,9.25972861842105,3.69,0.13,3.96,2.64,0.67,3.5181160639192606,0.0,3.98856181665265,0.0,5.73739276703112,4.04,4.02,4.57,1.64,6,2000,15.853333333333335,6.005050505050505,23.78
2000-09-30,180.33000000000004,4.0,0.6666666666666666,-0.0022222222222225696,14.950000000000003,5.959999999999994,10.96,30.0,174.38,4.789999999999999,95.89,0.0,265.89,370.35,287.24,681.95,0.0,27.54,68.79,0.0,68.79,60.0,613.16,-31.099999999999994,0.16000000000000003,0.0,5.0,11.250900000000001,2.94,0.11,4.63,2.64,0.57,2.3441324694024477,0.0,2.6090712742980564,0.0,3.772498200143988,3.62,3.6,5.38,1.52,9,2000,-0.013333333333335418,6.0,27.78
2000-12-31,237.2299999999999,1.0700000000000003,0.17839514731369152,-0.0009150779896008644,17.370000000000005,4.560000000000002,14.860000000000007,30.75,232.66000000000008,2.1000000000000014,25.38,0.0,305.81,402.9,285.04,706.67,0.0,64.01,92.8,0.0,92.8,60.0,613.87,-7.680000000000007,-2.82,0.0,10.299999999999999,43.07278037383176,3.01,0.15,4.81,2.64,0.55,0.6052824956672445,0.0,0.6972616984402081,0.0,1.0800138648180246,2.88,2.86,4.34,1.05,12,2000,-0.005488565488562358,5.997920997920999,28.85
2001-03-31,381.82,14.56,2.43,0.0,38.87,20.87,25.51,36.0,360.94,18.18,50.4,0.0,251.36,399.37,283.18,702.5,0.0,33.47,72.69,0.0,72.69,60.0,629.8,57.6,-2.61,0.0,4.64,3.7024999999999997,3.43,0.12,2.43,0.0,0.0,8.28,11.72,9.24,9.28,13.24,3.84,3.81,5.49,2.04,3,2001,0.0,5.991769547325102,14.56
2001-06-30,331.79,10.929999999999998,1.8223813260102,2.4,32.61000000000001,15.679999999999996,20.48,59.5,316.11999999999995,12.620000000000001,26.44,0.0,231.89,416.06,279.68,716.01,0.0,40.99,89.17,0.0,89.17,60.0,626.84,51.15,-0.69,-14.4,4.8,8.162397072278134,5.7,0.14,4.25,2.4,0.56,6.1060494311494695,8.901796783052177,6.980792467634367,7.066551588858376,9.999513534719496,3.6,3.57,4.67,2.07,6,2001,14.39435294117647,5.997647058823529,25.49
2001-09-30,183.42999999999995,7.489999999999998,1.2490903577926014,-0.0005136803053544106,19.92,10.770000000000003,15.629999999999995,45.0,172.66000000000008,8.349999999999998,17.23,0.0,279.3,385.06,274.97,679.88,0.0,9.97,45.82,0.0,45.82,60.0,634.06,-99.18,0.0,0.0,4.860000000000001,9.004552736982644,4.26,0.07,5.5,2.4,0.44,4.405882352941176,6.31358399029715,4.723832625833839,4.805591267434808,6.776882959369314,3.71,3.68,8.4,2.31,9,2001,-0.0030802139037433562,5.996363636363636,32.98
2001-12-31,243.62000000000012,3.220000000000006,0.5363701657458573,0.0027797086891011348,20.419999999999987,10.149999999999999,19.860000000000007,42.25,233.48000000000002,7.829999999999998,47.04,0.0,325.61,385.9,268.29,675.04,0.0,5.52,36.59,0.0,36.59,60.0,638.45,-26.84,-3.37,0.0,9.71,19.702018633540337,3.97,0.06,6.03,2.4,0.4,1.907093922651937,2.960265193370171,2.0173922651933736,2.0565303867403353,3.2022099447513868,3.2,3.17,10.55,1.65,12,2001,0.016687471732248937,6.003316749585407,36.2
2002-03-31,510.35,13.22,2.2,3.02,58.01,26.11,30.31,45.0,484.24,30.09,77.53,0.0,169.27,498.92,265.38,783.74,0.0,56.94,139.41,0.0,139.41,60.0,644.33,31.38,-1.13,0.0,4.2,5.1125,4.19,0.22,2.2,3.02,1.37,6.760000000000001,14.04,8.2,8.32,16.2,2.61,2.59,3.58,2.36,3,2002,18.147454545454544,6.009090909090909,13.22
2002-06-30,-52.06,13.769999999999998,2.2958503149314557,1.094303614133181,-0.8200000000000003,9.840000000000003,9.830000000000002,50.0,-61.900000000000034,0.3000000000000007,75.67,0.0,194.66,481.51,261.13,759.93,0.0,23.51,97.2,0.0,97.2,60.0,662.73,-15.349999999999998,1.4,-18.12,-0.009999999999999787,5.4440613652868555,4.53,0.15,4.5,4.12,0.92,7.244683216005927,9.938480918858836,8.305876250463134,8.55076695072249,11.06089662838088,5.96,5.89,4.95,2.95,6,2002,6.5633898989899,5.997777777777777,26.99
