,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
1999-11-30,,,,,,,,69.0,0.0,,490.87,135.37,4283.36,852.85,716.82,3430.51,,,,,,1.44,0.25,0.67,0.0,0.0,,,,,23.11,0.0,11,1999,,,,72.14925373134328,48.34
2000-02-29,227.95999999999998,47.14,0.656642228739003,3.6500000000000004,,65.85,77.46000000000001,28.0,0.0,162.10999999999999,466.5,148.4,4039.08,551.06,716.82,3488.02,205.7,27.069999999999993,-257.14,11.61,10.658962664403903,0.58,0.16,1.33,3.65,2.74,4.660678676162546,0.0,5.411126937578551,0.0,21.84,0.0,2,2000,,262.0315789473684,,71.78947368421052,95.48
2000-05-31,151.51,2.5600000000000023,0.03577315381476951,-0.011599991410594729,,0.25,12.329999999999984,21.5,0.0,151.26000000000005,519.9,145.12,4045.5,554.71,716.82,3490.79,69.06,-15.449999999999996,-0.21000000000000796,12.079999999999998,150.21949218749987,0.44,0.16,1.37,3.65,2.66,0.252762137902897,0.0,0.293496532027744,0.0,16.65,0.0,5,2000,,-0.830119093353801,,71.56204379562044,98.04
2000-08-31,123.36000000000001,-8.100000000000009,-0.11257505003335569,0.019781801006023156,,-12.900000000000006,-0.4199999999999875,17.75,0.0,136.25999999999993,596.41,152.79,3869.69,433.8,716.82,3435.89,38.410000000000025,-20.140000000000008,0.0,12.480000000000004,-39.418148148148106,0.37,0.13,1.25,3.65,2.92,-0.8357571714476326,-0.0,-0.9438292194796541,-0.0,12.63,0.0,8,2000,,1.423340145985378,,71.952,89.94
2000-11-30,-606.81,-129.07999999999998,-1.813847726111395,-2.9404353602452735,,-150.18,-185.74,17.75,3.92,-456.63,834.45,146.96,3626.06,231.54,716.82,3394.52,50.379999999999995,67.57000000000001,256.05,-35.56,-2.4462500000000005,0.37,0.07,-0.55,0.75,-1.36,-14.246949412365865,-10.421379662749105,-15.170362800204392,-15.170362800204392,-37.2,0.0,11,2000,,-209.25207272727272,,71.16363636363636,-39.14
2001-02-28,119.91000000000001,-11.979999999999997,-0.16638888888888884,0.008712121212121282,,-11.46,-0.03999999999999915,29.75,0.0,131.35999999999999,1287.53,137.46,4112.05,719.35,716.82,3392.69,474.93,-1.9499999999999993,-52.07,11.42,-44.69799666110185,0.63,0.21,-0.71,0.75,-1.06,-1.1623787167449136,-0.9748982785602502,-1.4154773082942094,-1.396729264475743,-22.71,0.0,2,2001,,0.6272727272727323,,72.0,-51.12
2001-05-31,93.73000000000002,-23.81000000000001,-0.3336514079807822,-0.006706259175230203,,-23.890000000000008,-12.66,26.25,0.0,117.63,1277.98,129.41,3882.47,521.38,716.82,3361.08,-846.38,-3.170000000000001,0.0,11.229999999999997,-19.66873162536749,0.56,0.16,-1.05,0.75,-0.71,-2.4531322567729887,-2.135369011077006,-2.8344481516081688,-2.7836060322968113,-23.5,0.0,5,2001,,-0.47857142857142776,,71.36190476190477,-74.93
2001-08-31,137.64999999999998,47.89000000000001,0.673010355029586,-0.002150253592561349,,18.49000000000001,29.529999999999998,27.75,0.0,119.15000000000003,1126.79,118.57,4290.57,885.15,716.82,3405.42,273.0,-0.1899999999999995,0.0,11.040000000000006,10.308682397160156,0.58,0.26,-0.38,0.75,-1.97,4.463121301775149,8.288653846153847,5.596612426035504,5.596612426035504,-5.92,0.0,8,2001,,-0.15300751879699703,,71.1578947368421,-27.04
2001-11-30,-357.28,26.24,0.32799999999999996,-0.6671052631578946,,44.239999999999995,8.62,27.5,0.92,-401.5,1315.98,108.4,3923.56,506.91,716.82,3416.64,599.13,10.85,52.07,-35.620000000000005,20.960365853658537,0.58,0.15,-0.01,0.0,0.0,2.6239999999999997,13.12,2.6239999999999997,2.6239999999999997,-0.81,0.0,11,2001,,-53.368421052631575,,80.0,-0.8
2002-02-28,220.47,48.55,0.6812251308900523,0.0,,72.4,82.64,43.25,0.41,148.06,1173.26,97.37,4886.02,1413.44,716.82,3472.58,-524.84,0.08000000000000002,0.0,10.24,15.871588568486096,0.89,0.41,0.67,0.0,0.0,3.9856753926701565,6.222534031413613,5.61248167539267,5.653151832460732,14.94,0.0,2,2002,,0.0,,71.26865671641791,47.75
2002-05-31,189.88,37.09,0.5158675153229608,0.0,,49.730000000000004,59.95000000000002,47.0,0.39,140.14999999999998,1389.35,87.05,4805.41,1295.95,716.82,3509.46,-354.06,0.14,0.0,10.219999999999999,22.77687516850903,0.96,0.37,1.18,0.0,0.0,3.0952050919377654,4.773960396039604,4.231862329090052,4.31929750117869,16.65,0.0,5,2002,,0.0,,71.89830508474577,84.84
2002-08-31,156.79000000000002,5.849999999999994,0.08192193185577235,0.0,,27.78,37.91999999999999,38.5,0.34,129.01999999999998,887.03,82.46,4186.74,660.2,716.82,3526.54,403.2,-5.510000000000001,0.0,10.14,117.47067948717958,0.78,0.19,1.27,0.0,0.0,0.5599073767780345,0.8901753225272899,0.6631161098246768,0.6760172014555071,13.61,0.0,8,2002,,0.0,,71.40944881889763,90.69
2002-11-30,-555.95,-87.92,-1.2696028880866426,1.26,,-145.23000000000002,-176.18,39.0,0.01,-410.73999999999995,371.51,75.87,4116.59,583.75,716.82,3532.84,-676.88,2.1900000000000004,0.0,-30.950000000000003,-7.679566651501364,0.79,0.17,0.04,1.26,31.5,-8.887220216606499,-2.539205776173285,-10.15682310469314,-10.15682310469314,2.51,0.0,11,2002,,87.255,,69.25,2.77
2003-02-28,99.83000000000001,-1.97,-0.024625,0.16931250000000003,,-6.119999999999999,3.5600000000000005,28.0,0.01,105.96999999999998,1589.03,64.72,3893.96,445.98,716.82,3447.98,165.48000000000002,-4.67,-87.91,9.680000000000001,-284.26395939086296,0.58,0.13,0.01,1.26,126.0,-0.19699999999999998,1.182,-0.19699999999999998,-0.19699999999999998,0.38,0.0,2,2003,,13.545000000000002,,80.0,0.8
2003-05-31,160.08999999999997,41.86,0.588748241912799,-0.15772151898734177,,50.65,60.02000000000001,32.75,1.35,109.43,852.77,56.69,4263.25,777.28,716.82,3485.97,-3.0200000000000102,-1.790000000000001,0.0,9.370000000000001,13.905774008600094,0.67,0.22,0.6,1.26,2.1,3.9249882794186592,3.9249882794186592,4.788485700890764,4.788485700890764,11.52,0.0,5,2003,,-11.213999999999999,,71.1,42.66
2003-08-31,253.16000000000003,79.86,1.1145984329089127,0.00965670910871709,,103.92000000000002,111.82999999999998,44.5,0.14,149.24,828.07,55.56,4932.8,1366.39,716.82,3566.41,-20.419999999999987,-4.289999999999999,0.0,7.909999999999997,9.979872276483846,0.89,0.38,1.71,1.26,0.74,6.465974534769834,8.551772771792361,8.968932419196866,8.995004897159648,19.65,0.0,8,2003,,0.6918947368421158,,71.64912280701755,122.52
