,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2010-12-31,,,,,,,,,210.0,,,428.89,0.0,121.74,62312.07,56085.54,5515.57,6226.53,,,,,,0.0,9.01,0.08,0.0,0.0,,,,,12,2010,,,5101.5,408.12
2011-03-31,693.24,101.39,0.01,0.0,-209.35,145.95,165.49,,52.5,209.88,-209.35,390.16,0.0,133.93,65487.51,54772.4,9928.03,10715.1,-1639.7,-2811.49,4412.46,19.54,0.0,0.0,5.11,0.01,0.0,0.0,0.6,0.0,3.7999999999999994,0.0,3,2011,0.0,,10139.0,101.39
2011-06-30,789.6700000000001,123.99999999999999,0.011003150095390213,0.0,-216.16,180.37,202.0,1.53,105.0,216.64,-216.16,408.83,14.8,187.1,71297.22,58543.22,11371.13,12754.0,-7.879999999999882,-1896.75,1923.3000000000002,21.630000000000003,34.76277217741936,0.53,4.59,0.02,0.0,0.0,0.7042016061049735,0.0,3.895115133768135,0.0,6,2011,0.0,,11269.499999999998,225.39
2011-09-30,946.7,123.23000000000002,0.01060438299581206,0.0,-246.10000000000002,178.32,202.76,1.36,142.5,250.21000000000004,-246.10000000000002,763.82,1.72,244.48,78039.78,65160.87,11371.13,12878.91,1891.3,-1536.3100000000004,0.0,24.439999999999998,32.059856771889955,0.45,5.06,0.03,0.0,0.0,0.6362629797487237,0.0,3.831717055820091,0.0,9,2011,0.0,,11620.666666666668,348.62
2011-12-31,1041.98,147.20999999999998,0.014844805679365912,0.0,-283.16999999999996,232.66999999999996,257.64,1.4,180.0,280.79999999999995,-283.16999999999996,822.51,1.74,276.41,81245.46,67933.25,11472.1,13312.2,-1256.6499999999999,1214.37,100.96000000000004,24.97,23.5772705658583,0.45,5.1,0.05,0.0,0.0,0.7244265171530564,1.2232119879797512,4.417814170179295,6.032929028094307,12,2011,0.0,,9916.599999999999,495.83
2012-03-31,1057.39,156.09,0.01,0.0,-287.55,206.78,234.4,1.43,37.5,287.98,-287.55,913.79,0.0,287.88,85446.21,72081.09,11484.38,13365.12,1300.22,-1221.22,12.28,27.62,35.75,0.42,5.39,0.01,0.0,0.0,0.72,1.08,4.68,5.2,3,2012,0.0,,15609.0,156.09
2012-06-30,1187.4199999999998,173.26000000000002,0.0157819948383179,0.0,-302.40000000000003,229.23999999999998,259.17999999999995,1.34,97.5,304.55999999999995,-302.40000000000003,1060.04,0.0,306.7,92000.06,78495.25,11870.27,13504.8,1566.0199999999998,-1380.36,-39.41,29.94,21.228305004040173,0.28,5.81,0.03,0.0,0.12,0.7575357522392592,1.115260968574465,5.134408987399423,5.281707605890389,6,2012,0.0,,10978.333333333334,329.35
2012-09-30,1317.2200000000003,155.26999999999998,0.012815814452560768,0.0,-322.27,205.24,238.58999999999997,1.37,157.5,340.18000000000006,-322.27,1069.74,0.0,349.49,107192.62,93298.41,11965.52,13894.21,5690.790000000001,-5776.35,95.25,33.349999999999994,26.724793907387138,0.19,6.71,0.04,0.0,0.09,0.5767116503652346,0.8842911972266929,4.4727192439437085,4.639324831826998,9,2012,0.0,,12115.5,484.62
2012-12-31,1495.1599999999994,198.15999999999997,0.017413515334368315,0.0,-348.80999999999995,257.40999999999997,296.4,1.36,277.0,375.93000000000006,-348.80999999999995,1619.46,0.0,434.93,122426.88,108260.41,11978.91,14166.46,384.9399999999987,151.39999999999964,13.39,38.99000000000001,19.52793525433993,0.17,7.64,0.06,0.0,0.06,0.6501045724830838,1.0215928996162744,5.595542927443685,5.769678080787369,12,2012,0.0,,11379.666666666666,682.78
2013-03-31,1592.96,209.17,0.02,0.0,-380.56,260.6,301.06,1.47,151.0,395.93,-380.56,1011.11,0.0,453.68,128335.89,113787.02,12213.67,14548.87,3004.81,-3847.92,234.76,40.46,18.375,0.17,7.82,0.02,0.0,0.0,0.64,0.9599999999999999,5.76,6.0,3,2013,0.0,,10458.5,209.17
