,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,month,year,dividend,ROCE%,number_of_shares,return_old
2013-06-30,1714.08,294.07000000000005,0.023374135601303556,0.03,-388.66,368.77,403.24999999999994,1.29,236.0,410.64000000000004,-388.66,1224.42,0.0,466.74,135000.14,120250.86,12688.92,14749.28,-2165.64,2311.66,67.29000000000002,34.48,13.797301662869382,0.15,8.15,0.04,0.03,0.83,0.8648430172482316,1.2855774580716957,7.970580240044513,8.321192274064066,6,2013,377.43,,12581.0,503.24
2013-09-30,1790.1599999999999,166.12,0.012408868172582768,0.0018066511294370685,-404.1700000000001,209.61,248.85000000000002,1.33,376.0,431.44999999999993,-404.1700000000001,919.53,0.0,459.38,142195.92,127315.35,12706.63,14880.57,5648.96,-5971.55,17.69999999999999,39.24000000000001,26.795352757043105,0.14,8.56,0.05,0.03,0.67,0.46657344328911193,0.6651153340504362,4.467192542129795,4.616098960200789,9,2013,24.185999999999922,,13387.199999999999,669.36
2013-12-31,1896.2399999999998,224.03999999999996,0.017554063129617194,-0.0014675621222296823,-427.56999999999994,261.3899999999999,303.0200000000001,1.23,526.0,451.0,-427.56999999999994,1726.3,0.0,494.28,149098.71,134077.51,12715.55,15021.2,-39.73000000000047,837.5800000000008,8.920000000000016,41.629999999999995,17.51588778789502,0.13,8.93,0.07,0.03,0.48,0.6018535930154465,0.8125023505708528,5.968381464069845,6.138906648757555,12,2013,-18.730285714285685,,12762.857142857141,893.4
2014-03-31,1880.02,226.24,0.02,0.0,-417.79,283.74,329.72,1.23,150.0,475.34,-417.79,1612.1,0.0,507.64,147587.33,132277.55,12719.81,15309.78,1117.06,-1235.52,4.26,45.98,15.375,0.12,8.64,0.02,0.0,0.0,0.6,0.84,5.92,6.08,3,2014,0.0,,11312.0,226.24
2014-06-30,1889.9699999999998,306.46000000000004,0.02301182654402103,0.03,-474.75999999999993,376.65999999999997,426.51,1.59,300.0,499.78000000000003,-474.75999999999993,1750.48,0.0,558.13,155201.79,139500.15,13182.37,15701.64,-664.74,765.0899999999999,38.02,49.85,17.273726587482866,0.16,8.88,0.04,0.03,0.83,0.7824021024967149,1.0585440210249673,7.801009198423128,8.05413929040736,6,2014,399.525,,13317.5,532.7
2014-09-30,2035.4000000000005,366.68999999999994,0.028539676892115763,-0.001095242330913175,-471.78999999999996,455.93999999999994,509.31999999999994,1.81,450.0,516.2199999999999,-471.78999999999996,1591.6,0.0,558.95,160581.11,144514.98,13184.5,16066.14,-1070.52,909.51,2.1400000000000006,53.38000000000001,15.856871880880309,0.18,9.0,0.07,0.03,0.48,0.9132696605477045,1.2068206228666094,9.132696605477044,9.475172728182434,9,2014,-14.072142857142865,,12848.42857142857,899.39
2014-12-31,2102.37,302.0000000000001,0.022623794105161528,0.001124483187926371,-524.78,375.3000000000002,430.53999999999996,1.96,710.0,553.7,-524.78,2503.97,0.0,543.76,164970.31,148683.95,13198.75,16286.35,-2065.58,2963.7000000000003,14.239999999999995,55.23999999999998,21.66082301324503,0.19,9.13,0.09,0.03,0.37,0.7340164309674628,0.9552268622179312,7.420604466492981,7.7122000349595075,12,2014,15.010476190476254,,13348.77777777778,1201.39
2015-03-31,2148.42,328.21,0.02,0.0,-526.52,407.48,462.43,1.8,270.0,576.49,-526.52,1728.48,0.0,558.94,169544.06,152878.62,13198.75,16665.44,-1700.14,924.64,0.0,54.95,22.5,0.17,9.17,0.02,0.0,0.0,0.76,1.04,7.88,8.2,3,2015,0.0,,16410.5,328.21
2015-06-30,2196.46,420.11000000000007,0.028070210605088738,0.0,-553.8499999999999,526.51,585.6499999999999,1.87,567.0,576.04,-553.8499999999999,1707.83,0.0,556.34,186502.24,169440.22,13638.7,17062.02,3020.9700000000003,-6837.9800000000005,3796.36,59.14,16.654666634928944,0.18,9.93,0.05,0.0,0.07,0.8982467393628395,1.2350892666239044,9.858257964507164,10.262468997220441,6,2015,0.0,,14966.4,748.32
2015-09-30,2368.3,442.84000000000003,0.033459484871889586,0.0,-552.9000000000001,548.1099999999999,609.02,1.57,825.5,601.3900000000001,-552.9000000000001,1693.85,0.0,522.45,192448.55,174980.32,13638.7,17468.22,2153.89,-2168.87,1.0,60.91,11.727616294824317,0.14,10.02,0.09,0.0,0.04,0.9219946942476243,1.2491541018838779,10.141941636723866,10.558326337351824,9,2015,0.0,,13235.111111111113,1191.16
2015-12-31,2388.34,460.54999999999995,0.03345986886317816,0.0,-614.3299999999999,572.06,633.0100000000002,1.66,1089.61,645.73,-614.3299999999999,2242.59,0.0,499.0,199666.77,181715.92,13638.7,17950.85,3735.06,-3189.3100000000004,3.0,60.94999999999999,12.399929052220173,0.15,10.12,0.12,0.0,0.03,0.9257230385479289,1.2603217271797105,10.261026451374635,10.762924484322307,12,2015,0.0,,13764.25,1651.71
2016-03-31,2498.73,571.46,0.04,0.0,-546.17,714.47,774.24,1.88,380.0,622.34,-546.17,1687.12,177.79,470.67,205514.17,186718.44,13638.7,18795.73,757.16,-1317.63,5.0,59.77,11.75,0.17,9.93,0.04,0.0,0.0,1.12,1.52,12.16,12.88,3,2016,0.0,,14286.5,571.46
2016-06-30,2398.73,802.1599999999999,0.05839751896448799,0.03,-554.2300000000001,990.52,1050.57,1.75,605.0,655.67,-554.2300000000001,1831.75,0.0,444.2,211614.78,192278.81,13638.7,19335.96,946.18,-355.4699999999998,-446.07,60.04999999999999,7.491756632093349,0.16,9.94,0.1,0.03,0.33,1.518335493076688,2.008874652378387,16.58489538591459,17.63605072727537,6,2016,412.08599999999996,,13736.199999999999,1373.62
2016-09-30,2836.74,698.4300000000003,0.05056079727805798,0.00016823918341739356,-515.8399999999999,857.3100000000002,915.1500000000001,1.68,805.0,661.9100000000001,-515.8399999999999,1771.3,102.77,417.8,212118.27,192135.35,13638.7,19982.92,1436.9400000000003,-1501.4,4.0,57.84,8.306831035322075,0.14,9.61,0.15,0.03,0.22,1.3213221688665817,1.7123256678168968,13.981745807292299,14.925547356482715,9,2016,2.324000000000069,,13813.666666666668,2072.05
2016-12-31,2141.0999999999995,624.3899999999999,0.04631217457091572,-0.0007375650858168604,-556.8900000000001,778.2399999999998,835.4699999999998,1.72,1025.0,661.6100000000001,-556.8900000000001,2109.18,0.0,403.9,212147.18,191831.55,13638.7,20315.64,-639.6700000000001,977.5500000000002,0.0,57.22999999999999,9.284815580006088,0.14,9.44,0.2,0.03,0.17,1.1763292341012592,1.500514456097669,12.291251131121031,13.050770794084048,12,2016,-9.944000000000074,,13482.199999999999,2696.44
2017-03-31,2464.26,586.63,0.04,0.0,-521.54,712.68,769.17,1.78,155.0,673.17,-521.54,1723.4,0.0,407.85,215042.7,194179.73,13638.7,20862.97,549.38,-959.18,24.02,56.49,11.125,0.14,9.31,0.04,0.0,0.0,1.08,1.36,11.240000000000002,11.84,3,2017,0.0,,14665.75,586.63
2017-06-30,2755.99,616.5000000000001,0.046117210941461026,0.05,-561.0900000000001,735.14,793.7600000000001,1.8,347.14,689.0400000000001,-561.0900000000001,1609.05,234.92,374.27,216789.52,196168.37,13638.7,20621.15,-289.77,881.3399999999999,-705.92,58.62,9.757745336577452,0.15,9.51,0.09,0.05,0.58,1.1273096007912695,1.3937645973419335,11.949481768387457,12.338915994115348,6,2017,668.4055555555557,,13368.111111111113,1203.13
2017-09-30,2698.08,670.6999999999998,0.04295160179952289,0.03719533433306827,-519.3799999999999,817.6400000000001,871.51,1.81,487.14,675.7,-519.3799999999999,2006.3,0.0,355.96,225207.75,187629.34,21183.66,37578.41,-13570.27,-2218.68,16186.199999999999,53.86999999999999,10.532785298941407,0.21,4.99,0.12,0.08,0.67,1.1883276497868,1.4889888623834604,7.144283099320641,9.320497590496467,9,2017,580.8144444444443,,15615.25,1873.83
