,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,total_asset,total_liability,cash_flow_operation,cash_flow_financing,DPS,month,year,EPS,cash_flow_investment,depreciation,dividend,P/E,ROA%,ROAA%,ROE%,ROAE%,ROCE%,number_of_shares,return_old
2006-12-31,,,,,,,,9.0,,,57.31,0.0,5017.82,236.07,,,0.0,12,2006,,,,,,,,,,,,
2007-03-31,158.96,,,,,,,9.8,49.04,0.0,78.36,0.0,5153.86,246.08,69.8,-48.75,0.1,3,2007,,,,,,,,,,,,
2007-06-30,163.15,,,,,,,9.65,45.07,0.0,89.39,0.0,5192.61,253.81,124.63000000000001,-113.6,0.34,6,2007,,,,,,,,,,,,
2007-09-30,164.22999999999996,,,,,,,9.95,56.55999999999999,0.0,120.58,0.0,5238.91,286.95,148.57,-117.38000000000002,0.59,9,2007,,,,,,,,,,,,
2007-12-31,172.83999999999997,,,,,,,9.75,58.620000000000005,0.0,17.85,0.0,5254.2,309.0,10.860000000000014,-113.58999999999997,0.83,12,2007,,,,,,,,,,,,
2008-06-30,-329.59999999999997,,,,,,,10.0,-118.21,0.0,54.0,0.0,5309.73,305.44,-88.62,164.23999999999998,0.48,6,2008,,,,,,,,,,,,
2008-09-30,166.60000000000002,,,,,,,9.4,31.980000000000004,0.0,126.84,0.0,5347.7,300.95,194.95,-122.11999999999998,0.74,9,2008,,,,,,,,,,,,
2008-12-31,167.91000000000003,,,,,,,9.0,60.120000000000005,0.0,67.62,0.0,5348.2,332.26,73.31,-132.53000000000003,1.02,12,2008,,,,,,,,,,,,
2009-03-31,166.45,,,,,,,8.6,46.76,-6.05,130.14,0.0,5325.47,311.17,176.12,-113.6,0.24,3,2009,,,,,,,,,,,,
2009-06-30,162.17000000000002,,,,,,,8.9,49.48,-9.46,91.53,0.34,5330.02,334.63,80.18,-118.80000000000001,0.49,6,2009,,,,,,,,,,,,
2009-09-30,164.14,,,,,,,9.2,43.86,-18.6,52.85,0.18,5283.33,297.15,79.65999999999997,-118.33000000000001,0.74,9,2009,,,,,,,,,,,,
2009-12-31,172.16999999999996,,,,,,,9.7,46.20000000000002,-10.130000000000003,179.2,0.49,5218.4,297.18,249.41000000000003,-123.06,1.0,12,2009,,,,,,,,,,,,
2010-03-31,177.77,,,,,,,10.2,35.55,-5.75,215.46,0.92,5272.38,300.66,159.32,-123.06,0.26,3,2010,,,,,,,,,,,,
2010-06-30,179.20000000000002,,,,,,,11.3,36.5,-8.35,248.83,2.08,5316.8,303.22,161.64,-128.27,0.53,6,2010,,,,,,,,,,,,
2010-09-30,187.17999999999995,,,,,,,12.2,33.650000000000006,-19.019999999999996,259.67,3.36,5356.4,290.94,139.59000000000003,-128.73999999999998,0.8,9,2010,,,,,,,,,,,,
2010-12-31,190.01999999999998,,,,,,,12.5,43.489999999999995,-13.510000000000005,282.75,0.75,5375.06,299.27,161.29000000000002,-138.20999999999998,1.1,12,2010,,,,,,,,,,,,
2011-03-31,192.89,,,,,,,13.0,37.37,-7.7,60.77,0.41,5434.93,310.16,-89.46,-132.53,0.28,3,2011,,,,,,,,,,,,
2011-06-30,194.84000000000003,,,,,,,14.1,34.940000000000005,-5.71,69.94,0.14,5464.86,322.84,149.28,-140.1,0.58,6,2011,,,,,,,,,,,,
2011-09-30,200.90999999999997,,,,,,,13.9,32.769999999999996,-18.930000000000003,53.04,0.12,5470.79,304.81,125.09,-141.99,0.88,9,2011,,,,,,,,,,,,
2011-12-31,91.08000000000004,,,,,,,13.8,28.510000000000005,-7.159999999999997,56.16,0.6,5434.49,333.56,135.65,-132.52999999999997,1.16,12,2011,,,,,,,,,,,,
2012-03-31,245.61,,,,,,,13.9,40.18,-8.93,87.16,0.17,5548.17,315.33,106.73,-75.73,0.16,3,2012,,,,,,,,,,,,
2012-06-30,202.89,,,,,,,14.5,38.949999999999996,-8.95,127.52,0.14,5621.89,325.47,225.43,-185.07,0.55,6,2012,,,,,,,,,,,,
2012-09-30,208.89,,,,,,,18.0,43.94,-23.2,44.04,0.13,5631.05,317.36,64.19999999999999,-147.67000000000002,0.86,9,2012,,,,,,,,,,,,
2012-12-31,211.57000000000005,,,,,,,17.7,49.890000000000015,-16.910000000000004,172.35,16.16,7110.3,1023.3,-1130.3000000000002,1258.6100000000001,1.37,12,2012,,,,,,,,,,,,
2013-03-31,222.74,,,,,,,17.9,54.81,-12.43,71.38,0.32,7143.36,951.42,-25.91,-75.06,0.1,3,2013,,,,,,,,,,,,
2013-06-30,226.81,,,,,,,16.6,49.69,-8.809999999999999,91.93,0.77,7227.8,945.31,196.13,-175.57999999999998,0.39,6,2013,,,,,,,,,,,,
2013-09-30,231.36999999999995,,,,,,,16.2,53.21000000000001,-19.830000000000002,57.1,0.84,7250.31,921.04,146.4,-181.22000000000003,0.69,9,2013,,,,,,,,,,,,
2013-12-31,231.96000000000004,,,,,,,15.8,61.47,-20.61,76.89,0.84,7323.9,952.23,201.80999999999995,-182.03999999999996,0.99,12,2013,,,,,,,,,,,,
2014-03-31,233.43,,,,,,,16.1,53.67,-10.97,35.64,0.23,7331.28,901.9,133.29,-174.54,0.29,3,2014,,,,,,,,,,,,
2014-06-30,230.25,,,,,,,16.8,50.480000000000004,-10.53,62.34,0.98,7371.9,923.82,210.19000000000003,-183.48999999999998,0.6,6,2014,,,,,,,,,,,,
2014-09-30,240.3,,,,,,,17.0,49.0,-18.909999999999997,78.83,0.27,7371.41,864.04,199.81999999999994,-183.32000000000005,0.9,9,2014,,,,,,,,,,,,
2014-12-31,240.66999999999996,,,,,,,17.0,58.66,-17.970000000000006,68.98,0.23,7396.08,876.96,183.80000000000007,-193.64999999999998,1.23,12,2014,,,,,,,,,,,,
2015-03-31,239.61,,,,,,,17.1,53.96,-11.44,47.86,0.23,7432.22,861.1,163.94,-185.07,0.31,3,2015,,,,,,,,,,,,
2015-06-30,232.76999999999998,,,,,,,18.2,52.1,-9.360000000000001,64.87,0.23,7432.88,844.1,205.01999999999998,-188.01,0.63,6,2015,,,,,,,,,,,,
2015-09-30,223.65999999999997,,,,,,,18.7,46.49000000000001,-15.419999999999998,45.2,0.23,7567.19,918.15,163.82,-183.49000000000007,0.93,9,2015,,,,,,,,,,,,
2015-12-31,245.08000000000004,,,,,,,20.0,57.70999999999998,-15.880000000000003,43.79,3.01,7522.34,839.2,178.68000000000006,-180.07999999999993,1.24,12,2015,,,,,,,,,,,,
2016-03-31,239.18,,,,,,,23.8,50.66,-10.24,52.3,0.74,7539.85,820.82,199.0,-190.49,0.32,3,2016,,,,,,,,,,,,
2016-06-30,242.05,,,,,,,23.9,56.63000000000001,-12.450000000000001,105.02,0.14,7546.96,808.35,242.97000000000003,-190.25,0.64,6,2016,,,,,,,,,,,,
2016-09-30,249.0,,,,,,,24.1,48.67,-14.309999999999999,53.26,0.53,7549.73,775.12,134.90999999999997,-186.66999999999996,0.96,9,2016,,,,,,,,,,,,
2016-12-31,257.17999999999995,,,,,,,23.1,50.91,-10.43,55.66,0.14,7460.0,688.84,292.24,-289.84000000000003,1.3,12,2016,,,,,,,,,,,,
2017-03-31,257.07,,,,,,,22.8,46.84,-8.74,54.02,0.2,7465.67,666.99,202.37,-204.01,0.35,3,2017,,,,,,,,,,,,
2017-06-30,257.97999999999996,,,,,,,20.1,49.239999999999995,-12.92,45.27,0.52,7379.85,556.82,308.02,-316.76,0.71,6,2017,,,,,,,,,,,,
2017-09-30,256.8900000000001,,,,,,,21.2,50.17,-15.580000000000002,54.88,0.42,7370.5,525.79,214.15999999999997,-204.56000000000006,1.06,9,2017,,,,,,,,,,,,
