,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2006-03-31,1298.06,104.22,0.07,0.0,117.7,165.88,207.18,0.32,1132.18,-38.34,204.79,356.95,440.18,1505.74,243.04,2959.6,0.0,188.76,62.7,535.84,123.28,659.12,1577.73,2300.48,-164.15,-339.28,242.62,41.3,1.1425,0.22,0.29,0.07,14.08,25.24,18.12,24.44,27.359999999999996,9.62,8.03,0.0,2.81,1.99,3,2006,0.0,1488.8571428571427,104.22
2006-06-30,1388.9900000000002,-192.85,-0.13055398849148142,0.0,53.67999999999999,-197.18,-142.76,0.27,1586.18,-116.63,156.27,490.75,405.56,1419.95,301.45,2863.6,123.03,233.92,64.09,655.78,120.22,775.99,1578.23,2047.29,-167.36999999999998,-110.89000000000004,229.75,54.42,-0.5204743323826808,0.21,0.38,-0.06,-26.98115762157283,-10.879499040956787,-37.686584677874315,-48.65311971115875,-12.359110910526908,-3.61,-3.3,0.0,2.17,1.55,6,2006,0.0,1477.1666666666667,-88.63
2006-09-30,997.6999999999998,-598.63,-0.3832569915315892,0.0,41.91,-619.73,-608.5699999999999,0.17,1617.4100000000003,-166.97,94.36,241.17,406.85,1208.17,376.76,2706.18,187.79,68.39,35.71,487.43,136.18,623.61,1749.23,2075.7,-78.36000000000001,-484.57,501.02,11.159999999999997,-0.10906519887075489,0.14,0.3,-0.44,-88.4975234991124,-88.5672065884818,-115.36035445100835,-151.76976864650933,-102.22509210488025,-19.59,-18.65,0.0,2.48,1.64,9,2006,0.0,1561.9545454545455,-687.26
2006-12-31,706.3900000000003,-294.4,-0.1829391031518041,0.0,-22.17999999999998,-305.73,-260.15999999999997,0.12,1012.1299999999992,-210.50000000000006,69.82,142.6,311.0,877.6,433.36,2333.48,202.23,36.9,14.7,421.72,135.05,556.77,1749.23,1784.6,103.31,-87.22000000000003,-40.620000000000005,45.56999999999999,-0.16672214673913044,0.12,0.31,-0.61,-50.467200456369824,-48.319915245604385,-65.99003320905405,-62.99103151804086,-60.04001385408389,-23.44,-22.36,0.0,2.08,1.34,12,2006,0.0,1609.27868852459,-981.66
2007-03-31,825.97,-63.76,-0.04,0.0,84.95,-57.26,-18.68,0.08,883.23,-46.54,62.37,215.6,153.48,749.61,758.4,2648.33,146.96,94.69,27.5,477.05,459.89,936.94,1749.23,1721.4,138.3,-424.58,278.82,38.58,-0.4825,0.08,0.54,-0.04,-9.64,-8.16,-14.8,-12.68,-10.56,-8.34,-7.72,0.0,1.57,1.25,3,2007,0.0,1594.0,-63.76
2007-06-30,580.77,-74.14000000000001,-0.04301087744742568,0.0,28.039999999999992,-68.19999999999999,-11.02,0.1,648.96,-171.87,91.02,104.94,143.21,690.37,760.3,2556.06,100.01,100.5,40.25,454.36,459.77,914.13,1749.23,1641.93,108.69999999999999,-30.5,-49.53999999999999,57.18000000000001,-0.5719483409765308,0.1,0.56,-0.08,-11.612936910804935,-9.957018129079044,-18.064568527918787,-16.086068165337203,-12.838746918056565,-10.64,-9.8,0.0,1.52,1.2,6,2007,0.0,1723.75,-137.9
2007-09-30,600.1299999999999,-215.42999999999998,-0.12194265983641354,0.0,22.190000000000012,-190.93,-168.99,0.1,791.0700000000002,-96.08000000000001,115.06,103.35,148.66,822.09,750.45,2284.42,16.51,99.0,353.59,710.45,147.66,858.11,1749.23,1426.32,-84.4,209.32999999999998,-100.9,21.939999999999998,-0.20911467762150118,0.12,0.6,-0.2,-37.72905895338635,-30.924658534514474,-60.41039368295927,-49.21605750997651,-49.020949254238246,-18.46,-17.61,0.0,1.16,0.95,9,2007,0.0,1766.6499999999999,-353.33
2007-12-31,1944.8000000000002,540.93,0.31717643923240935,0.0,32.98999999999998,561.4,613.71,0.14,1383.3999999999996,-137.56,134.83,174.73,110.32,1400.39,753.57,2986.19,110.51,105.87,353.34,842.21,174.18,1016.4,1749.23,1969.79,-81.05999999999999,10.330000000000013,90.50999999999999,52.30999999999999,0.10924518884143976,0.12,0.52,0.11,72.43156503198294,106.22527292110874,109.80071641791044,115.22155010660981,131.8300618336887,5.91,4.75,0.0,1.66,1.53,12,2007,0.0,1705.4545454545455,187.6
2008-03-31,1829.49,727.75,0.42,0.0,28.2,747.42,764.98,0.21,1082.07,-87.95,91.52,114.14,297.89,2540.72,746.13,3848.47,135.79,117.71,351.5,982.64,168.29,1150.94,1749.23,2697.54,-486.25,423.92,19.02,17.56,0.1275,0.14,0.43,0.42,75.64,92.04,107.92,131.76,104.32,73.21,39.78,0.0,2.59,2.28,3,2008,0.0,1732.7380952380954,727.75
2008-06-30,1026.68,-23.970000000000027,-0.013623575549177317,0.0,19.98,-4.110000000000014,13.230000000000018,0.41,1030.7900000000002,-102.14,112.5,70.16,651.27,2881.74,734.84,4177.82,119.21,339.64,346.73,1076.86,168.65,1245.51,1814.23,2932.31,-204.08000000000004,-8.970000000000027,234.01,17.34,-7.487021276595736,0.25,0.42,0.4,-2.295572480036378,-3.0080854812583513,-3.2696581318025557,-4.19197419648186,-3.2655710591378027,36.6,24.64,0.0,2.68,2.07,6,2008,0.0,1759.4499999999998,703.78
2008-09-30,1510.38,279.09000000000003,0.15617477387650455,0.0,63.169999999999995,298.07000000000016,316.48,0.52,1212.31,-55.91999999999999,36.23,496.51,362.59,3351.18,740.69,4686.71,161.0,314.76,344.85,1308.39,166.93,1475.32,1814.23,3211.39,-55.90999999999997,-56.51999999999998,36.16,18.410000000000004,0.8275984449460746,0.29,0.46,0.55,23.818072786838545,33.93819813403604,34.76734420625312,48.14726301545475,35.01722384445553,31.92,22.51,0.0,2.56,2.28,9,2008,0.0,1787.0363636363636,982.87
2008-12-31,-469.1300000000001,-2154.93,-1.2134650103237035,0.0,46.96000000000001,-2131.2200000000003,-2112.8900000000003,0.07,1662.0900000000001,-74.68,57.71,587.02,105.77,1062.17,577.02,2332.61,238.76,171.2,341.83,1110.22,165.92,1276.15,1814.23,1056.46,72.81000000000006,-107.5,56.18000000000001,18.33,-0.014957167982254646,0.13,1.21,-0.66,-369.55525314403695,-301.3805825640325,-815.8897469412827,-569.6666648465094,-655.7123655785539,-30.98,-30.07,0.0,0.96,0.86,12,2008,0.0,1775.8484848484848,-1172.06
2009-03-31,483.43,-130.05,-0.07,0.0,19.3,-107.56,-88.87,0.05,590.99,-81.73,63.38,420.23,99.05,821.77,563.41,2095.25,177.16,124.13,341.4,1008.58,160.26,1168.84,1814.23,926.41,79.61,-4.01,-69.93,18.69,-0.185,0.1,1.26,-0.07,-24.84,-14.48,-56.16,-28.72,-39.6,-27.64,-26.9,0.0,0.81,0.72,3,2009,0.0,1857.857142857143,-130.05
2009-06-30,366.29,-32.47999999999999,-0.0019984002953300924,0.0,31.830000000000002,-11.649999999999991,7.210000000000008,0.05,377.93999999999994,-64.39,406.99,425.96,123.91,1246.98,550.42,2531.46,242.77,65.96,341.03,1027.57,156.88,1184.46,2720.36,1347.0,-147.89,-5.98,497.47,18.859999999999996,-6.255003078817736,0.1,0.88,-0.01,-5.131891958407676,-2.837728419368731,-9.648276625853685,-6.07513689780348,-6.338925736787053,-19.84,-19.13,-4.15,1.21,1.09,6,2009,0.0,16253.0,-162.53
2009-09-30,430.81999999999994,-335.69000000000005,-0.013475573040022483,0.0,8.79,-312.20000000000005,-293.21000000000004,0.05,743.0200000000001,-97.63,46.01,431.04,119.92,1163.43,281.77,2179.75,244.1,50.72,339.74,1012.15,156.3,1168.45,2720.36,1011.3,-345.79999999999995,-21.92,6.75,18.990000000000002,-0.9276043373350412,0.13,1.16,-0.02,-61.610319938982784,-33.877590622616516,-132.78829673638154,-63.604704748906116,-99.58448476576613,-40.86,-38.91,-18.58,1.15,1.03,9,2009,0.0,24911.0,-498.22
2009-12-31,639.77,-73.29999999999995,-0.002565089585666292,0.0,21.090000000000003,-39.19999999999999,-24.819999999999993,0.05,678.97,-23.360000000000014,27.6,447.4,103.58,1196.37,302.36,2166.74,238.36,85.14,340.4,1065.03,162.65,1227.68,2720.37,938.01,21.74000000000001,-30.49,-9.680000000000007,14.380000000000003,-4.873124147339703,0.15,1.31,-0.02,-13.533412653975356,-10.732334826427767,-31.258181690929433,-29.401056830907038,-21.916125419932797,-31.98,-29.76,-15.33,1.12,1.03,12,2009,0.0,28576.0,-571.52
2010-03-31,509.03,-293.39,-0.01,0.0,27.09,-269.33,-252.78,0.03,778.36,-71.35,50.81,374.98,97.85,994.85,311.58,1963.58,329.27,63.73,340.41,1161.49,156.89,1318.38,2720.37,644.62,-39.07,-21.4,83.69,16.55,-0.75,0.13,2.05,-0.01,-59.76,-53.08,-182.04,-149.4,-134.32,-58.02,-57.64,-38.2,0.86,0.77,3,2010,0.0,29338.999999999996,-293.39
2010-06-30,475.85,-116.34000000000003,-0.00567886168940522,0.0,10.34,-66.33000000000004,-49.16,0.03,542.1899999999999,-67.30000000000001,45.25,353.65,73.85,854.17,330.29,1834.66,331.89,37.96,340.42,1148.22,157.68,1305.9,2720.37,528.28,53.71,-53.699999999999996,-5.590000000000003,17.169999999999998,-1.320687209902011,0.15,2.47,-0.02,-25.361796304883708,-17.468178556610454,-88.09050252605375,-49.63325116540162,-55.53926732238304,-42.0,-41.6,-20.85,0.74,0.68,6,2010,0.0,20486.5,-409.73
2010-09-30,401.0000000000001,-91.44999999999999,-0.003649387445628317,0.0,16.9,-90.10999999999996,-73.24000000000001,0.02,491.10000000000014,-74.4,231.85,370.11,69.26,1069.42,324.64,2079.65,328.88,52.05,340.43,1187.46,143.66,1331.12,4273.18,747.4,-53.61,-58.41,298.63,16.870000000000005,-1.3700929469655552,0.11,1.78,-0.02,-17.590047487928487,-14.590251007622008,-48.94558442076698,-41.59571810527155,-34.829753781076654,-36.74,-36.16,-17.13,0.9,0.84,9,2010,0.0,25059.0,-501.18
2010-12-31,410.0799999999999,-419.43,-0.013668002737315476,0.0,9.170000000000002,-394.73,-377.42,0.02,804.81,-106.95999999999998,23.8,400.85,44.61,841.1,95.95,1686.16,330.14,61.79,340.44,1238.92,118.76,1357.68,4273.18,327.96,-57.19,-142.29000000000002,-8.580000000000041,17.310000000000002,-0.36764698519419214,0.26,4.14,-0.03,-99.50305992765666,-77.61603154430215,-511.5660064522436,-265.0499090820217,-334.3375709583863,-52.32,-51.26,-23.77,0.68,0.64,12,2010,0.0,30687.0,-920.61
2011-03-31,366.65,-6.34,0.0,-0.0,13.28,19.06,31.33,0.02,347.59,-58.34,19.48,360.7,42.8,757.15,93.23,1664.44,333.38,69.29,340.45,1249.4,103.55,1352.96,4273.18,310.66,43.34,-67.35,19.7,12.27,0.0,0.28,4.36,0.0,-1.52,4.2,-8.16,-5.32,18.36,-2.52,-1.73,2.77,0.61,0.57,3,2011,0.0,-inf,-6.34
2011-06-30,237.19000000000005,-78.21,0.0,-0.0,3.5299999999999994,-54.09,-42.86,0.02,291.28000000000003,-62.849999999999994,243.58,47.7,44.14,456.24,130.46,1381.38,182.47,49.37,340.46,1043.87,105.7,1149.56,4273.18,232.46,408.86,-2.930000000000007,-181.82999999999998,11.23,0.0,0.37,4.95,0.0,-22.644361916026018,-8.066128917800118,-134.57115079834415,-82.25231460674156,-38.4066138379657,-18.16,-14.0,-2.48,0.44,0.39,6,2011,0.0,-inf,-84.55
2011-09-30,286.65999999999997,-160.57,-0.006550669060052219,0.0,39.870000000000005,-138.28,-125.94999999999999,0.02,424.93999999999994,-29.49000000000001,120.8,16.15,54.13,339.92,316.75,1331.89,208.24,28.29,339.74,1071.16,190.36,1261.53,4273.18,71.89,-100.64999999999998,-130.95,22.340000000000003,12.329999999999998,-0.7632808121068694,1.19,17.55,-0.01,-48.21292428198432,-26.621919060052218,-893.4326517624021,-156.7968146214099,-174.16918896866838,-32.26,-27.53,-9.86,0.32,0.27,9,2011,0.0,24512.0,-245.12
2011-12-31,279.5899999999999,-73.70999999999998,-0.002311890349088856,0.0,26.839999999999996,-82.32999999999998,-76.36000000000001,0.02,361.9200000000001,-121.5,18.33,18.81,69.78,216.81,571.34,1452.36,294.37,264.87,388.66,1210.86,158.62,1369.48,4273.18,84.45,-59.410000000000025,-206.53,163.45999999999998,5.969999999999999,-2.1627323293989966,1.01,16.22,-0.01,-20.29839726500015,-15.064277514662981,-349.13243295800265,-142.98579431044755,-97.8946849418185,-30.8,-27.25,-13.17,0.18,0.12,12,2011,0.0,31882.999999999996,-318.83
2012-03-31,272.37,-52.41,0.0,-0.0,21.88,-32.24,-26.14,0.01,304.6,-35.26,74.31,8.62,33.64,232.48,659.18,1554.28,296.85,229.13,73.01,1280.93,200.66,1481.59,4679.63,72.69,40.8,-93.67,109.03,6.1,0.0,0.64,20.38,0.0,-13.48,-7.999999999999999,-288.4,-109.36,-47.16,-20.15,-19.24,0.0,0.18,0.16,3,2012,0.0,-inf,-52.41
2012-06-30,245.78999999999996,-48.22,0.0,-0.0,16.470000000000002,-27.96,-22.630000000000003,0.02,273.76,-32.74,22.76,5.55,53.59,201.93,740.63,1592.27,296.07,203.42,102.53,1304.78,243.03,1547.8,4879.63,44.47,-108.09,-62.739999999999995,119.25,5.33,0.0,2.19,34.81,0.0,-12.113699691940775,-7.76273477094306,-433.7356176090629,-139.30754645731892,-40.13621385272781,-20.07,-19.42,0.0,0.15,0.11,6,2012,0.0,-inf,-100.63
2012-09-30,258.57000000000005,-28.75,0.0,-0.0,19.82,-9.849999999999994,-5.1399999999999935,0.02,268.41999999999996,-30.150000000000006,13.55,4.04,26.84,165.08,787.77,1522.3,255.71,185.08,104.91,1251.75,254.83,1506.58,4879.63,15.72,-11.89,38.459999999999994,-35.72,4.710000000000001,0.0,6.21,95.84,0.0,-7.555263564693152,-4.364275776781573,-731.5539496058124,-262.52318750966145,-23.01244396351832,-17.54,-16.66,0.0,0.13,0.11,9,2012,0.0,-inf,-129.38
2012-12-31,278.1299999999999,-155.0,-0.005450453618397918,0.0,4.789999999999999,-142.03000000000003,-136.91,0.04,420.1500000000001,-76.91999999999999,169.52,6.35,26.1,357.72,821.13,1489.88,76.95,112.05,227.16,1082.73,168.45,1251.18,6702.93,43.05,-139.69,104.14,191.57999999999998,5.120000000000001,-1.8347096774193548,6.23,29.06,-0.01,-41.61966383008651,-31.438216470919194,-1440.1842604965186,-972.557141852451,-113.56565159293903,-28.54,-26.96,0.0,0.33,0.31,12,2012,0.0,28438.0,-284.38
2013-03-31,190.14,-45.16,0.0,-0.0,4.58,-33.95,-31.52,0.05,224.1,-35.54,83.32,9.7,18.13,237.24,869.11,1524.7,70.29,95.48,109.24,961.35,291.91,1253.26,6902.93,77.89,-17.85,-154.35,85.98,2.43,0.0,4.43,16.09,0.0,-11.84,-8.84,-231.92,-239.92,-24.12,-23.98,-23.75,-14.96,0.25,0.23,3,2013,0.0,-inf,-45.16
