,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2006-12-31,103.01999999999998,19.869999999999997,0.04910503089143865,0.0,0.0,19.869999999999997,20.57,0.84,73.31,72.48999999999998,0.0,113.76,0.0,8.76,2605.6,1902.42,394.0,703.18,16.63,-11.629999999999999,92.63,0.7000000000000002,4.276547559134373,0.47,2.71,0.14,0.0,0.0,3.044511915269197,3.1146619593998235,11.308187113857015,11.799237422771403,0.0,12,2006,0.0,,404.6428571428571,56.65
2007-03-31,108.16,13.21,0.03,0.0,0.0,13.21,14.01,0.99,26.98,73.44,0.0,68.42,0.0,10.14,2669.32,1952.93,394.0,716.39,-33.92,-33.55,22.12,0.8,8.25,0.54,2.73,0.03,0.0,0.0,1.9599999999999997,2.04,7.36,7.679999999999999,0.0,3,2007,0.0,,440.33333333333337,13.21
2007-06-30,140.73,12.95,0.034652140672782876,0.0,0.0,25.4,26.35,1.05,47.42,68.56,0.0,42.86,0.0,43.4,2704.72,1972.38,394.0,732.34,-18.22,-41.540000000000006,34.28999999999999,0.95,7.575289575289576,0.56,2.69,0.07,0.0,0.0,1.9207186544342505,2.9701834862385317,7.0690366972477054,7.3462538226299685,0.0,6,2007,0.0,,373.71428571428567,26.16
2007-09-30,90.10000000000002,23.930000000000003,0.0621062088241166,0.0,0.0,11.480000000000004,12.5,1.0,76.28,101.1,0.0,83.78,0.0,42.8,2696.71,1940.44,397.0,756.27,89.89,-19.459999999999994,-29.589999999999996,1.02,4.024154826577518,0.52,2.57,0.13,0.0,0.0,3.5543861050109804,3.6881533240167697,12.650556997404673,13.300283489718508,0.0,9,2007,0.0,,385.3076923076923,50.09
2007-12-31,107.62,-2.8300000000000054,-0.007185780787135012,0.0,0.0,-2.8300000000000054,-1.759999999999998,0.95,116.86,84.77000000000001,0.0,42.94,0.0,42.5,2545.32,1791.88,397.0,753.44,91.03,17.17,-148.96,1.0699999999999998,-33.065300353356825,0.5,2.38,0.12,0.0,0.0,-0.4455184088023708,-0.4407278882776141,-1.5018281845112171,-1.5545239102835409,0.0,12,2007,0.0,,393.8333333333333,47.26
2008-03-31,106.62,17.92,0.05,0.0,0.0,17.92,18.97,1.43,24.86,75.0,0.0,104.55,0.0,41.89,2804.82,2033.46,397.0,771.36,82.5,-2.72,-18.26,1.05,7.15,0.74,2.64,0.05,0.0,0.0,2.56,2.6,9.28,9.640000000000002,0.0,3,2008,0.0,,358.40000000000003,17.92
2008-06-30,102.22,10.799999999999997,0.0037604456824512525,0.0,0.0,10.799999999999997,11.84,1.15,22.05,139.6,0.0,95.41,0.0,40.94,2521.97,1736.81,397.0,785.16,17.480000000000004,0.03000000000000025,-26.66,1.0399999999999998,76.45370370370372,0.58,2.21,0.01,0.0,0.0,1.714763231197771,1.6545961002785512,5.505292479108634,5.700835654596099,0.0,6,2008,0.0,,2872.0,28.72
2008-09-30,100.03,10.86,0.002743810005053057,0.0,0.0,10.86,11.890000000000004,0.95,23.95,125.91999999999999,0.0,25.38,0.0,40.44,2442.23,1646.2,400.0,796.02,22.47,-17.49,-75.0,1.0300000000000002,86.55847145488029,0.48,2.07,0.01,0.0,0.0,1.777988883274381,1.6901869631126831,5.4546942900454765,5.597372410308236,0.0,9,2008,0.0,,3957.9999999999995,39.58
2008-12-31,105.46999999999997,2.780000000000001,0.0006562795089707274,0.0,0.0,2.780000000000001,3.9599999999999937,0.55,37.08,130.5,0.0,69.18,0.0,49.59,2526.27,1727.48,400.0,798.8,-27.980000000000004,-7.100000000000001,78.97,1.1799999999999997,209.51438848920856,0.28,2.16,0.01,0.0,0.0,0.4410198300283288,0.43839471199244584,1.391312559017942,1.4333144475920685,0.0,12,2008,0.0,,4236.0,42.36
2009-03-31,100.0,12.25,0.0,,0.0,12.25,13.69,0.45,12.13,104.76,0.0,59.32,0.0,49.13,2440.44,1629.39,400.0,811.05,90.06,-4.8,-95.12,1.44,0.0,0.22,2.01,0.0,0.0,0.0,1.9999999999999998,1.8799999999999997,6.04,6.199999999999999,0.0,3,2009,,,inf,12.25
2009-06-30,132.78,23.630000000000003,0.006585841694537347,,0.0,32.15,33.6,0.6,16.49,54.45,0.0,39.09,0.0,49.03,2453.77,1619.1,400.0,834.68,8.569999999999993,-1.7599999999999998,-27.129999999999995,1.4500000000000002,22.77613203554803,0.29,1.94,0.01,0.0,0.0,3.8461315496098107,4.689119286510591,11.327647714604236,11.670111482720179,1.02,6,2009,,,3588.0,35.88
2009-09-30,117.47999999999999,23.15,0.00784346942232763,0.0,0.0,27.82,29.259999999999998,0.85,16.35,90.44999999999999,0.0,18.27,0.0,47.81,2474.63,1616.8,400.0,857.83,-22.08,10.49,-9.22999999999999,1.44,27.09260259179266,0.4,1.88,0.02,0.0,0.0,3.749178383872607,4.611960020328646,10.792613925122819,11.200474335083856,1.13,9,2009,0.0,,2951.5,59.03
2009-12-31,106.86000000000001,8.929999999999993,0.0026280164802825173,0.0,0.0,9.560000000000002,10.980000000000004,0.7,22.35,122.52000000000001,0.0,99.06,0.0,46.83,2689.63,1822.87,400.0,866.76,-98.42999999999999,5.109999999999999,174.2,1.42,66.59014557670778,0.32,2.1,0.02,0.0,0.0,1.3297763390229536,1.650394349617421,4.120729841082987,4.288922895821068,0.98,12,2009,0.0,,3397.9999999999995,67.96
2010-03-31,128.8,35.96,0.01,0.0,0.0,44.5,45.89,0.65,20.62,90.45,0.0,20.19,0.0,45.85,2773.54,1870.82,400.0,902.72,-122.66,3.64,40.16,1.39,16.25,0.29,2.07,0.01,0.0,0.0,5.2,6.84,15.92,16.8,2.12,3,2010,0.0,,3596.0,35.96
2010-06-30,127.40999999999997,33.12,0.04314997104806022,0.0,0.0,38.870000000000005,40.349999999999994,0.66,4.26,86.24,0.0,25.8,0.0,47.0,2821.75,1885.92,400.0,935.84,-3.3100000000000023,0.5100000000000002,8.410000000000004,1.4800000000000002,3.822134661835749,0.28,2.02,0.09,0.0,0.0,4.698552403011002,6.06017371163868,14.153190503763751,14.958656629994207,1.94,6,2010,0.0,,767.5555555555555,69.08
2010-09-30,132.36,35.980000000000004,0.0445212259661146,0.0,-67.23,49.96000000000001,51.47000000000001,0.86,7.0,-55.14,-67.23,20.31,0.0,46.24,2807.57,1835.75,400.0,971.82,17.709999999999994,8.26,-31.46,1.5099999999999998,4.832526403557532,0.35,1.89,0.13,0.0,0.0,5.123365695792881,6.9179135731962695,14.808444698267659,15.72626689510756,0.0,9,2010,0.0,,808.1538461538462,105.06
2010-12-31,54.80000000000001,21.14,0.02680190174326466,0.0,-84.05,29.98999999999998,31.569999999999993,0.87,17.35,43.64999999999999,-84.05,23.99,0.0,47.49,2614.65,1606.61,400.0,1008.04,28.320000000000007,-0.41999999999999993,-24.22,1.58,8.118826868495743,0.35,1.59,0.16,0.0,0.0,3.2363296354992075,4.127492868462758,8.388995245641839,9.018839936608558,0.0,12,2010,0.0,,788.75,126.2
2011-03-31,117.27,39.67,0.05,0.0,-35.94,54.13,55.77,0.86,-4.74,42.53,-35.94,21.36,0.0,64.16,2673.07,1632.38,400.0,1040.69,14.48,-12.86,-4.26,1.64,4.3,0.33,1.57,0.05,0.0,0.0,5.920000000000001,7.96,15.240000000000002,16.32,0.0,3,2011,0.0,,793.4,39.67
2011-06-30,114.92,27.67,0.032871992871992876,0.0,-38.64,38.050000000000004,39.68999999999999,0.85,2.72,42.36,-38.64,23.57,0.0,63.01,2672.87,1604.51,400.0,1068.36,10.599999999999998,2.049999999999999,-10.44,1.64,6.467511745572823,0.32,1.5,0.08,0.0,0.0,4.141871101871102,5.522494802494802,10.354677754677754,11.044989604989604,0.0,6,2011,0.0,,841.75,67.34
2011-09-30,117.01999999999998,32.75,0.04253671695474073,0.0,-35.790000000000006,45.94,47.62000000000002,0.71,5.4,40.209999999999994,-35.790000000000006,25.39,0.0,62.52,2669.61,1568.5,400.0,1101.11,36.27,-10.729999999999999,-23.720000000000002,1.6800000000000002,4.171690076335878,0.26,1.42,0.13,0.0,0.0,4.908082725547008,6.596463183135178,11.897192526725945,12.643221101009091,0.0,9,2011,0.0,,769.9230769230769,100.09
2011-12-31,111.89000000000004,15.289999999999992,0.0185526087710175,0.0,-37.71000000000001,28.389999999999986,30.149999999999977,0.82,18.46,41.5,-37.71000000000001,24.18,0.0,60.91,2676.03,1559.63,400.0,1116.4,41.089999999999996,3.4399999999999977,-45.730000000000004,1.7599999999999998,11.055049051667762,0.29,1.4,0.14,0.0,0.0,2.284621251516726,3.3341688334200015,5.480970705494884,5.756609464378572,0.0,12,2011,0.0,,824.142857142857,115.38
2012-03-31,120.49,25.96,0.03,0.0,-37.62,37.09,38.77,0.78,13.67,42.18,-37.62,26.14,0.0,59.94,2679.68,1537.32,400.0,1142.35,60.73,-6.76,-52.0,1.68,6.5,0.27,1.35,0.03,0.0,0.0,3.88,5.56,9.08,9.52,0.0,3,2012,0.0,,865.3333333333334,25.96
2012-06-30,115.81000000000002,43.32,0.05627598152424942,0.0,-39.49,53.39999999999999,55.01,0.79,6.56,43.27,-39.49,32.67,0.0,58.53,2643.35,1457.67,400.0,1185.68,56.53000000000001,6.819999999999999,-56.84,1.61,3.510378578024007,0.27,1.23,0.09,0.0,0.0,6.553025404157044,8.50392609699769,14.606743648960737,15.382101616628177,0.0,6,2012,0.0,,769.7777777777778,69.28
2012-09-30,116.32999999999998,21.17,0.025745715865118854,0.0,-38.2,29.810000000000002,31.439999999999998,0.98,26.96,41.64999999999999,-38.2,27.7,0.0,57.62,2598.72,1391.88,400.0,1206.84,62.42,-13.120000000000001,-54.27000000000001,1.63,9.517117383089278,0.32,1.15,0.11,0.0,0.0,3.258003316749585,4.278469872857933,7.012196793808735,7.339869541182974,0.0,9,2012,0.0,,822.2727272727273,90.45
2012-12-31,113.39999999999998,44.980000000000004,0.05646164069999262,0.0,-45.78,54.260000000000005,55.91999999999999,1.25,13.78,48.68000000000001,-45.78,25.94,20.71,59.69,2638.41,1386.58,400.0,1251.83,21.53,-11.74,-11.549999999999983,1.6600000000000001,5.532517229879946,0.4,1.11,0.17,0.0,0.0,6.815252159787344,8.728305397622389,14.374469467621651,15.198145167245071,0.0,12,2012,0.0,,796.6470588235294,135.43
2013-03-31,123.54,35.12,0.04,0.0,-47.35,44.11,45.8,1.46,6.12,52.45,-47.35,32.69,22.36,59.3,2676.48,1369.56,400.0,1306.92,6.99,27.46,-27.7,1.69,9.125,0.45,1.05,0.04,0.0,0.0,5.24,6.6,10.76,11.480000000000002,0.0,3,2013,0.0,,877.9999999999999,35.12
2013-06-30,121.05999999999999,29.479999999999997,0.0365077399380805,0.0,-49.4,36.989999999999995,38.71000000000001,1.04,17.83,51.81,-49.4,24.56,22.23,58.91,2656.85,1320.45,400.0,1336.41,6.890000000000001,2.7300000000000004,-17.750000000000004,1.7200000000000002,7.1217774762550885,0.31,0.99,0.08,0.0,0.0,4.43569040247678,5.585684210526315,8.81661919504644,9.345981424148606,0.0,6,2013,0.0,,807.4999999999999,64.6
2013-09-30,173.17,28.620000000000005,0.03684187942501609,0.0,-5.8799999999999955,35.91000000000001,37.64999999999999,0.99,28.16,52.65999999999998,-5.8799999999999955,23.86,22.29,57.74,2624.19,1259.17,400.0,1365.02,53.71,-7.810000000000002,-46.599999999999994,1.7400000000000002,6.717898322851151,0.29,0.92,0.12,0.0,0.0,4.359622398626905,5.5017206608024045,8.387667882428666,8.90345419437889,0.0,9,2013,0.0,,776.8333333333334,93.22
2013-12-31,61.379999999999995,19.159999999999997,0.02386901583911728,0.0,-104.74000000000001,23.980000000000004,25.560000000000002,0.95,37.09,62.910000000000025,-104.74000000000001,31.0,18.37,57.15,2655.18,1270.99,400.0,1384.19,32.44,-22.8,-2.5,1.58,9.956422233820462,0.27,0.92,0.14,0.0,0.0,2.8847410571276026,3.6349101263570023,5.537611674675208,5.8172201459334385,0.0,12,2013,0.0,,802.7142857142856,112.38
2014-03-31,140.14,20.74,0.030000000000000002,0.01,-40.74,27.52,28.75,1.02,14.3,59.99,-40.74,25.58,19.39,56.44,2743.07,1337.11,400.0,1405.97,2.41,-44.58,36.75,1.23,8.5,0.29,0.95,0.03,0.01,0.19,3.04,4.08,5.92,6.120000000000001,0.0,3,2014,6.913333333333333,,691.3333333333333,20.74
2014-06-30,142.21000000000004,28.790000000000003,0.034875832828588735,0.0016252776095295792,-44.809999999999995,36.040000000000006,37.31999999999999,1.05,24.31,61.10999999999999,-44.809999999999995,106.57,20.14,56.0,2684.13,1253.8,440.0,1430.32,59.25,78.8,-57.06,1.2799999999999998,7.526701979854115,0.32,0.88,0.06,0.01,0.09,4.301352715525944,5.53363214213608,8.044692105794468,8.323698768423178,0.0,6,2014,1.3416666666666677,,825.5,49.53
2014-09-30,137.34999999999997,23.129999999999995,0.028649876135425262,-0.00022502064409578857,-44.010000000000005,28.959999999999994,30.290000000000006,1.56,34.9,61.75,-44.010000000000005,22.23,21.06,101.58,2671.12,1217.67,440.0,1453.45,-8.449999999999996,-44.839999999999996,-31.05,1.33,13.610006485084307,0.47,0.84,0.09,0.01,0.06,3.463451692815854,4.4439141205615185,6.3666391412056145,6.570371593724195,0.0,9,2014,-0.18166666666666664,,807.3333333333334,72.66
2014-12-31,66.62,14.540000000000006,0.016674311926605512,0.0007415902140672781,-107.35999999999999,18.150000000000006,19.480000000000004,2.28,52.16,66.97,-107.35999999999999,30.83,19.63,100.98,2689.53,1221.54,440.0,1467.99,5.390000000000001,2.59,0.6199999999999974,1.33,34.184319119669865,0.68,0.83,0.1,0.01,0.06,2.1609908256880743,2.7612660550458723,3.9618165137614696,4.075201834862387,0.0,12,2014,0.6466666666666665,,872.0,87.2
2015-03-31,160.64,24.45,0.03,0.01,-42.83,30.62,31.96,2.4,15.45,71.52,-42.83,50.22,22.08,100.52,2882.36,1389.91,440.0,1492.44,23.52,-156.61,152.48,1.34,20.0,0.71,0.93,0.03,0.01,0.19,3.4000000000000004,4.36,6.559999999999999,6.76,0.0,3,2015,8.15,,815.0,24.45
2015-06-30,135.69,18.919999999999998,0.01744985012681577,0.0024832833756052563,-49.400000000000006,23.66,24.97,2.04,33.11,63.92999999999999,-49.400000000000006,37.08,24.16,99.97,2894.39,1387.92,484.0,1506.47,-74.79,77.62000000000002,-15.969999999999999,1.3099999999999998,29.22661205073996,0.66,0.92,0.04,0.01,0.14,2.617477519022366,3.402720774729075,5.025556836522942,5.147705787410652,0.0,6,2015,2.692499999999999,,1084.25,43.37
2015-09-30,150.85000000000002,24.140000000000008,0.025030365871722714,-0.0012424085320693217,-50.02999999999999,30.179999999999993,31.46,1.76,45.04,71.38000000000002,-50.02999999999999,33.84,25.03,99.09,2872.55,1341.95,484.0,1530.61,-20.529999999999994,38.96999999999999,-21.669999999999987,1.2800000000000002,17.57665078707539,0.56,0.88,0.07,0.01,0.08,3.3612205599170504,4.3624351947859585,6.307652199674124,6.464985928010666,0.0,9,2015,-1.1982142857142843,,964.4285714285714,67.51
2015-12-31,66.10999999999996,35.36,0.037810829201905316,-0.00031273868544209665,-117.69999999999999,44.08,45.36999999999999,1.4,46.21,69.35,-117.69999999999999,36.26,23.79,102.29,2947.81,1381.84,484.0,1565.97,92.86,-128.57999999999998,38.129999999999995,1.2899999999999996,9.258590921945702,0.43,0.88,0.11,0.01,0.05,4.798537960532712,6.269722951297753,9.033350831146105,9.322088072324293,0.0,12,2015,-0.29246753246753165,,935.1818181818182,102.87
2016-03-31,159.45,32.76,0.03,0.0,-38.36,41.12,42.34,1.79,11.83,64.38,-38.36,29.06,25.49,101.27,2986.9,1388.18,484.0,1598.73,-73.94,72.18,-5.44,1.22,14.9175,0.54,0.87,0.03,0.0,0.0,4.4,5.6,8.2,8.48,0.0,3,2016,0.0,,1092.0,32.76
2016-06-30,60.410000000000025,20.440000000000005,0.023052631578947373,0.03,-83.56,24.839999999999996,26.08,2.08,30.34,65.74000000000001,-83.56,34.89,26.18,102.76,3107.64,1519.44,484.0,1588.2,23.29,-116.35000000000001,98.89,1.24,22.559246575342463,0.63,0.96,0.06,0.03,0.53,2.6280000000000006,3.381052631578948,5.148421052631581,5.286736842105264,0.0,6,2016,26.6,,886.6666666666667,53.2
2016-09-30,267.78,37.33,0.037111454766375784,0.0035557273831878914,8.549999999999997,47.30000000000001,48.56,1.76,40.54,68.29999999999998,8.549999999999997,42.35,28.38,104.59,3350.49,1724.96,484.0,1625.52,-14.57,-175.60000000000002,197.63,1.2600000000000002,11.858872220733994,0.52,1.06,0.09,0.03,0.36,4.453374571965094,6.003808682204794,9.187146802165028,9.467544460399868,0.0,9,2016,3.5766666666666644,,1005.8888888888889,90.53
2016-12-31,113.72000000000003,27.689999999999998,0.028106919302994412,-0.0006310268990018604,-64.66999999999999,34.959999999999994,36.219999999999985,2.06,50.88,77.22,-64.66999999999999,96.17,93.64,103.5,3492.96,1839.74,484.0,1653.22,-131.86,87.09,98.59000000000003,1.2600000000000002,18.326448176236912,0.6,1.11,0.12,0.03,0.27,3.1667129081373706,4.309727626459144,6.698815767213669,6.876826256132634,0.0,12,2016,-0.6216666666666661,,985.1666666666667,118.22
2017-03-31,176.78,33.3,0.03,0.01,-43.45,42.14,43.32,1.88,10.71,73.31,-43.45,25.09,0.05,103.05,3550.23,1869.59,484.0,1680.65,3.08,-92.53,18.36,1.18,15.667500000000002,0.54,1.11,0.03,0.01,0.33,3.76,5.16,7.92,8.12,0.0,3,2017,11.1,,1110.0,33.3
2017-06-30,152.64000000000001,32.290000000000006,0.029538039335264527,-0.00015398688824515738,-49.06,40.989999999999995,42.18,1.71,24.4,70.1,-49.06,44.07,27.9,102.03,3560.06,1856.79,532.4,1703.26,-53.05,83.0,-10.959999999999999,1.1900000000000002,14.472863115515636,0.53,1.09,0.06,0.01,0.17,3.623332825125782,4.903314529653912,7.581430096051228,7.857118463180364,0.0,6,2017,-0.16833333333333123,,1093.1666666666667,65.59
2017-09-30,163.22999999999996,28.539999999999992,0.027287793477106123,-0.00045203442048231274,-51.52999999999999,36.620000000000005,37.790000000000006,1.8,39.28,73.59,-51.52999999999999,47.04,32.04,101.08,3582.35,1850.55,532.4,1731.8,-15.370000000000005,39.71,-21.380000000000003,1.17,16.490889978976877,0.55,1.07,0.09,0.01,0.11,3.1896398597684046,4.184128333156273,6.597582067353659,6.803756506958461,0.0,9,2017,-0.47277777777777885,,1045.888888888889,94.13
