,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2012-12-31,2073.62,167.85000000000002,7.628309055224446,-0.0015190656643534813,243.23000000000002,176.08000000000004,229.18000000000006,264.0,1897.5500000000002,-16.489999999999952,2311.32,875.9,890.7,4243.96,1107.8,5578.04,0.0,714.38,1130.31,530.88,1661.19,220.0,3916.85,-35.81999999999999,-77.77000000000001,0.0,53.10000000000001,8.652323801012809,14.83,0.42,25.24,15.82,0.63,12.040880854205307,14.89394097628608,17.142539208095506,17.867893476421123,18.18221365936223,7.55,7.24,0.0,3.75,2.97,12,2012,-0.03342486125245614,22.003565768621236,555.37
2013-03-31,10186.4,859.85,39.08,15.82,1569.51,974.16,1183.88,276.0,9212.23,342.62,1404.96,1058.34,1009.75,4838.05,1161.33,6222.06,0.0,1004.2,1491.16,512.25,2003.41,220.0,4218.65,352.84,-1146.1,-348.05,209.72,1.765,14.39,0.47,39.08,15.82,0.4,55.28000000000001,64.8,81.52,86.8,82.36,9.0,8.44,97416.0,3.24,2.57,3,2013,348.07643295803484,22.002302968270218,859.85
2013-06-30,-7651.869999999999,-695.32,-31.611217407159792,-15.824540925825689,-1169.77,-768.8,-912.8900000000001,298.0,-6883.07,-166.5,930.29,1220.09,952.66,4820.95,1202.15,6344.46,0.0,921.48,1365.8,497.03,1862.83,220.0,4481.63,-427.93999999999994,746.53,348.05,-144.09,-2.356783639187712,14.63,0.42,7.48,0.0,0.0,-43.78238132863308,-55.10832553333738,-62.03912721084301,-65.42000607791893,-69.64610466176381,6.58,6.49,0.0,3.53,2.83,6,2013,-348.07643295803484,21.995989304812834,164.53
2013-09-30,2265.5399999999995,174.64000000000001,7.939820149187723,19.55,268.0,189.39999999999998,259.59000000000003,245.0,2076.1500000000005,30.340000000000003,906.32,982.28,842.82,4458.57,1198.4,5971.96,0.0,813.34,1272.76,485.18,1757.94,220.0,4214.02,392.61,13.529999999999973,-430.1,70.19,7.7150299186898765,12.79,0.42,15.42,19.55,1.27,11.698619571306423,13.902408821534923,16.579909779756466,17.547929356959635,17.300775422354572,7.36,7.07,0.0,3.5,2.84,9,2013,430.01125162127113,21.995460440985735,339.17
2013-12-31,1938.3900000000003,156.81,7.1262901729908465,0.007974895069456093,166.90999999999997,155.51999999999998,226.58999999999992,242.0,1782.87,-50.27000000000001,527.34,960.68,1007.89,4375.0,1190.2,5868.26,0.0,703.69,1036.04,460.91,1496.96,220.0,4371.31,-357.21,-21.769999999999982,0.0,71.07,8.492483259996174,12.18,0.34,22.54,19.55,0.87,10.686273640066132,12.15326505101012,14.353752167426103,15.137833783620309,14.404338078148314,7.82,7.36,0.0,4.22,3.25,12,2013,0.1754830726064256,22.00443655723159,495.98
2014-03-31,8883.47,506.04,23.0,19.55,1073.42,562.85,840.23,265.0,8320.62,138.98,676.5,1058.22,961.39,4624.45,1185.95,6119.73,0.0,862.36,1287.71,447.41,1735.12,220.0,4384.61,194.63,-492.99,-430.1,277.38,2.88,13.3,0.4,23.0,19.55,0.85,33.08,36.48,46.16,47.04,46.6,5.98,5.7,0.0,3.59,2.84,3,2014,430.134,22.001739130434782,506.04
2014-06-30,-6414.389999999999,-368.90000000000003,-16.75840017500365,-19.540140148753103,-685.1300000000001,-391.57000000000005,-601.39,277.0,-6022.810000000001,-1.8400000000000034,568.64,1273.03,945.78,4837.77,1169.9,6316.2,0.0,970.82,1351.72,442.11,1793.83,220.0,4522.37,-145.09,335.59000000000003,430.1,-209.82,-4.132044185416102,13.48,0.4,6.23,0.0,0.0,-23.348782266297217,-29.15907831413155,-32.60221671284819,-32.81741286276797,-37.12133586116378,5.63,5.55,0.0,3.58,2.88,6,2014,-430.134,22.012841091492774,137.14
2014-09-30,2571.67,331.16,15.055298740123852,11.5,336.47999999999996,353.36,420.78999999999996,262.0,2218.2999999999997,76.45000000000002,346.64,1020.03,871.0,4849.1,1161.35,6323.15,0.0,817.74,1290.4,430.6,1721.0,220.0,4602.15,341.10999999999996,-310.11,-253.0,67.43,4.351954493296292,12.52,0.37,21.29,11.5,0.54,20.960030749519543,24.128078582105488,28.795291906897287,30.039882126841768,29.47415929959428,9.9,9.29,0.0,3.76,3.08,9,2014,252.95678722404887,21.996242367308596,468.3
2014-12-31,2113.1400000000003,274.50999999999993,12.47621545213446,0.003357336756518871,248.32000000000005,289.52,360.9,260.0,1823.62,31.579999999999984,710.65,1128.22,898.55,4953.86,1194.37,6455.93,0.0,810.1,1169.44,411.36,1580.81,220.0,4875.12,-110.66999999999996,474.68,0.0,71.38,5.208951404320427,11.73,0.32,33.76,11.5,0.34,17.01436491161939,19.527346697001924,22.528142593664597,23.755068994763125,22.76465852640648,11.28,10.38,0.0,4.24,3.47,12,2014,0.07387035888950777,22.00266587677725,742.81
2015-03-31,9430.85,926.9,42.13,11.5,1259.5,1006.76,1288.57,289.0,8424.09,251.18,808.46,1133.99,1033.11,5358.25,1207.74,6877.48,0.0,938.25,1416.2,415.12,1831.31,220.0,5046.17,409.73,-24.76,-253.0,281.81,1.7150000000000003,12.6,0.36,42.13,11.5,0.27,53.92,61.959999999999994,73.48,78.64,73.72,10.68,9.83,0.0,3.78,3.05,3,2015,253.0109185853311,22.000949442202703,926.9
2015-06-30,-6931.210000000001,-789.17,-35.868759166485155,-11.49966129633466,-879.71,-834.41,-1046.52,324.0,-6096.8,-118.73000000000002,768.13,1284.16,1018.09,5446.98,1215.99,6968.36,0.0,995.91,1372.45,411.58,1784.03,220.0,5184.32,-427.85,2.5500000000000007,253.0,-212.11,-2.258355233980004,13.75,0.34,6.26,0.0,0.0,-45.38028316270965,-59.36107747041312,-60.96543091555944,-65.09091120307848,-70.59155158643723,5.6,5.51,0.0,3.97,3.23,6,2015,-253.0109185853311,22.001597444089455,137.73
2015-09-30,2474.43,229.24000000000004,10.41971605308336,21.07,274.50999999999993,241.44000000000003,311.56,276.0,2232.99,7.219999999999999,798.75,1071.55,787.72,5025.36,1214.45,6542.72,0.0,742.25,1194.05,396.37,1590.42,220.0,4952.3,385.08,109.08000000000001,-463.54,70.11999999999999,6.623357071191764,12.26,0.32,16.68,21.07,1.26,14.017891380766821,16.066852331253237,18.51561054037115,19.1902684143118,19.340192386298607,7.81,7.38,0.0,4.21,3.55,9,2015,463.5526318944845,22.000599520383695,366.97
2015-12-31,1848.6900000000005,187.93999999999994,8.54164963687805,0.002083803898109559,146.2700000000001,172.96999999999997,249.34000000000003,275.0,1675.7200000000003,-92.88,679.29,851.82,953.06,5078.74,1246.27,6641.32,0.0,767.54,1122.19,379.35,1501.54,220.0,5139.78,-32.389999999999986,-87.08,0.0,76.37,8.045811163137174,11.77,0.29,25.22,21.07,0.84,11.3256448793498,12.138490205618929,14.631215872844242,15.010543691769833,14.40090969706799,8.84,8.13,0.0,4.53,3.68,12,2015,0.04584946951229085,22.00277557494052,554.91
2016-03-31,9510.96,841.85,38.27,21.07,1280.8,907.08,1198.33,303.0,8603.88,201.33,1063.85,1272.55,1001.7,5815.14,1268.11,7376.13,0.0,1078.19,1571.64,383.59,1955.23,220.0,5420.9,541.97,176.96,-463.54,291.25,1.98,12.3,0.36,38.27,21.07,0.55,45.64,50.92,62.120000000000005,64.36,62.52000000000001,9.56,8.85,0.0,3.7,3.06,3,2016,463.49044943820223,21.99764828847661,841.85
2016-06-30,-6845.759999999999,-625.35,-28.42237413394919,-21.065801489477643,-756.4699999999999,-636.71,-847.6099999999999,320.0,-6209.049999999999,50.059999999999974,1041.71,1290.76,897.48,5912.1,1261.9,7468.24,0.0,954.21,1447.14,384.5,1831.64,220.0,5636.6,-290.45000000000005,-450.62,463.54,-210.9,-2.814655792756057,12.49,0.32,9.84,0.0,0.0,-33.506050808314086,-43.32678983833718,-44.366632794457274,-46.21524249422633,-51.876609699769055,8.2,8.12,0.0,4.09,3.47,6,2016,-463.49044943820223,22.002032520325205,216.5
2016-09-30,2476.83,433.51,19.707728342640884,19.14,367.49,452.16999999999996,535.1899999999999,332.0,2024.6599999999999,72.25,1153.77,1068.45,726.02,5676.04,1279.54,7261.36,0.0,687.8,1243.58,370.78,1614.37,220.0,5646.99,345.1700000000001,187.96000000000004,-421.08,83.02000000000001,4.213347096952781,12.93,0.29,29.55,19.14,0.65,23.87602959954462,27.930953062260578,30.705374378855712,32.73283611021369,32.03923078106491,13.72,12.64,0.0,4.56,3.98,9,2016,421.02170558375633,21.99695431472081,650.01
2016-12-31,2144.2300000000005,469.48,21.341715602640488,0.001111222827039669,346.4999999999999,513.3,595.59,391.0,1630.9300000000003,107.40000000000003,998.74,1090.92,972.93,6086.26,1301.2,7683.17,0.0,790.42,1207.19,359.83,1567.02,220.0,6116.15,-172.59000000000003,17.570000000000007,0.0,82.28999999999999,4.578301099088352,14.06,0.26,50.89,19.14,0.38,24.4408564614244,28.936497869565606,30.697849913800038,33.36504015221217,32.00628286094561,17.27,15.36,0.0,5.04,4.24,12,2016,0.02444493697470307,21.998231479662017,1119.49
2017-03-31,10050.55,1335.8,60.72,19.14,1619.69,1462.34,1807.43,496.0,8588.21,467.14,1531.0,1399.67,878.23,6625.33,1365.92,8297.03,0.0,1078.67,1607.72,356.7,1964.42,220.0,6332.61,760.29,127.94,-421.08,345.09,2.0425,17.23,0.31,60.72,19.14,0.32,64.4,74.64,84.36,90.92,87.44,14.75,13.29,0.0,4.12,3.57,3,2017,421.06739130434784,21.999341238471672,1335.8
2017-06-30,-10050.55,,,,-1619.69,-1462.34,-1728.65,532.0,-8588.21,-467.14,1683.3,1270.35,974.77,6574.24,1354.0,8233.66,0.0,948.96,1387.85,360.33,1748.17,220.0,6485.49,-747.9699999999999,12.039999999999992,421.08,-266.30999999999995,,18.05,0.27,,0.0,0.0,,,,,,,,0.0,4.74,4.03,6,2017,,,
2017-09-30,4838.24,,,,837.2,626.12,710.0500000000001,486.0,4212.12,275.29,776.92,982.21,903.07,6057.84,1419.93,7791.79,0.0,633.94,1218.92,345.85,1564.77,220.0,6227.02,362.84000000000003,-601.31,-667.92,83.93,,17.17,0.25,25.61,30.36,1.19,,,,,,12.58,11.64,0.0,4.97,4.23,9,2017,,21.998438110113238,563.38
