,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-06-30,,,,,,,,,0.0,,,3.5,113.9,6.91,365.96,113.23,578.59,89.1,94.78,8.5,229.82,25.07,254.89,260.0,323.7,,,,,,0.0,0.79,0.06,0.0,0.0,,,,,,11.24,11.21,1.59,1.56,6,2013,,541.8333333333334,32.51
2013-09-30,127.13,9.149999999999999,0.017570811329812766,0.0,31.680000000000007,12.939999999999998,15.560000000000002,3.18,5.03,114.21000000000004,17.78,17.69,105.86,9.95,528.07,111.83,740.12,0.83,75.58,8.83,120.92,23.52,144.44,350.0,595.68,57.97,-215.69,190.8,2.62,45.245491803278696,1.87,0.24,0.08,0.0,0.0,4.946183389342294,0.0,6.140998559769562,0.0,7.950792126740279,10.01,9.99,4.37,4.28,9,2013,0.0,520.75,41.66
2013-12-31,184.09999999999997,-26.869999999999997,-0.05450304259634888,0.0,-30.33,-34.22,-31.580000000000005,2.18,0.0,218.3,-41.940000000000005,3.26,35.7,15.28,474.41,110.92,706.32,0.0,75.53,8.78,114.23,23.27,137.5,350.0,568.82,4.719999999999999,-16.019999999999982,-2.3200000000000074,2.6400000000000006,-9.999900446594715,1.34,0.24,0.03,0.0,0.0,-15.188181203515889,-0.0,-18.894388100067616,-0.0,-26.74282623394185,2.48,2.46,4.15,4.02,12,2013,0.0,493.0,14.79
2014-03-31,167.75,11.12,0.019999999999999997,0.0,30.79,16.03,18.67,2.36,0.0,151.72,13.54,6.22,28.75,14.67,502.16,111.23,736.63,0.0,97.16,8.66,135.28,21.4,156.68,350.0,579.94,-40.62,45.88,-2.29,2.64,29.5,1.42,0.27,0.02,0.0,0.0,6.04,0.0,7.68,0.0,10.68,6.73,6.63,3.71,3.6,3,2014,0.0,556.0,11.12
2014-06-30,264.6,42.49,0.0634060809550457,0.05,64.34,52.56,55.269999999999996,2.7,0.0,212.04999999999998,46.88,7.06,107.41,13.8,605.51,109.48,839.4,1.27,185.09,8.56,236.43,19.42,255.85,350.0,583.54,31.379999999999995,2.0,-32.54,2.7099999999999995,10.64566662744175,1.62,0.44,0.08,0.05,0.56,20.258242865137102,30.656840141764597,29.135094198843497,37.47299384443201,36.078060063421006,12.64,12.4,2.56,2.5,6,2014,33.50625,670.125,53.61
2014-09-30,289.78,23.909999999999997,0.03392801857585139,0.0024550116099071166,56.74000000000001,30.840000000000003,33.629999999999995,4.86,0.0,258.93000000000006,28.840000000000003,8.96,165.62,14.8,633.96,109.1,871.05,0.93,181.44,8.43,246.07,17.52,263.59,350.0,607.46,-77.92,82.47,-2.6600000000000037,2.790000000000001,35.80963613550816,2.8,0.43,0.11,0.05,0.41,10.980340557275541,15.22442724458204,15.742600619195045,15.90298761609907,19.628900928792568,10.89,10.73,2.58,2.52,9,2014,1.7301136363636331,704.7272727272726,77.52
2014-12-31,184.70000000000005,16.870000000000005,0.02323445280220363,0.0014702058191834746,15.22999999999999,19.97999999999999,22.849999999999994,4.0,12.53,164.70999999999992,13.129999999999995,8.41,87.14,21.11,572.98,107.47,811.98,0.0,101.22,8.4,156.77,30.89,187.66,350.0,624.32,-2.280000000000001,4.8799999999999955,-3.1499999999999986,2.869999999999999,43.04060906935387,2.24,0.3,0.13,0.05,0.35,8.30721050958788,11.245475156266556,10.809382349825196,11.309816717872659,13.025591694035388,10.76,10.41,3.65,3.52,12,2014,1.0674825174825244,726.0769230769231,94.39
2015-03-31,194.88,13.08,0.02,0.0,42.87,18.36,21.18,4.12,9.87,176.53,26.86,9.0,142.63,33.6,605.29,106.06,836.46,0.0,98.82,8.47,168.16,30.9,199.06,350.0,637.4,-23.28,26.02,-2.15,2.82,51.5,2.26,0.31,0.02,0.0,0.0,6.24,9.32,8.2,8.6,11.0,6.76,6.71,3.6,3.4,3,2015,0.0,654.0,13.08
2015-06-30,391.4,63.69,0.07466588511137162,0.009999999999999998,84.92000000000002,79.93,82.82,3.58,0.24,311.46000000000004,68.1,8.51,174.17,28.18,763.42,104.62,994.5,0.0,207.75,8.46,268.66,33.16,301.82,420.0,692.69,-23.9,33.959999999999994,-10.56,2.89,11.987402260951484,2.17,0.44,0.09,0.01,0.13,25.618694802657288,35.57414615084017,36.76880031262212,39.92135990621336,44.93227041813208,13.17,13.09,2.84,2.74,6,2015,8.53,853.0,76.77
2015-09-30,305.19000000000005,49.68000000000001,0.05893238434163702,-0.00011862396204033172,78.33999999999999,62.510000000000005,65.47999999999999,3.38,0.0,242.67999999999995,60.59000000000002,14.19,216.98,22.28,795.95,102.23,1028.46,0.0,184.16,8.35,252.62,33.48,286.1,420.0,742.37,154.71,-146.84,-2.1799999999999997,2.9699999999999998,14.336345108695651,1.91,0.39,0.15,0.01,0.08,19.329822064056945,26.606007117437724,26.763160142348756,29.450476868327407,32.577822064056946,14.27,14.18,3.15,3.06,9,2015,-0.09999999999999964,843.0,126.45
