,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2002-12-31,,,,,,,,1.87,0.0,,,3.19,0.0,9.21,813.33,455.27,300.0,358.06,,,,,,1.57,1.27,1.26,0.0,0.0,,,,,0.0,12,2002,,,39.10317460317461,49.27
2003-03-31,40.78,13.0,0.21,0.0,0.0,16.43,16.81,2.08,0.0,30.16,0.0,2.63,0.0,8.51,1064.86,693.8,300.0,371.06,-237.65,1.18,235.9,0.38,2.4750000000000005,1.68,1.87,0.21,0.0,0.0,4.88,0.0,14.0,0.0,0.0,3,2003,0.0,,61.904761904761905,13.0
2003-06-30,42.06,6.52,0.023381147540983607,0.0,0.0,10.48,10.860000000000003,2.32,0.22,28.099999999999998,0.0,4.38,0.0,18.04,1255.76,878.18,300.0,377.59,-169.59,-9.9,181.26000000000002,0.38,24.804171779141104,1.84,2.33,0.07,0.0,0.0,2.070901639344262,0.0,6.9074590163934415,0.0,0.0,6,2003,0.0,,278.85714285714283,19.52
2003-09-30,42.81,2.4499999999999993,0.007806099226217568,0.0,0.0,5.510000000000002,6.100000000000001,2.78,5.75,37.26,0.0,10.81,0.0,21.04,1427.44,1047.41,300.0,380.03,-159.17999999999995,-3.59,169.19,0.5900000000000001,89.0233367346939,2.19,2.76,0.07,0.0,0.0,0.686936731907146,0.0,2.5782430587164313,0.0,0.0,9,2003,0.0,,313.85714285714283,21.97
2003-12-31,56.079999999999984,11.21,0.03716395418927065,0.0,0.0,17.009999999999998,17.639999999999993,1.67,11.48,34.36,0.0,11.12,0.0,20.48,1556.06,1164.81,300.0,391.24,-119.97000000000003,3.530000000000001,116.75999999999999,0.6299999999999999,11.232658340767172,1.28,2.98,0.11,0.0,0.0,2.878517179023508,5.635406871609403,11.460012055455095,11.973550331525015,0.0,12,2003,0.0,,301.6363636363636,33.18
2004-03-31,54.43,11.06,0.03,0.0,0.0,17.39,17.98,1.46,7.61,30.52,0.0,3.63,0.0,14.53,1706.76,1204.77,399.69,501.99,-143.99,8.04,128.47,0.59,12.1675,1.16,2.4,0.03,0.0,0.0,2.6,5.0,8.8,10.12,0.0,3,2004,0.0,,368.6666666666667,11.06
2004-06-30,62.73,16.839999999999996,0.04225089605734767,0.05999999999999999,0.0,20.619999999999997,21.09,1.29,14.35,-30.52,0.0,9.11,0.0,13.66,1855.22,1358.97,401.08,496.24,-132.19,0.3000000000000007,137.35999999999999,0.4700000000000001,7.633565914489313,1.04,2.74,0.07,0.06,0.86,3.621505376344085,5.890982078853045,13.568573476702506,15.427612903225803,0.0,6,2004,23.914285714285707,,398.5714285714285,27.9
2004-09-30,60.45000000000002,18.090000000000003,0.047201565557729946,-0.0023986580933743154,0.0,25.120000000000005,25.529999999999994,1.02,18.25,95.88,0.0,29.4,0.0,13.37,1941.27,1426.94,401.08,514.33,-52.06,-0.11999999999999922,72.46000000000004,0.4099999999999999,5.402363184079602,0.8,2.77,0.12,0.06,0.5,3.728923679060666,5.900195694716244,14.066066536203524,16.17440313111546,0.0,9,2004,-0.9192857142857065,,383.25000000000006,45.99
2004-12-31,99.32,23.259999999999998,0.06045920577617328,0.00022960288808663692,0.0,33.85,35.31,1.26,26.67,42.120000000000005,0.0,4.46,0.0,13.0,2063.73,1526.14,401.07,537.59,-128.38,-0.040000000000000924,103.48999999999995,1.4600000000000002,5.21012467755804,0.94,2.84,0.18,0.06,0.33,4.514287364620938,7.201363176895306,17.304768231046932,20.03215018050541,0.0,12,2004,0.08833333333333115,,384.72222222222223,69.25
2005-03-31,69.0,12.75,0.03,0.0,0.0,17.62,22.03,1.73,8.48,45.42,0.0,6.85,0.0,12.7,2275.61,1725.27,401.07,550.34,-185.91,-0.11,188.41,4.41,14.4175,1.26,3.13,0.03,0.0,0.0,2.24,3.52,9.28,9.68,0.0,3,2005,0.0,,425.0,12.75
2005-06-30,74.66,11.95,0.029028340080971656,0.1,0.0,17.779999999999998,14.189999999999998,1.53,18.1,48.34,0.0,8.16,0.0,35.56,2491.17,1970.38,401.52,520.79,-204.09,-0.13,205.53,-3.5900000000000003,13.176778242677825,1.18,3.78,0.06,0.1,1.67,1.9158704453441295,3.1544129554655864,9.172955465587044,9.405182186234818,0.0,6,2005,41.16666666666667,,411.6666666666667,24.7
2005-09-30,79.34,12.250000000000004,0.029837618403247636,-0.0002706359945872705,0.0,17.880000000000003,36.540000000000006,1.4,28.63,49.11999999999999,0.0,6.92,0.0,35.58,2479.35,1946.31,401.52,533.04,29.560000000000002,-12.59,-18.20999999999998,18.66,11.733510204081629,1.05,3.65,0.09,0.1,1.11,1.9759133964817324,3.1959404600811916,9.189986468200273,9.36238159675237,0.0,9,2005,-0.11111111111110716,,410.5555555555556,36.95
2005-12-31,73.67000000000002,8.989999999999995,0.02152590335219851,0.00169544816910945,0.0,15.120000000000005,18.50999999999999,1.3,40.43,38.72,0.0,20.84,0.0,35.16,2252.19,1710.16,401.52,542.03,244.75,-1.5999999999999996,-243.27,3.3900000000000006,15.100411568409353,0.96,3.16,0.11,0.1,0.91,1.5968306486721804,2.481349586417064,6.637805833696122,6.661288637353066,0.0,12,2005,0.7080808080808012,,417.6363636363636,45.94
2006-03-31,71.6,10.5,0.03,0.07,0.0,16.59,17.27,1.27,7.05,41.68,0.0,64.09,0.0,35.24,2108.38,1555.85,401.52,552.53,205.75,-43.54,-161.98,0.68,10.5825,0.92,2.82,0.03,0.07,2.33,2.0,3.04,7.6,7.6,0.0,3,2006,24.500000000000004,,350.0,10.5
2006-06-30,65.57,4.9,0.012727272727272728,0.006363636363636362,0.0,8.010000000000002,8.45,0.93,20.14,36.699999999999996,0.0,54.14,0.0,34.89,1935.04,1404.06,401.52,530.98,160.8,8.619999999999997,-170.65,0.44000000000000006,18.267857142857142,0.7,2.64,0.04,0.07,1.75,1.0181818181818183,1.412727272727273,3.690909090909091,3.7290909090909095,0.0,6,2006,2.4499999999999993,,385.0,15.4
2006-09-30,64.54000000000002,11.520000000000001,0.025676077265973256,0.009933135215453194,0.0,13.79,14.25,1.11,25.86,39.260000000000005,0.0,39.47,0.0,34.67,1996.94,1149.7,666.52,847.24,166.04000000000002,-224.47999999999996,58.19999999999999,0.45999999999999996,10.807725694444445,0.87,1.36,0.06,0.07,1.17,2.310846953937593,2.9441901931649332,5.443328380386331,6.675780089153046,0.0,9,2006,4.456666666666667,,448.6666666666667,26.92
2006-12-31,66.93999999999997,9.670000000000002,0.021142388630773435,0.0013327867359023485,0.0,13.269999999999996,14.770000000000003,0.95,31.65,47.89999999999999,0.0,21.84,0.0,34.3,1861.76,1004.84,666.52,856.92,17.029999999999973,148.59999999999997,-163.5,1.5,11.238086866597724,0.74,1.17,0.08,0.07,0.88,2.0825252801311835,2.6533697731620665,4.513899972670128,5.528734626947254,0.0,12,2006,0.6095833333333367,,457.37500000000006,36.59
2007-03-31,71.6,15.29,0.02,0.04,0.0,21.39,21.84,0.86,3.46,50.84,0.0,7.31,0.0,10.86,1909.96,1037.76,666.52,872.2,-120.09,103.39,16.32,0.45,10.75,0.66,1.19,0.02,0.04,2.0,3.2,4.24,7.0,8.6,0.0,3,2007,30.579999999999995,,764.4999999999999,15.29
