,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2001-12-31,,,,,,,,2.01,1.56,,,8.36,0.0,7.78,1562.64,746.4,500.0,816.24,,,,,,1.23,0.91,0.85,0.0,0.0,,,,,0.0,12,2001,,,70.61176470588236,60.02
2002-03-31,44.23,12.54,0.13,0.0,0.0,17.45,17.89,1.72,0.0,29.6,0.0,47.2,0.0,7.69,2228.5,1396.89,500.0,831.61,-95.93,-690.0,654.78,0.44,3.305,1.03,1.68,0.13,0.0,0.0,2.24,0.0,6.04,0.0,0.0,3,2002,0.0,,96.46153846153845,12.54
2002-06-30,64.86000000000001,10.71,0.1059483870967742,0.25,0.0,14.860000000000003,15.280000000000001,1.36,0.0,-29.6,0.0,225.94,0.0,7.28,2263.03,1441.73,500.0,821.3,-129.19,309.0,-1.0799999999999272,0.42,3.212885154061624,0.83,1.76,0.23,0.25,1.09,1.8978580645161294,0.0,5.214503225806452,0.0,0.0,6,2002,25.27173913043478,,101.08695652173913,23.25
2002-09-30,59.66999999999999,9.909999999999997,0.09862183353437876,-0.0014980070278491878,0.0,13.919999999999995,15.619999999999997,1.01,0.03,0.0,0.0,58.85,0.0,7.0,2487.63,1657.27,500.0,830.36,-371.21000000000004,-12.899999999999977,217.01999999999998,1.7000000000000002,2.551412714429869,0.61,2.0,0.33,0.25,0.76,1.5899034981905908,0.0,4.769710494571772,0.0,0.0,9,2002,-0.15052700922266382,,100.48484848484847,33.16
2002-12-31,74.34,27.39,0.2759355904211396,-0.0030790981658033395,0.0,37.660000000000004,42.57,1.02,0.0,301.72,0.0,49.07,0.0,6.66,2725.46,1867.88,500.0,857.58,-230.62,137.95,82.88999999999999,4.91,0.9284775465498356,0.6,2.18,0.61,0.25,0.41,4.016898431048721,7.0748075970272515,12.774460776218001,13.082061106523536,0.0,12,2002,-0.3056383507203151,,99.26229508196721,60.55
2003-03-31,60.87,14.03,0.14,0.0,0.0,18.98,25.71,1.02,0.0,0.0,0.0,19.98,0.0,8.31,3203.94,2332.26,500.0,871.68,-362.31,-237.27,570.48,6.73,1.8275,0.59,2.68,0.14,0.0,0.0,1.76,2.8,6.44,6.6,0.0,3,2003,0.0,,100.2142857142857,14.03
2003-06-30,75.38999999999999,15.72,0.15852100840336134,0.4,0.0,22.360000000000003,33.21,1.17,0.0,0.0,0.0,7.32,0.0,8.05,3506.99,2657.9,500.0,849.09,-279.72999999999996,-5.539999999999992,272.62,10.849999999999998,1.8451812977099236,0.69,3.13,0.3,0.4,1.33,1.7965714285714285,3.022467226890756,7.397647058823529,7.5244638655462195,0.0,6,2003,39.66666666666667,,99.16666666666667,29.75
2003-09-30,77.93,21.35,0.2130821917808219,0.004109589041095911,0.0,28.989999999999995,40.3,1.68,0.0,0.0,0.0,17.39,0.0,8.76,4255.05,3389.33,500.0,865.72,-728.0900000000001,32.94999999999999,705.2099999999999,11.310000000000002,1.974590163934426,0.97,3.92,0.51,0.4,0.78,2.0054794520547947,3.492876712328767,9.86027397260274,10.077534246575343,0.0,9,2003,0.41176470588235503,,100.19607843137256,51.1
2003-12-31,82.57,15.509999999999998,0.03027022969524095,0.32178057230999285,0.0,22.89,35.53,1.63,0.0,3.8,0.0,3.61,0.0,17.1,4336.34,3455.12,500.0,881.22,0.9500000000000455,-72.25,57.51999999999998,12.64,13.442250161186331,0.92,3.92,0.13,0.4,3.08,1.4343431917129559,2.4588740429364955,7.04132112295451,7.13446029124756,0.0,12,2003,164.8754147812971,,512.3846153846154,66.61
2004-03-31,78.3,16.32,0.03,0.09,0.0,22.0,33.98,1.37,0.0,0.96,0.0,14.38,0.0,16.43,4254.1,3356.56,500.0,897.55,-34.58,163.94,-118.58,11.98,11.4175,0.76,3.74,0.03,0.09,3.0,1.52,2.36,7.28,7.36,0.0,3,2004,48.96,,544.0,16.32
2004-06-30,80.01,9.11,0.017911915060951633,-0.006264254817145118,0.0,12.0,25.1,1.32,13.03,0.96,0.0,13.48,0.0,15.53,4279.98,3418.33,500.0,861.66,-32.230000000000004,38.53,-7.210000000000008,13.099999999999998,18.423490669593853,0.77,3.97,0.05,0.09,1.8,0.845442390876917,1.2466692882422337,4.227211954384585,4.255871018482107,0.0,6,2004,-3.186000000000007,,508.59999999999997,25.43
2004-09-30,80.74000000000001,11.990000000000002,0.02242918225547836,0.004372528059861043,0.0,16.439999999999998,30.35000000000001,1.17,21.49,0.96,0.0,17.72,0.0,14.67,4083.67,3210.02,500.0,873.65,139.55,84.86999999999998,-220.18,13.910000000000004,13.037702251876564,0.67,3.67,0.07,0.09,1.29,1.1791341528594337,1.5508177445216462,5.4855371459112785,5.511170497060396,0.0,9,2004,2.3374285714285747,,534.5714285714286,37.42
2004-12-31,76.84999999999997,30.83,0.06324102564102564,-0.0086901098901099,0.0,43.61,57.41,1.26,0.0,0.9199999999999999,0.0,20.61,0.0,13.76,3679.7,2775.23,500.0,904.47,214.7,215.20000000000005,-427.0,13.799999999999997,4.980943885825495,0.7,3.07,0.14,0.09,0.64,3.3427399267399265,4.246183150183151,13.641992673992673,13.804612454212453,0.0,12,2004,-4.236428571428576,,487.49999999999994,68.25
2005-03-31,64.1,4.79,0.01,0.0,0.0,6.82,19.52,1.41,0.07,0.96,0.0,41.52,0.0,13.01,3304.4,2310.34,568.1,994.06,347.29,81.18,-407.56,12.7,35.25,0.81,2.32,0.01,0.0,0.0,0.56,0.72,1.92,2.04,0.0,3,2005,0.0,,479.0,4.79
2005-06-30,57.75,-0.40000000000000036,-0.0009111617312072902,0.05,0.0,-1.0,10.780000000000001,1.26,14.22,0.24,0.0,76.69,0.0,12.48,3153.0,2187.75,568.1,965.25,277.21,-98.19000000000001,-143.84999999999997,11.780000000000001,-345.7124999999997,0.74,2.27,0.01,0.05,5.0,-0.05102505694760825,-0.05831435079726657,-0.16400911161731224,-0.1749430523917997,0.0,6,2005,21.95,,438.99999999999994,4.39
2005-09-30,57.23000000000002,18.82,0.032434295562257645,0.012171477811288243,0.0,26.490000000000002,40.03,1.01,0.0,143.92000000000002,0.0,65.6,0.0,13.86,2967.59,1983.51,568.1,984.07,258.01,-47.72,-221.37,13.540000000000003,7.784969447396387,0.58,2.02,0.04,0.05,1.25,2.529875053856096,2.983955191727704,7.654493752692804,8.108573890564411,0.0,9,2005,7.0625000000000036,,580.25,23.21
2005-12-31,48.839999999999975,0.509999999999998,0.0008600337268128128,0.0010750421585160191,0.0,0.6899999999999977,12.11,0.89,0.82,53.22,0.0,106.41,0.0,17.67,2479.12,1316.78,750.0,1162.34,-372.84999999999997,-7.459999999999994,421.10999999999996,11.419999999999995,258.7107843137265,0.57,1.13,0.04,0.05,1.25,0.08256323777403003,0.09202360876897099,0.17544688026981384,0.19780775716694693,0.0,12,2005,0.6374999999999993,,593.0,23.72
2006-03-31,50.56,7.2,0.01,0.02,0.0,9.88,13.01,0.79,0.0,54.97,0.0,3.16,0.0,17.04,2263.55,1094.0,750.0,1169.54,128.77,-7.59,-224.43,3.13,19.750000000000004,0.51,0.94,0.01,0.02,1.5,1.28,1.4,2.48,2.68,0.0,3,2006,14.4,,720.0,7.2
2006-06-30,66.72,3.95,0.003542600896860987,0.007085201793721974,0.0,5.33,9.69,0.61,0.0,59.83,0.0,79.43,0.0,16.78,2281.36,1119.11,750.0,1162.24,25.689999999999998,33.980000000000004,16.599999999999994,4.36,43.04746835443038,0.39,0.96,0.01,0.02,1.5,0.6943497757847533,0.7935426008968611,1.3603587443946188,1.4878923766816143,0.0,6,2006,7.9,,1115.0,11.15
2006-09-30,43.78999999999999,5.630000000000001,0.0067103694874851025,-0.006579261025029797,0.0,5.099999999999998,3.59,0.67,0.0,61.040000000000006,0.0,27.26,0.0,17.41,2349.95,1182.08,750.0,1167.87,-114.61000000000001,8.450000000000003,53.98000000000002,-1.5099999999999998,24.961367673179392,0.43,1.01,0.02,0.02,0.75,0.9528724672228844,1.0199761620977355,1.9325864123957093,2.0936352800953517,0.0,9,2006,-5.52,,839.0,16.78
2006-12-31,63.31999999999999,-1.870000000000001,-0.0025083836351441997,-0.0025083836351441997,0.0,-0.129999999999999,-0.509999999999998,0.62,2.34,62.25999999999999,0.0,4.66,0.0,16.99,2636.98,1470.98,750.0,1166.0,-261.05,-39.160000000000004,277.62,-0.3800000000000008,-61.79278074866306,0.4,1.26,0.02,0.02,0.75,-0.28595573440643873,-0.3963246143527836,-0.6421462105969151,-0.6421462105969151,0.0,12,2006,-1.870000000000001,,745.5,14.91
2007-03-31,74.62,2.18,0.0,,0.0,3.16,5.74,0.57,7.58,69.84,0.0,96.95,0.0,28.18,2880.01,1711.83,750.0,1168.18,-32.82,-113.96,239.07,2.58,0.0,0.37,1.47,0.0,0.01,0.0,0.32,0.48,0.76,0.76,0.0,3,2007,inf,,inf,2.18
2007-06-30,82.85,0.3899999999999997,0.0,,0.0,1.6099999999999994,10.450000000000001,0.58,16.65,84.91,0.0,74.69,0.0,130.99,2826.92,1667.35,750.0,1159.58,25.73,-16.500000000000014,-31.48999999999998,8.84,0.0,0.38,1.44,0.0,0.01,0.0,0.054630350194552486,0.1153307392996108,0.1335408560311283,0.1335408560311283,0.0,6,2007,,,inf,2.57
2007-09-30,77.80000000000001,7.039999999999999,0.007325702393340271,-inf,0.0,11.030000000000001,16.81,0.58,16.24,78.69,0.0,133.49,0.0,135.14,2668.13,1501.52,750.0,1166.61,180.68,39.21000000000001,-161.09,5.779999999999999,19.793323863636367,0.37,1.29,0.01,0.01,1.2,1.0549011446409988,1.846077003121748,2.4028303850156085,2.4028303850156085,0.0,9,2007,-inf,,960.9999999999999,9.61
2007-12-31,71.58000000000001,5.67,0.007421465968586388,-0.0025785340314136112,0.0,7.460000000000001,13.969999999999999,0.55,11.35,89.72000000000003,0.0,60.4,0.0,121.44,2484.43,1312.15,750.0,1172.28,28.75999999999999,83.7,-185.55,6.510000000000002,18.527336860670193,0.35,1.12,0.02,0.01,0.6,0.920261780104712,1.3507068062827228,1.9295811518324608,1.9444240837696334,0.0,12,2007,-1.9699999999999989,,764.0,15.28
2008-03-31,75.78,6.04,0.01,0.02,0.0,7.93,13.72,0.54,9.37,71.92,0.0,101.27,0.0,118.53,2448.6,1270.28,750.0,1178.32,10.84,51.58,-21.55,5.79,13.500000000000002,0.34,1.08,0.01,0.02,1.5,1.0,1.2,2.04,2.04,0.0,3,2008,12.08,,604.0,6.04
2008-06-30,70.58000000000001,0.22999999999999954,0.00036682615629983977,0.0007336523125996824,0.0,1.700000000000001,9.37,0.51,18.68,76.04,0.0,29.79,0.0,104.14,2399.15,1231.85,750.0,1167.3,6.25,-14.659999999999997,-63.07000000000001,7.670000000000001,347.57608695652243,0.33,1.06,0.01,0.02,1.5,0.038149920255183344,0.05429027113237629,0.0792344497607654,0.0792344497607654,0.0,6,2008,0.46000000000000085,,627.0,6.27
2008-09-30,75.58999999999997,1.950000000000001,0.002372262773722629,0.004744525547445256,0.0,2.42,9.129999999999999,0.42,30.82,76.04999999999998,0.0,38.82,0.0,88.84,2351.98,1182.73,750.0,1169.25,58.81999999999999,15.479999999999997,-65.25999999999999,6.710000000000001,44.261538461538436,0.27,1.01,0.01,0.02,1.5,0.33211678832116803,0.4554744525547447,0.6642335766423361,0.6642335766423361,0.0,9,2008,3.9000000000000004,,822.0,8.22
2008-12-31,69.63999999999999,-128.37,-0.1709463171036205,-0.0018926342072409495,0.0,-113.46,-111.82,0.26,149.15,75.23000000000002,0.0,16.81,0.0,86.68,2144.55,1107.01,750.0,1037.55,-26.43,79.34,-74.92000000000002,1.639999999999997,-0.381406286515541,0.19,1.07,-0.16,0.02,-0.09,-23.932484394506865,-18.718621722846443,-49.48895880149813,-46.45466167290886,0.0,12,2008,-1.4212500000000006,,750.9375,-120.15
2009-03-31,76.75,-2.05,0.0,,0.0,-2.71,5.33,0.26,10.38,87.59,0.0,17.16,0.0,67.02,1944.91,909.41,750.0,1035.5,180.87,4.42,-184.93,8.04,0.0,0.19,0.88,0.0,0.0,0.0,-0.44,-0.48,-0.8,-0.76,0.0,3,2009,,,-inf,-2.05
2009-06-30,61.06999999999999,3.03,0.0,,0.0,1.72,2.41,0.31,16.61,65.02000000000001,0.0,24.93,0.0,48.98,1765.22,716.54,750.0,1048.68,163.35000000000002,28.85,-184.44,0.6900000000000013,0.0,0.22,0.68,0.0,0.0,0.0,0.7420408163265305,-0.6183673469387755,1.113061224489796,1.113061224489796,-0.03,6,2009,,,inf,0.98
2009-09-30,67.4,1.5,0.0,,0.0,8.48,11.799999999999999,1.05,9.82,87.94,0.0,42.22,1.43,37.6,1600.72,550.54,750.0,1050.18,180.15999999999997,8.019999999999996,-170.88,3.3200000000000003,0.0,0.75,0.52,0.0,0.0,0.0,0.36290322580645157,0.9193548387096775,0.5806451612903225,0.532258064516129,0.16,9,2009,,,inf,2.48
