,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,D/E,EPS,ROA%,ROE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,P/E,ROAA%,ROAE%,number_of_shares,return_old
2017-09-30,,,,,,,,,,24.54,97.26,177.06,298.85,78.65,386.09,80.28,87.89,3.32,174.71,16.01,190.73,121.46,195.36,,,,,0.98,0.1,,,,7.95,7.9,1.71,0.7,9,2017,,,,,246.9,24.69
