,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,127.47,8.11,1.35,0.0,13.47,8.91,18.33,26.0,118.56,6.96,11.19,145.81,57.19,216.52,204.92,421.55,6.37,68.12,99.0,0.0,99.0,60.0,322.55,16.57,-3.19,-8.44,9.42,4.815,4.84,0.31,1.35,0.0,0.0,7.68,0.0,10.04,0.0,11.04,6.48,6.36,2.19,1.61,3,2000,0.0,6.007407407407406,8.11
2000-06-30,132.34,11.120000000000001,1.8562246489859595,1.4,19.230000000000004,13.73,23.25,18.0,118.6,13.18,12.8,161.4,54.13,230.33,200.57,431.08,12.78,66.11,105.81,0.0,105.81,60.0,325.27,9.0,-5.25,-2.130000000000001,9.520000000000001,2.4253664568345323,3.32,0.33,3.21,1.4,0.44,10.316214248569944,0.0,13.670140405616227,0.0,16.098845553822155,7.5,7.4,2.18,1.67,6,2000,8.386915887850467,5.990654205607477,19.23
2000-09-30,153.67000000000002,11.91,1.985,0.0021806853582552557,19.669999999999995,15.11,24.840000000000003,24.0,138.56000000000003,13.04,11.58,194.18,60.61,268.61,193.71,462.65,8.32,86.89,125.47,0.0,125.47,60.0,337.18,6.210000000000001,-3.0200000000000014,-4.41,9.73,3.019874055415617,4.27,0.37,5.19,1.4,0.27,10.295992292870906,0.0,14.135953757225433,0.0,17.134489402697493,7.64,7.53,2.14,1.66,9,2000,0.013084112149531535,6.0,31.14
2000-12-31,148.0,7.109999999999999,1.1840705882352942,0.0010980392156862708,12.589999999999996,8.259999999999998,18.260000000000005,17.25,139.75,6.539999999999999,38.85,170.48,67.09,280.38,188.76,481.5,12.65,92.39,137.22,0.0,137.22,60.0,344.28,40.010000000000005,-17.07,4.33,10.0,3.6447784810126587,3.01,0.4,6.37,1.4,0.22,5.903623529411765,0.0,8.260611764705882,0.0,9.93355294117647,6.93,6.81,2.04,1.55,12,2000,0.00659340659340657,6.004709576138147,38.25
2001-03-31,135.06,8.52,1.42,0.0,16.09,10.86,21.01,20.5,124.2,8.73,8.37,161.56,64.97,238.21,227.91,480.74,29.5,67.98,127.94,0.0,127.94,60.0,352.8,4.24,-22.52,-12.2,10.15,3.61,3.49,0.36,1.42,0.0,0.0,7.08,9.64,9.64,10.08,12.319999999999999,6.44,6.31,1.86,1.35,3,2001,0.0,6.0,8.52
2001-06-30,137.8,7.57,1.2608825357364826,0.5,14.580000000000002,10.280000000000001,21.55,27.0,127.52,7.460000000000001,3.58,172.94,65.26,247.02,230.66,492.75,37.5,70.74,135.38,0.0,135.38,60.0,357.37,4.68,-29.470000000000002,20.0,11.270000000000001,5.35093461030383,4.53,0.38,2.68,0.5,0.19,6.15385954008701,8.619167184586699,8.4686140459913,8.863816034804225,11.140932256059664,6.04,5.9,1.82,1.34,6,2001,3.0018656716417906,6.003731343283581,16.09
2001-09-30,160.57,10.920000000000002,1.8193261754905592,-0.00012571352788067643,18.46,13.740000000000002,25.679999999999993,28.0,146.83,9.43,1.65,206.67,66.99,294.09,235.6,531.09,58.57,75.72,162.8,0.0,162.8,60.0,368.29,-19.79,-17.259999999999998,35.11,11.939999999999998,3.846204212454212,4.56,0.44,4.5,0.5,0.11,8.23144020733062,11.352595335061089,11.853920770085155,12.387589781562385,15.314683450573865,6.4,6.23,1.81,1.39,9,2001,-0.000754560530679349,6.002222222222223,27.01
2001-12-31,142.52000000000004,8.469999999999995,1.4108709131905293,9.67681322810261e-05,13.839999999999996,10.129999999999995,22.61,35.0,132.39000000000004,5.539999999999999,8.93,184.8,78.67,297.99,230.16,545.34,42.2,94.82,168.59,0.0,168.59,60.0,376.76,68.95,-45.3,-16.369999999999997,12.480000000000004,6.199574970484065,5.57,0.45,5.91,0.5,0.08,6.2164261555806055,8.374509582863581,8.995197294250277,9.39625704622322,11.411104847801571,6.35,6.16,1.77,1.3,12,2001,0.0005809362662150264,6.003384094754653,35.48
2002-03-31,137.16,10.28,1.71,0.0,9.11,13.69,26.26,35.0,123.48,1.83,8.2,154.66,86.77,260.54,214.31,494.95,4.47,71.62,107.91,0.0,107.91,60.0,387.04,13.52,20.71,-34.96,12.57,5.1175,5.43,0.28,1.71,0.0,0.0,8.32,11.24,10.64,11.12,14.159999999999998,8.25,7.49,2.41,1.61,3,2002,0.0,6.011695906432748,10.28
2002-06-30,150.06000000000003,16.64,2.775393759286776,1.75,14.91,20.560000000000002,32.989999999999995,39.0,129.49,7.35,5.67,162.78,95.43,268.13,202.87,493.0,11.41,58.67,99.82,0.0,99.82,60.0,393.18,-5.8,9.59,-6.32,12.43,3.5146454326923076,5.95,0.25,4.49,1.75,0.39,13.499910846953936,17.183952451708766,16.93670133729569,17.727904903417535,21.5355720653789,10.32,9.37,2.69,1.73,6,2002,10.492204899777283,5.99554565701559,26.92
