,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,NPMA%,TIE,month,year,operating_profit,dividend,ROCE%,number_of_shares,return_old
2008-09-30,87.02000000000001,13.469999999999999,0.04198777125044959,0.000993885625224789,,18.450000000000003,21.02000000000001,3.46,0.0,68.57,1035.92,0.0,25.85,2022.92,288.96,325.0,1733.96,280.99,-1.1900000000000004,-0.07000000000000028,2.5700000000000003,20.604808834446924,0.65,0.17,0.26,0.11,0.42,2.661378731566958,2.958522958877832,3.107095072533269,3.1975302721496224,24.78,0.0,9,2008,,0.31884615384615245,,320.80769230769226,83.41
2008-12-31,85.13,3.510000000000005,0.010903129314312027,0.0003820931714396988,,7.640000000000001,10.280000000000001,2.98,0.0,77.48999999999998,1558.56,0.0,24.72,1964.72,227.25,325.0,1737.47,524.52,-1.8100000000000005,-0.07000000000000028,2.6400000000000006,68.34735042735032,0.56,0.13,0.27,0.11,0.41,0.7139530602853208,0.9304003681546261,0.8076392084675575,0.8205614358030384,20.61,0.0,12,2008,,0.1230056980056986,,321.9259259259259,86.92
2009-03-31,56.99,-7.86,-0.02,0.0,,-7.86,-5.26,2.84,0.0,64.86,1532.97,0.0,40.04,2011.07,281.47,325.0,1729.61,-15.69,-9.82,-0.08,2.6,-35.5,0.53,0.16,-0.02,0.0,0.0,-1.56,-1.52,-1.8,-1.84,-13.79,0.0,3,2009,,0.0,,393.0,-7.86
2009-06-30,120.78,32.51,0.10550912778904664,0.060000000000000005,,41.72,45.51,2.98,0.0,79.05,1300.32,0.0,42.69,2239.98,497.36,325.0,1742.62,-193.58,-19.49,-19.580000000000002,3.7899999999999996,7.061000461396493,0.56,0.29,0.08,0.06,0.75,5.803002028397566,8.335221095334687,7.438393509127788,7.491148073022312,13.87,0.0,6,2009,,18.4875,,308.125,24.65
2009-09-30,159.83,54.199999999999996,0.1649714648065948,0.003728598604946094,,72.62,76.38,3.18,0.0,87.21000000000001,1363.67,0.0,41.72,2870.82,1074.0,325.0,1796.82,70.49000000000001,-6.690000000000001,-0.4499999999999993,3.7600000000000007,4.819015221402213,0.58,0.6,0.24,0.06,0.25,7.561192136968929,11.96043119847812,12.070412175015852,12.290374128091312,23.36,0.0,9,2009,,1.2249999999999979,,328.54166666666663,78.85
2009-12-31,132.76999999999998,35.39,0.1084252450980392,-0.0003936887254901928,,47.749999999999986,51.610000000000014,3.5,0.0,85.01999999999998,1378.97,0.0,43.1,2249.35,417.15,325.0,1832.21,20.159999999999997,-4.850000000000001,0.0,3.8599999999999994,8.07007629273806,0.62,0.23,0.35,0.06,0.17,6.294859943977591,9.070546218487396,7.732268907563026,7.930532212885154,24.29,0.0,12,2009,,-0.12849999999999895,,326.40000000000003,114.24
2010-03-31,100.59,14.17,0.04,0.0,,19.62,23.49,3.3,0.0,80.97,1390.62,0.0,48.6,3214.1,1265.64,353.84,1948.46,14.06,-2.41,0.0,3.87,20.625,0.6,0.65,0.04,0.0,0.0,1.76,3.0,2.92,3.08,14.09,0.0,3,2010,,0.0,,354.25,14.17
2010-06-30,107.77000000000001,10.090000000000002,0.029113767518549057,0.07,,14.849999999999998,19.890000000000004,3.2,3.85,92.91,1266.04,0.0,49.29,2696.99,763.21,353.84,1933.79,-93.63,-6.18,-24.77,5.04,27.4758325074331,0.59,0.39,0.07,0.07,1.0,1.497279472382523,2.3291014014839244,2.079554822753504,2.1960098928277003,11.64,0.0,6,2010,,24.26,,346.57142857142856,24.26
2010-09-30,196.11,58.959999999999994,0.17003604902667627,3.604902667627769e-05,,79.7,84.53,3.48,3.85,116.42000000000002,1129.47,0.0,50.98,3013.46,1020.72,353.84,1992.74,-131.14000000000001,-5.43,0.0,4.83,5.116562075983719,0.62,0.51,0.24,0.07,0.29,7.821658255227107,10.995664503725065,11.845844748858445,12.440970920451813,20.58,0.0,9,2010,,0.01249999999999929,,346.75,83.22
2010-12-31,200.04999999999995,56.879999999999995,0.1623982869379015,0.00069950035688793,,76.69000000000001,81.93,3.5,1.93,123.36000000000001,1170.74,0.0,53.27,3373.03,1323.4,353.84,2049.63,48.140000000000015,-6.879999999999999,0.0,5.24,5.387987869198312,0.6,0.65,0.4,0.07,0.18,6.739528907922913,11.026843683083511,11.108042826552461,11.725156316916486,23.18,0.0,12,2010,,0.24499999999999744,,350.24999999999994,140.1
2011-03-31,185.51,39.38,0.11,0.0,,57.76,62.84,3.32,0.0,127.75,1114.05,0.0,50.48,3131.74,1060.55,353.84,2071.2,-54.14,-2.55,0.0,5.08,7.544999999999999,0.57,0.51,0.11,0.0,0.0,5.04,7.28,7.599999999999999,7.84,21.23,0.0,3,2011,,0.0,,358.0,39.38
2011-06-30,181.91000000000003,35.919999999999995,0.10017529880478086,0.08,,55.27,60.42,3.88,0.0,126.63999999999999,510.39,0.0,50.55,2932.02,853.21,353.84,2078.81,-570.5600000000001,-4.79,-28.31,5.15,9.685022271714923,0.66,0.41,0.21,0.08,0.38,4.903819389110225,7.670565737051791,6.907325365205843,7.155378486055777,20.49,0.0,6,2011,,28.685714285714283,,358.57142857142856,75.3
2011-09-30,260.32,48.94,0.13787025112685125,-0.0008113329040566552,,70.55000000000001,76.73,2.76,6.08,189.77000000000004,775.01,0.0,54.23,3522.93,1335.87,353.84,2127.75,524.0400000000001,-409.51000000000005,150.09,6.18,5.007425418880262,0.46,0.63,0.35,0.08,0.23,5.562079845460399,8.855209272376046,9.201854475209272,9.501229877656149,19.79,0.0,9,2011,,-0.2879999999999967,,354.9714285714286,124.24
2011-12-31,191.75,15.88000000000001,0.04306594347701972,0.002986501366175939,,27.669999999999987,34.79999999999998,3.5,5.61,164.07999999999998,1088.23,0.0,52.62,3419.72,1233.16,502.45,2127.78,333.58,-70.26999999999998,49.91,7.129999999999999,20.3165176322418,0.83,0.58,0.38,0.08,0.21,1.8586354553240088,2.8196859834427648,2.9874165001427366,3.0418155866400247,17.1,0.0,12,2011,,1.10123308270677,,368.7368421052632,140.12
2012-03-31,211.56,41.4,0.08,0.0,,53.82,60.41,3.68,0.0,157.74,837.14,0.0,53.83,3662.72,1420.18,502.45,2182.8,-193.42,-7.67,-50.0,6.59,11.5,0.85,0.65,0.08,0.0,0.0,4.52,6.319999999999999,7.6000000000000005,7.8,19.57,0.0,3,2012,,0.0,,517.5,41.4
2012-06-30,196.31,37.839999999999996,0.07640585562847046,0.06,,51.160000000000004,57.7,3.76,0.0,145.14999999999998,891.09,0.0,53.69,4260.19,2009.78,502.45,2190.49,-59.77000000000001,-6.140000000000001,119.85,6.540000000000001,12.30272198731501,0.86,0.92,0.16,0.06,0.38,3.552872286723877,5.577627460878344,6.914729934376577,7.086643109540636,19.43,0.0,6,2012,,29.714999999999996,,495.24999999999994,79.24
2012-09-30,220.21000000000004,33.96000000000001,0.06900000000000002,-0.000374999999999996,,44.790000000000006,51.55999999999999,3.7,0.0,175.41000000000003,915.48,0.0,57.43,4794.61,2510.01,502.45,2224.45,-286.57,-9.03,320.0,6.769999999999998,13.40833333333333,0.84,1.13,0.23,0.06,0.26,2.8320000000000003,4.32,6.108000000000001,6.240000000000001,18.02,0.0,9,2012,,-0.18456521739130238,,492.17391304347825,113.2
2012-12-31,241.39,52.82000000000001,0.10499096494398266,0.0013019908549520033,,70.07999999999998,76.61000000000001,3.4,0.0,171.32,834.78,0.0,55.94,4912.16,2574.58,502.45,2277.27,-176.79999999999995,-3.8999999999999986,100.0,6.530000000000001,8.09355357819008,0.75,1.13,0.33,0.06,0.18,4.301448018311047,6.719421756414891,9.277383447777376,9.595537887001568,19.09,0.0,12,2012,,0.6550197628458534,,503.0909090909091,166.02
2013-03-31,416.51,148.54,0.3,0.07,,185.94,191.84,3.88,0.0,230.57,261.42,0.0,55.64,6611.88,4125.31,502.45,2425.81,-463.99,-1.93,377.8,5.9,3.2325,0.8,1.7,0.3,0.07,0.23,9.0,14.48,24.48,25.8,35.66,0.0,3,2013,,34.659333333333336,,495.1333333333333,148.54
2013-06-30,340.69000000000005,101.02000000000001,0.20239621734252286,0.0005591173799219932,,132.93,139.29999999999998,4.58,0.0,207.76,253.43,5.6,60.55,5623.66,3134.52,502.45,2489.14,210.27,159.47,-862.97,6.369999999999999,5.657220352405464,0.92,1.26,0.5,0.07,0.14,7.189113640006412,10.44364481487418,16.240272479564034,17.27654111235775,32.96,0.0,6,2013,,0.27906666666666524,,499.12,249.56
2013-09-30,243.32999999999993,59.170000000000016,0.11691024519806953,0.0009674343277297441,,74.93,81.74000000000001,3.58,-0.64,168.40000000000003,366.23,0.0,63.38,5788.67,3240.36,502.45,2548.31,-98.97,-8.23999999999998,220.0,6.809999999999999,7.6569422849416915,0.71,1.27,0.61,0.07,0.11,4.086108897742364,5.703686716548442,9.291489651151494,9.920121789265703,30.86,0.0,9,2013,,0.48963278688525236,,506.1147540983607,308.73
2013-12-31,204.05999999999995,39.43000000000001,0.07814424402573529,-0.00021295560360415046,,50.5,57.5,3.58,0.0,153.55999999999995,155.32,0.0,62.4,4226.15,1638.41,502.45,2587.75,186.03,-6.930000000000007,-389.99999999999994,7.0,11.456697945726603,0.7,0.63,0.69,0.07,0.1,3.73280330882353,4.4032582720588245,6.092985983455883,6.482574678308825,28.9,0.0,12,2013,,-0.10745307674032034,,504.5797101449276,348.16
2014-03-31,186.11,32.06,0.06,0.0,,40.68,47.67,3.72,0.0,145.43,227.76,0.0,60.47,4846.85,2227.05,502.45,2619.81,-22.11,-3.46,98.0,6.99,15.5,0.71,0.85,0.06,0.0,0.0,2.64,2.84,4.88,5.08,17.23,0.0,3,2014,,0.0,,534.3333333333334,32.06
2014-06-30,229.96999999999997,32.14,0.0650809968847352,0.15,,41.13999999999999,47.17999999999999,3.92,0.0,188.82999999999998,306.79,0.0,55.72,5228.1,2651.53,502.45,2576.58,254.2,-1.79,-173.37,6.039999999999999,15.056238332296203,0.76,1.03,0.13,0.15,1.15,2.4630654205607474,3.0237632398753895,4.986205607476635,5.066305295950156,15.43,0.0,6,2014,,74.07692307692308,,493.84615384615387,64.2
2014-09-30,318.89000000000004,94.38000000000001,0.19045024593265228,0.0005195145376757287,,118.70000000000002,124.9,3.96,0.0,200.19000000000005,274.29,0.0,54.33,6224.92,3553.96,502.45,2670.96,-28.22,-4.289999999999999,0.0,6.200000000000001,5.200308328035601,0.74,1.33,0.32,0.15,0.47,6.070601589103291,7.951297767688233,14.140930760499433,14.474218690881575,21.58,0.0,9,2014,,0.2574519230769283,,495.56250000000006,158.58
2014-12-31,318.5,102.85,0.20457483838886126,0.002144455494778689,,129.50999999999996,135.56,3.72,0.0,188.99,148.67,0.0,50.92,4885.83,2112.02,502.45,2773.82,-122.54,-3.08,0.0,6.050000000000001,4.543569518716578,0.67,0.76,0.52,0.15,0.29,8.419041426003135,11.39324484565658,14.823807520177482,15.343112879164595,24.82,0.0,12,2014,,1.0781249999999858,,502.75,261.43
2015-03-31,317.0,104.37,0.21,0.0,,131.38,136.96,3.76,0.0,185.61,411.94,0.0,47.39,4812.9,1934.72,502.45,2878.18,263.67,-0.4,0.0,5.58,4.475,0.66,0.67,0.21,0.0,0.0,8.68,10.88,14.52,15.199999999999998,32.92,0.0,3,2015,,0.0,,497.00000000000006,104.37
2015-06-30,205.82000000000005,42.18000000000001,0.08346775844421699,0.11,,53.66,59.23999999999998,3.88,0.0,152.16999999999996,260.73,0.0,50.23,4304.26,1439.16,502.45,2865.1,-86.15,-9.79,-55.27,5.58,11.621852773826458,0.68,0.5,0.29,0.11,0.38,3.914350051177073,4.46696417604913,5.894550665301946,6.205396110542477,28.03,0.0,6,2015,,55.587931034482764,,505.344827586207,146.55
2015-09-30,218.08999999999992,48.97,0.09767952127659575,-0.0008801815847395535,,61.84,67.66000000000003,3.56,0.0,156.25,200.84,0.0,47.54,4750.69,1836.62,502.45,2914.06,-54.81000000000002,-5.08,0.0,5.82,9.113220338983053,0.61,0.63,0.39,0.11,0.28,4.127585924713584,4.508285597381342,6.722354746317511,7.012888707037643,26.39,0.0,9,2015,,-0.4412643678160961,,501.3333333333333,195.52
2015-12-31,203.09000000000003,39.48999999999998,0.07897663929194498,-0.00028864019970782255,,50.28000000000003,55.839999999999975,3.36,0.0,152.82000000000005,378.68,0.0,45.49,4125.18,1162.02,502.45,2963.16,183.67000000000002,-5.830000000000002,0.0,5.559999999999999,10.637639275766022,0.57,0.39,0.47,0.11,0.23,3.8312071826730763,4.436134632568825,5.330082975192543,5.504839794051314,24.9,0.0,12,2015,,-0.14432624113475612,,500.02127659574467,235.01
2016-03-31,225.23,46.54,0.09,0.0,,59.32,64.77,3.42,0.0,165.91,500.16,0.0,43.11,5108.88,2099.17,502.45,3009.7,124.97,-3.49,0.0,5.45,9.5,0.57,0.7,0.09,0.0,0.0,3.64,4.8,6.2,6.32,20.66,0.0,3,2016,,0.0,,517.1111111111111,46.54
2016-06-30,200.54,39.27,0.07779862486889641,0.1,,48.87,54.33,3.3,0.0,151.67,428.33,0.0,46.34,6637.06,3638.33,502.45,2998.72,-11.760000000000005,-9.82,-50.24,5.46,10.60333651642475,0.55,1.21,0.17,0.1,0.59,2.3614170842559146,3.6245006409509384,5.235389814706911,5.363528726255681,20.15,0.0,6,2016,,50.476470588235294,,504.7647058823529,85.81
2016-09-30,309.82000000000005,84.94,0.1691338213762811,-0.0005095168374817019,,98.34,105.43,3.56,0.0,211.47999999999996,226.57,0.0,122.85,5963.53,2867.46,502.45,3096.06,278.8,-480.57,0.0,7.09,5.261809806922534,0.58,0.93,0.34,0.1,0.29,5.690855636896046,7.680665300146413,10.983749341142019,11.302118887262077,23.21,0.0,9,2016,,-0.2558823529411782,,502.20588235294116,170.75
2016-12-31,326.4999999999999,69.55000000000001,0.1389263420724095,-0.0003157817434089565,,86.07000000000002,95.92999999999998,3.8,-2.93,240.43000000000006,119.85,0.0,122.34,6220.46,3054.85,502.45,3165.61,-91.26999999999998,-15.449999999999989,0.0,9.86,6.841035226455786,0.6,0.97,0.48,0.1,0.21,4.468797336662506,6.552692467748649,8.787091136079901,9.07652101539742,22.63,0.0,12,2016,,-0.15808823529410887,,500.62500000000006,240.3
2017-03-31,311.71,70.74,0.14,0.1,,88.33,98.42,3.92,0.0,223.38,234.77,0.0,116.56,6276.49,3040.14,502.45,3236.35,117.92,-3.0,0.0,10.09,7.0,0.61,0.94,0.14,0.1,0.71,4.52,6.2,8.76,9.08,22.69,0.0,3,2017,,50.528571428571425,,505.2857142857142,70.74
2017-06-30,262.09,41.89,0.08182367042528634,0.0013026217323473897,,52.489999999999995,62.89,3.88,0.0,209.61,20.96,0.0,116.34,6124.75,2896.76,502.45,3227.99,-154.14,-9.42,-50.24,10.399999999999999,11.8572045834328,0.6,0.9,0.22,0.1,0.45,2.7373737015004886,3.287823847997869,5.192083814259079,5.385485217082483,19.63,0.0,6,2017,,0.6668831168831204,,511.95454545454544,112.63
2017-09-30,279.38,49.25999999999999,0.09736981901290999,-0.0011955368123136444,,61.46000000000001,72.30000000000001,4.04,-1.66,217.90999999999997,169.41,0.0,111.91,6484.85,3207.59,502.45,3277.26,153.25,-4.8100000000000005,0.0,10.84,10.376932095006092,0.62,0.98,0.32,0.1,0.31,3.042806844153437,3.9556488973994686,6.012586324047192,6.1829835073197845,18.97,4.03,9,2017,,-0.6048295454545496,,505.90624999999994,161.89
