,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2013-06-30,965.44,151.24,0.4380201757240482,-0.03959648551903781,279.63,189.84,208.16000000000003,17.8,775.6000000000001,189.38,241.69,84.32,1290.45,3511.75,630.48,4201.78,0.0,179.66,402.05,48.94,450.99,345.0,3726.43,305.32,-388.58,-311.38,18.320000000000004,10.159349378471303,1.65,0.12,0.89,9.0,10.11,14.39068532378783,18.701985030914415,16.24119752684673,16.831786527822977,19.981594533029615,16.48,15.96,0.0,8.73,5.52,6,2013,-13.67191011235991,345.2808988764045,307.3
2013-09-30,866.75,200.21999999999997,0.5799247320302647,-0.0007611367726022372,231.60000000000002,238.90000000000003,257.94,17.0,627.8500000000001,160.93000000000006,284.05,91.58,1604.62,3593.71,656.98,4305.77,0.0,131.95,303.89,47.6,351.5,345.0,3926.66,-266.38,309.21,-0.1500000000000341,19.04,7.32560583358306,1.49,0.09,1.47,9.0,6.12,18.604932219419922,23.13386822194199,20.388102143757877,21.240236443883983,24.632993379571246,19.25,18.18,0.0,11.83,6.55,9,2013,-0.26278376519121593,345.2517006802721,507.52
2013-12-31,1028.46,143.56000000000006,0.4167358849910919,0.38001562239443915,269.42999999999995,180.28999999999996,199.19999999999993,18.8,848.1699999999996,231.3599999999999,149.76,149.58,1321.17,3654.46,684.1,4390.42,0.0,179.07,381.87,48.19,430.06,345.0,3932.22,504.59000000000003,-502.34999999999997,-138.04999999999995,18.910000000000004,11.281425884647529,1.65,0.11,1.89,9.4,4.97,13.079773914111941,16.501859064938262,14.605600540640172,14.993672052589549,17.710172636235182,17.87,17.04,0.0,9.57,6.11,12,2013,130.9103552532124,344.4867724867725,651.08
2014-03-31,895.99,130.91,0.38,0.5,239.88,165.06,184.6,18.8,730.93,155.9,222.02,125.16,1398.39,3762.49,687.12,4498.68,0.0,151.74,360.54,46.06,406.59,345.0,4063.13,2.35,69.91,-0.16,19.54,12.3675,1.6,0.1,0.38,0.5,1.32,11.64,14.88,12.88,13.16,15.96,15.1,14.61,0.0,10.44,6.56,3,2014,172.25,344.5,130.91
2014-06-30,925.1500000000001,118.34,0.34184473420260786,0.0024272818455365916,237.84000000000003,148.57999999999998,169.42,30.0,776.58,143.54,272.24,80.22,1496.3,3750.89,710.1,4512.15,0.0,229.36,426.53,48.42,474.95,345.0,4008.97,201.53,22.27000000000001,-173.41,20.840000000000003,21.941540265337167,2.58,0.12,0.72,0.5,0.69,10.48323851554664,13.673789368104313,11.812634704112337,12.230444934804414,14.585375325977934,14.01,13.69,0.0,8.79,5.29,6,2014,0.8402777777777715,346.18055555555554,249.25
2014-09-30,764.2,83.5,0.24090157776108187,0.0006260956674180543,179.14999999999998,105.74000000000001,127.25999999999999,37.5,658.45,98.43,255.93,73.06,1537.26,3728.9,746.15,4526.83,12.26,161.66,354.58,50.78,405.36,345.0,4092.47,-34.31999999999999,4.839999999999989,12.859999999999985,21.519999999999996,38.91381736526946,3.16,0.1,0.96,0.5,0.52,7.377610818933133,9.535687453042826,8.160540946656651,8.331179564237416,10.087753568745306,13.18,12.87,0.0,10.52,6.18,9,2014,0.21701388888891415,346.61458333333337,332.75
2014-12-31,983.9200000000001,110.5,0.3190975747320925,-0.000470013160368545,230.09000000000003,138.95000000000005,160.39,31.75,844.9699999999998,203.27999999999997,311.0,101.38,1450.64,3800.94,776.63,4634.49,11.96,138.19,347.26,54.86,402.12,345.0,4202.97,180.61,-125.25999999999999,-0.13999999999998636,21.440000000000005,24.870135746606337,2.61,0.1,1.28,0.5,0.39,9.533040045121265,12.33511562323745,10.520248166948676,10.8692611393119,12.983282571912012,12.7,12.42,0.0,10.95,6.77,12,2014,-0.16276041666668561,346.2890625,443.25
2015-03-31,829.56,94.12,0.27,0.7,199.36,118.5,138.98,29.0,711.06,110.42,271.81,123.09,1236.94,3644.98,800.9,4717.48,0.0,133.66,333.58,54.06,387.65,345.0,4299.95,297.68,-324.71,-12.04,20.48,26.8525,2.33,0.09,0.27,0.7,2.59,8.0,10.28,8.76,9.0,10.8,11.66,11.35,0.0,10.93,7.22,3,2015,244.0148148148148,348.5925925925926,94.12
2015-06-30,985.01,146.81,0.42654297928859003,-0.00896264628884055,269.32,184.26999999999998,204.85,26.0,800.74,184.47999999999996,197.63,125.65,1014.12,3827.75,820.98,4705.56,0.0,190.02,415.08,55.7,470.78,345.0,4205.26,440.68,-273.59999999999997,-242.3,20.580000000000002,15.23762039370615,2.13,0.11,0.7,0.7,1.0,12.479428879757606,16.01364213672021,13.96623583613498,14.307470219565849,17.20796247872826,13.55,13.28,0.0,9.22,6.78,6,2015,-3.0848148148147914,344.1857142857143,240.93
2015-09-30,691.03,98.92000000000002,0.2881588936295425,0.34815889362954255,209.54000000000002,124.46000000000004,147.23000000000002,24.2,566.5699999999999,125.40000000000003,131.88,58.11,1029.58,3711.49,816.23,4583.69,0.0,104.44,312.43,58.03,370.46,345.0,4183.43,121.55999999999995,-66.43000000000006,-120.80999999999997,22.769999999999996,20.99154367165386,2.0,0.09,0.99,1.05,1.06,8.627302633514788,10.920930998970135,9.45394026776519,9.558725319994117,11.642783580991615,13.86,13.56,0.0,11.88,8.58,9,2015,119.51696969696974,343.2828282828283,339.85
2015-12-31,951.2800000000002,148.0,0.4277544327149738,0.008224398334063293,296.47,185.92999999999995,210.71999999999997,20.2,765.3499999999999,262.53000000000003,237.56,68.5,989.3,3922.62,796.86,4734.65,0.0,143.07,313.7,59.31,373.01,345.0,4331.43,189.58000000000004,-83.86000000000001,-0.09000000000003183,24.790000000000006,11.808936655405406,1.61,0.09,1.41,1.05,0.74,12.498923849543917,15.88455467869222,13.663872091831506,13.870165009736597,16.831075125550885,14.4,14.11,0.0,12.5,9.35,12,2015,2.845583494519701,345.9929078014185,487.85
2016-03-31,837.6,135.39,0.38999999999999996,0.35,276.33,170.53,196.41,24.5,667.06,155.97,349.63,57.47,911.42,3015.18,1873.1,4908.48,0.0,142.07,351.53,56.38,407.91,345.0,4469.68,173.04,-60.38,-0.06,25.88,15.704999999999998,1.89,0.09,0.39,0.35,0.9,11.04,14.16,12.12,12.36,14.96,16.45,16.16,0.0,8.58,5.98,3,2016,121.50384615384614,347.15384615384613,135.39
2016-06-30,914.35,174.13,0.5063226932023779,-0.0033001471260711377,316.77000000000004,218.97,244.88000000000002,18.0,695.3900000000001,204.67999999999998,365.29,95.03,1025.81,3119.55,1851.01,4990.2,0.0,160.16,379.19,56.85,436.04,345.0,4523.06,140.63000000000002,-3.5899999999999963,-121.21,25.91,8.887612703152817,1.37,0.1,0.9,0.35,0.39,13.952003101576635,18.070094339622642,15.392209873352288,15.954790643577153,19.015230033600414,17.96,17.67,0.0,8.23,5.52,6,2016,-1.134957264957265,343.9111111111111,309.52
2016-09-30,722.5199999999998,113.46000000000004,0.3299347486878813,0.34997462448973166,234.14,143.19000000000005,169.67000000000002,19.1,579.3299999999999,126.88,227.46,79.52,1141.48,3081.01,1833.53,4933.7,0.0,128.51,328.27,57.91,386.18,345.0,4515.78,7.0,-23.83,-120.84000000000002,26.479999999999997,14.473998325401018,1.46,0.09,1.23,0.7,0.57,9.195254621967944,12.006405976641926,10.053621447822595,10.429156934134005,12.414130218922883,17.41,17.09,0.0,9.39,5.91,9,2016,120.35143631436318,343.88617886178866,422.98
2016-12-31,855.3500000000004,141.15999999999997,0.4103633849753606,0.00020680445752225895,272.71000000000004,176.56999999999994,203.27999999999997,19.0,678.78,305.1,256.12,53.44,1068.66,3211.72,1814.3,5045.45,0.0,136.96,299.83,56.55,356.38,345.0,4656.94,242.47999999999996,-215.27999999999997,-0.04999999999998295,26.710000000000008,11.57973682346274,1.41,0.08,1.64,0.7,0.43,11.18990888786471,14.512851419860315,12.120733151345409,12.56112312546531,14.963250257028394,17.23,16.94,0.0,10.71,7.15,12,2016,0.07113821138207754,343.9878048780488,564.14
2017-03-31,942.34,144.49,0.42,0.45,288.39,181.98,208.14,18.5,760.35,168.87,205.54,90.01,1100.94,3436.5,1798.86,5255.81,0.0,144.59,518.44,60.82,579.26,345.0,4643.82,44.37,-94.5,-0.1,26.16,11.0125,1.37,0.12,0.42,0.45,1.07,11.0,14.32,12.44,12.68,15.360000000000001,15.55,15.33,0.0,6.63,4.5,3,2017,154.8107142857143,344.0238095238096,144.49
2017-06-30,977.0600000000001,140.17000000000002,0.4087019602332607,-0.001390756892934911,267.87,176.00000000000003,202.36,18.7,801.07,160.81,229.51,117.92,1136.72,3487.69,1783.7,5291.08,0.0,204.76,414.03,60.73,474.76,345.0,4783.99,216.8,-36.389999999999986,-155.85,26.360000000000003,11.438592066776058,1.35,0.1,0.83,0.45,0.54,10.596706246047917,13.708750087824072,11.719405606688683,12.054245766879786,14.457216328251247,15.05,14.83,0.0,8.42,5.68,6,2017,-0.47697934595524316,342.9638554216868,284.66
2017-09-30,589.77,45.339999999999975,0.13189818181818175,0.3510291347207009,156.21000000000004,56.789999999999964,82.69,20.0,532.98,48.21999999999997,219.93,72.91,1261.4,3321.12,1772.64,5114.04,0.0,131.99,314.12,58.76,372.88,345.0,4708.58,-102.49000000000001,214.54999999999998,-120.79000000000002,25.9,37.90196294662552,1.47,0.08,0.96,0.8,0.83,3.544763636363635,4.5394957575757555,3.8525260606060585,3.9294666666666647,4.748334545454544,13.35,13.15,0.0,10.57,6.56,9,2017,120.66626506024093,343.75,330.0
