,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,TIE,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2010-03-31,21.86,5.73,0.03,0.0,15.15,6.05,12.4,,0.0,15.81,9.74,2.78,44.16,0.09,54.03,33.81,203.58,8.92,4.78,0.59,16.56,12.24,28.79,110.0,174.79,-6.24,-3.63,1.34,6.35,0.0,0.0,0.16,0.03,11.24,0.0,13.120000000000001,0.0,12.92,26.25,26.21,0.0,3.26,3.26,3,2010,0.0,191.00000000000003,5.73
2010-06-30,29.880000000000003,11.48,0.04669378268448577,0.0,21.18,12.379999999999999,18.85,1.74,1.39,17.5,16.57,53.35,62.27,0.09,122.93,48.58,303.14,7.78,5.0,1.6,18.08,9.67,27.75,140.0,275.39,4.5200000000000005,-40.669999999999995,86.72999999999999,6.470000000000001,9.317086236933797,0.88,0.1,0.07,15.155467751307377,0.0,16.676350958744916,0.0,17.263358512492736,33.3,33.26,0.0,6.8,6.79,6,2010,0.0,245.85714285714283,17.21
2010-09-30,27.6,5.91,0.023006055363321797,0.0,18.490000000000002,6.149999999999999,12.93,1.75,1.39,21.439999999999998,10.250000000000004,40.66,71.49,0.09,120.1,49.87,308.95,6.87,4.34,1.61,18.04,9.61,27.65,140.0,281.29,3.9400000000000004,-15.650000000000006,-0.9899999999999949,6.780000000000001,19.01238578680203,0.87,0.1,0.09,7.648235294117647,0.0,8.404878892733564,0.0,8.640051903114186,29.21,29.14,0.0,6.66,6.65,9,2010,0.0,256.8888888888889,23.12
2010-12-31,19.03,-16.700000000000003,-0.05202492211838007,0.0,3.1300000000000026,-16.21,-8.64,1.31,2.05,35.25,-4.550000000000004,40.58,58.75,1.1,107.33,50.7,304.21,7.12,7.33,3.61,22.77,16.85,39.62,140.0,264.59,-6.15,-3.3699999999999974,9.450000000000003,7.57,-6.29505988023952,0.69,0.15,0.02,-21.95451713395639,-0.0,-25.284112149532717,-0.0,-30.902803738317765,6.67,6.53,0.0,4.71,4.67,12,2010,0.0,321.0,6.42
2011-03-31,9.74,-12.23,-0.04,0.0,-2.05,-11.84,-4.28,1.16,0.0,21.58,-10.34,53.01,40.51,6.43,107.79,51.67,295.86,9.9,10.89,3.58,27.46,16.69,44.15,140.0,251.72,12.34,-1.78,1.86,7.56,-7.25,0.65,0.18,-0.04,-16.52,-18.96,-19.44,-22.92,-17.64,-135.74,-125.56,0.0,3.93,3.69,3,2011,0.0,305.75,-12.23
2011-06-30,3.5199999999999996,-20.929999999999996,-0.07574185765983112,0.0,-6.4799999999999995,-20.419999999999998,-12.34,1.22,5.33,23.950000000000003,-12.530000000000001,35.5,28.42,8.39,79.8,52.32,267.95,10.01,5.07,3.72,21.42,15.75,37.17,140.0,230.78,-3.4399999999999995,-13.3,-0.77,8.080000000000002,-4.028155757286193,0.74,0.16,-0.12,-31.256139927623643,-28.52943305186972,-36.280349819059104,-33.07394451145959,-33.04869722557297,-277.95,-250.08,0.0,3.73,3.33,6,2011,0.0,276.3333333333333,-33.16
2011-09-30,4.049999999999999,-27.96,-0.1006413612565445,0.0,-5.280000000000001,-27.450000000000003,-19.220000000000002,0.92,16.18,31.489999999999995,-14.359999999999996,23.95,14.93,7.08,56.7,52.48,243.37,10.04,8.67,3.57,25.46,15.09,40.55,140.0,202.82,-4.7700000000000005,-5.92,-0.8500000000000001,8.23,-2.2843490701001428,0.64,0.2,-0.22,-45.94735602094241,-39.56120418848168,-55.15146596858639,-46.20353403141362,-50.13769633507854,-379.63,-353.09,0.0,2.23,1.95,9,2011,0.0,277.8181818181818,-61.12
2011-12-31,-0.03999999999999915,-52.87,-0.19016317220808843,0.0,-5.769999999999998,-51.48,-46.14999999999999,0.74,31.44,51.44000000000001,-11.540000000000006,2.17,11.84,4.05,28.97,51.43,192.61,24.92,7.28,3.59,42.7,14.54,57.24,140.0,135.37,-14.77,-6.600000000000001,1.2,5.329999999999998,-0.9702194060904105,0.77,0.42,-0.41,-109.79372225633828,-83.04101061496623,-156.23064128432318,-105.74927625230283,-137.60392666023336,-753.4,-660.05,0.0,0.68,0.58,12,2011,0.0,278.0243902439024,-113.99
2012-03-31,0.94,-13.45,-0.05000000000000001,0.0,-1.85,-12.25,-8.96,0.76,2.56,13.19,-9.56,2.26,8.08,8.49,30.52,50.17,190.98,39.84,5.39,3.69,55.32,13.75,69.07,140.0,121.92,-12.78,-0.47,13.33,3.29,-3.8,0.87,0.57,-0.05,-28.16,-20.12,-44.12,-28.8,-36.12,-1582.35,-1430.85,-15.12,0.55,0.4,3,2012,0.0,268.99999999999994,-13.45
2012-06-30,1.3599999999999999,-11.75,-0.04196428571428571,0.0,-1.75,-10.68,-7.469999999999999,0.78,4.56,12.040000000000001,-8.089999999999998,1.03,5.62,7.92,25.84,47.37,181.21,40.09,5.27,2.71,56.67,14.38,71.05,140.0,110.16,-1.8399999999999999,0.8899999999999999,-0.2699999999999996,3.21,-4.648595744680851,0.99,0.64,-0.09,-25.94325396825397,-19.04246031746032,-42.67301587301587,-27.565873015873017,-34.336111111111116,-1140.27,-1095.65,-12.74,0.46,0.32,6,2012,0.0,280.0,-25.2
