,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2009-03-31,68.4,18.52,0.26,0.0,26.91,18.72,23.49,,49.68,18.05,10.29,42.46,2.74,117.49,55.67,178.32,0.0,6.56,4.46,22.24,7.78,30.03,70.0,148.3,32.9,-29.73,-6.4,4.77,0.0,0.0,0.2,0.26,0.0,0.0,41.56,0.0,49.96,0.0,47.96,27.4,27.08,5.28,5.16,3,2009,0.0,71.23076923076923,18.52
2009-06-30,67.46000000000001,16.080000000000002,0.21842774566473988,0.0,25.069999999999997,16.72,21.66,4.08,50.73,20.34,7.25,45.86,3.68,155.33,52.3,213.66,0.0,5.66,2.81,22.92,4.4,27.32,90.0,186.35,19.14,-39.08999999999999,16.92,4.940000000000001,4.6692786069651735,1.97,0.15,0.47,0.0,0.0,30.096554913294803,0.0,34.520878612716764,0.0,34.53946820809249,25.7,25.47,6.78,6.62,6,2009,0.0,73.61702127659575,34.6
2009-09-30,76.38999999999999,21.269999999999996,0.2703006980490424,0.15,31.360000000000007,22.46,27.43,4.5,53.94,24.4,7.73,57.37,3.3,168.29,51.36,225.53,0.0,5.36,2.74,27.77,3.74,31.52,90.0,194.02,22.919999999999995,-8.13000000000001,-14.32,4.969999999999999,4.163326281147157,2.09,0.16,0.71,0.15,0.21,37.7202720601396,0.0,43.857240021478425,0.0,44.58819402183641,26.49,26.32,6.06,5.94,9,2009,11.803521126760563,78.69014084507042,55.87
2009-12-31,67.45999999999998,14.140000000000008,0.17369518640194265,0.005006025296185066,24.239999999999995,13.809999999999995,18.89,7.05,53.650000000000006,16.619999999999997,11.45,49.64,3.0,179.65,50.27,238.15,0.0,3.89,2.72,26.95,3.05,30.0,90.0,208.15,30.150000000000006,-25.700000000000003,-0.7199999999999998,5.080000000000002,10.14996463932107,3.05,0.14,0.86,0.15,0.17,23.75180688473076,0.0,27.169158691615497,0.0,27.427681759748623,25.17,25.03,6.67,6.55,12,2009,0.4075253848673448,81.40697674418605,70.01
2010-03-31,63.81,11.9,0.13,0.0,21.99,12.37,16.66,5.9,51.44,14.42,13.2,41.58,3.11,184.0,51.61,241.75,0.0,5.11,2.63,19.3,2.4,21.7,90.0,220.05,9.38,-6.88,-0.74,4.29,11.345,2.41,0.1,0.13,0.0,0.0,19.68,23.56,21.64,25.84,22.24,18.74,18.65,9.53,9.37,3,2010,0.0,91.53846153846153,11.9
2010-06-30,61.44,7.119999999999999,0.07861198738170347,0.25,16.12,7.15,11.8,5.55,54.3,9.290000000000001,11.62,40.7,3.15,149.72,58.66,229.46,0.0,5.27,2.62,22.83,1.96,24.79,90.0,204.67,11.24,10.31,-23.14,4.6499999999999995,17.65093398876405,2.44,0.12,0.21,0.25,1.19,12.41320715036803,13.191840168243955,13.910578338590954,14.569421661409043,14.150157728706622,15.25,15.19,6.56,6.42,6,2010,22.642857142857142,90.57142857142857,19.02
2010-09-30,72.21000000000001,15.419999999999998,0.17013937282229966,0.10016592002654716,25.730000000000004,16.12,21.11,5.8,56.07000000000001,17.68,17.88,40.49,4.65,170.13,53.37,239.66,0.0,6.76,2.53,27.19,1.37,28.56,90.0,211.1,20.389999999999997,-4.44,-9.690000000000001,4.99,8.520661478599223,2.47,0.14,0.38,0.35,0.92,25.735818815331008,27.437212543554008,29.21024390243902,30.445993031358885,30.03407665505226,17.55,17.44,6.26,6.09,9,2010,9.0781954887218,90.63157894736841,34.44
2010-12-31,81.31999999999996,26.830000000000005,0.2977705239105599,-0.002053464819221213,37.36,27.740000000000002,33.4,5.7,53.59,29.629999999999995,19.37,58.66,5.85,188.55,60.86,266.24,0.0,3.88,2.33,26.88,1.43,28.32,90.0,237.92,23.000000000000007,-20.81,-0.7000000000000028,5.66,4.784221021244875,2.16,0.12,0.68,0.35,0.51,40.30411620695284,44.017489799249226,45.103476415864215,48.11621348131223,46.382138077362505,22.12,21.98,7.01,6.8,12,2010,-0.18502321981424075,90.10294117647058,61.27
2011-03-31,76.35,18.67,0.21,0.0,27.86,19.18,23.64,6.0,57.17,17.73,16.2,42.65,5.9,208.6,64.93,286.76,0.0,7.53,2.63,25.99,9.94,35.94,90.0,250.82,31.15,-33.81,-0.51,4.46,7.1425,2.15,0.14,0.21,0.0,0.0,26.04,29.039999999999996,29.76,31.72,29.44,24.93,24.45,8.03,7.8,3,2011,0.0,88.90476190476191,18.67
2011-06-30,80.94,17.83,0.20028219178082188,0.25,28.730000000000004,18.270000000000003,21.54,6.1,62.67,17.55,9.21,50.55,5.37,198.33,67.61,285.47,0.0,6.89,2.62,28.53,10.6,39.13,90.0,246.35,10.840000000000003,5.490000000000002,-23.319999999999997,3.2700000000000005,7.6152551878855865,2.23,0.16,0.41,0.25,0.61,24.99130958904109,28.430301369863013,28.957873972602737,31.634816438356165,28.488920547945202,23.53,23.21,6.95,6.76,6,2011,22.25609756097561,89.02439024390245,36.5
