,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2000-03-31,110.63,-4.8,-0.27,0.0,7.05,-11.23,-6.19,0.64,121.86,-37.65,40.61,127.58,66.21,312.62,469.13,923.6,448.38,86.18,3.31,609.63,48.1,657.73,180.0,273.66,-65.8,-2.65,34.31,5.04,-0.595,0.42,2.4,-0.27,0.0,0.0,-2.08,0.0,-7.000000000000001,0.0,-14.32,-5.72,-4.34,0.51,0.4,3,2000,0.0,17.777777777777775,-4.8
2000-06-30,89.37,-78.57000000000001,-4.363429291111911,0.0,-1.7699999999999996,-68.89999999999999,-64.62,0.62,158.26999999999998,-25.97,37.12,178.16,65.88,347.32,464.4,904.18,444.27,142.04,3.24,662.5,47.17,709.67,180.0,202.21,-25.549999999999997,1.0799999999999998,-5.020000000000003,4.28,-0.03448549064528446,0.55,3.51,-4.63,0.0,0.0,-34.75664627563872,0.0,-155.42478589420654,0.0,-125.00329614969412,-38.62,-41.69,0.52,0.42,6,2000,0.0,18.00647948164147,-83.37
2000-09-30,126.30000000000001,-22.53,-1.250957507082153,0.0,-13.84,-12.300000000000011,-8.480000000000004,0.55,138.60000000000002,-36.65,43.94,122.65,75.4,307.96,461.64,846.82,463.05,92.81,3.48,630.82,46.0,676.82,180.0,177.56,-16.88000000000001,5.34,8.079999999999998,3.8200000000000003,-0.1057589880159787,0.56,3.81,-5.88,0.0,0.0,-10.645903682719545,0.0,-50.753133144475925,0.0,-36.41392634560906,-33.36,-32.45,0.49,0.37,9,2000,0.0,18.010204081632654,-105.9
2000-12-31,82.44,-39.579999999999984,-2.198284300247456,0.0,26.130000000000003,-29.799999999999997,-25.86999999999999,0.44,112.25,-2.8299999999999983,78.36,100.73,77.56,263.12,458.72,784.55,455.89,63.79,3.54,612.15,45.13,657.28,180.0,135.33,2.0400000000000063,5.700000000000001,-13.109999999999996,3.9299999999999997,-0.04594492167761498,0.58,4.86,-8.08,0.0,0.0,-20.176332141875164,0.0,-116.98790211712947,0.0,-77.15760241957655,-34.11,-35.59,0.43,0.3,12,2000,0.0,18.004950495049503,-145.48
2001-03-31,265.26,-10.12,-0.56,0.0,19.21,1.29,4.85,0.46,263.97,-2.14,67.99,188.09,69.49,332.97,465.29,857.88,469.33,124.96,3.63,699.34,44.19,743.53,180.0,123.84,-21.16,-1.81,12.6,3.56,-0.205,0.67,6.0,-0.56,0.0,0.0,-4.72,0.56,-32.68,-20.36,3.24,-3.87,-3.82,0.48,0.38,3,2001,0.0,18.07142857142857,-10.12
2001-06-30,93.44,-20.700000000000003,-1.1485074626865672,0.0,8.43,-11.07,-7.72,0.74,104.50999999999999,-11.99,64.39,92.73,70.03,234.3,456.06,752.97,469.06,84.23,3.53,617.77,43.31,661.08,180.0,101.46,-1.3900000000000006,-1.17,-1.0399999999999991,3.35,-0.16005555555555553,1.3,6.52,-1.71,0.0,0.0,-10.988059701492539,-3.1701492537313434,-81.6179104477612,-54.53731343283583,-19.42388059701493,-8.71,-8.59,0.38,0.27,6,2001,0.0,18.023391812865498,-30.82
2001-09-30,57.19999999999999,-62.54,-3.476677377892031,0.0,3.289999999999999,-53.46,-51.03,0.67,110.66999999999996,-28.36,41.09,94.47,84.23,228.53,453.54,745.63,475.0,84.55,10.03,644.2,63.46,707.66,180.0,37.97,-28.330000000000002,-0.9199999999999999,5.950000000000001,2.4299999999999997,-0.04851614966421491,3.16,18.64,-5.19,0.0,0.0,-33.54759211653813,-21.275389888603257,-658.840411311054,-232.1268294772922,-167.06808054841474,-21.43,-22.45,0.35,0.22,9,2001,0.0,17.98843930635838,-93.36
2001-12-31,172.55000000000007,216.82,12.047506884820995,0.0,12.229999999999997,17.160000000000004,23.009999999999998,0.62,155.37,-7.780000000000001,25.44,111.22,67.69,209.17,61.6,334.06,62.3,79.96,0.0,207.12,243.15,450.27,180.0,-116.22,2.6300000000000026,-0.27,-8.010000000000002,5.85,0.012811779356147957,-0.96,-3.87,6.86,0.0,0.0,259.63606674226475,-57.88423132998542,-746.2429483233436,9076.725157945892,-254.99970840758138,21.18,20.98,1.01,0.68,12,2001,0.0,17.997084548104954,123.46
2002-03-31,127.96,-10.41,-0.58,0.0,13.76,-4.28,-2.9,1.06,132.24,-8.8,35.26,103.01,67.92,210.71,64.13,337.95,58.41,85.02,0.0,202.74,261.3,464.04,180.0,-126.1,7.41,-2.2,4.61,1.38,-0.455,-1.51,-3.68,-0.58,0.0,0.0,-12.32,-2.88,33.04,3684.96,-12.68,-8.45,-8.14,1.04,0.7,3,2002,0.0,17.948275862068968,-10.41
2002-06-30,102.88000000000001,-6.620000000000001,-0.36928948913681736,0.0,12.17,-0.3700000000000001,1.02,0.58,103.25999999999999,-3.6499999999999986,26.95,91.73,74.26,197.55,66.02,331.87,69.81,64.91,0.0,194.66,264.14,458.8,180.0,-126.93,-17.98,-1.7199999999999998,11.39,1.3900000000000001,-0.3923074018126888,-0.82,-3.61,-0.95,0.0,0.0,-7.976652965355256,-1.3372166764533178,20.86679976512038,207.93719318849088,-5.27112155020552,-7.66,-7.38,1.01,0.63,6,2002,0.0,17.926315789473687,-17.03
