,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,property_plant_equipment,total_asset,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,DPS,DPR%,ROA%,ROAA%,ROE%,ROAE%,TIE,month,year,dividend,ROCE%,number_of_shares,return_old
2000-03-31,1193.91,-19.27,-0.01,0.0,0.0,14.11,10.48,9.0,328.96,532.31,0.0,2448.25,0.0,645.2,67876.74,51310.23,13331.54,16277.38,1607.17,-2901.88,1560.5,-3.63,-225.0,7.37,3.15,-0.01,0.0,0.0,-0.12,0.0,-0.48,0.0,0.0,3,2000,0.0,,1927.0,-19.27
2000-06-30,1408.9199999999998,-1852.64,-1.38558798232821,0.0,0.0,-1782.07,-2631.95,5.5,2445.38,629.53,0.0,2092.71,0.0,631.44,72625.19,57591.76,13331.54,14737.08,4966.5599999999995,-5348.749999999999,5.089999999999918,-849.88,-0.9927193491450039,4.98,3.91,-1.4,0.0,0.0,-10.213762841162236,0.0,-50.27704964448077,0.0,0.0,6,2000,0.0,,1337.0785714285716,-1871.91
2000-09-30,1176.83,300.70000000000005,0.22582977450499933,0.0,0.0,296.8800000000001,-470.49000000000024,5.0,2303.79,519.5700000000002,0.0,2498.94,0.0,681.85,81730.53,66128.45,13331.54,15215.64,3720.58,-3545.460000000001,241.72000000000003,-767.3700000000001,5.538685068174259,4.38,4.35,-1.18,0.0,0.0,1.4698073459308432,-0.0,7.907869730971672,-0.0,0.0,9,2000,0.0,,1331.533898305085,-1571.21
2000-12-31,2810.62,118.16000000000008,0.0886372802037095,0.0,0.0,14.329999999999927,-52.11999999999989,5.3,3488.2,844.22,0.0,2337.59,0.0,715.02,85443.74,69583.91,13331.54,15246.33,1648.460000000001,-1793.9599999999991,0.0,-66.44999999999982,14.941230111712922,4.63,4.56,-1.09,0.0,0.0,0.5529665187020409,-0.0,3.0998652489590883,-0.0,0.0,12,2000,0.0,,1333.0733944954127,-1453.05
2001-03-31,2744.37,648.87,0.49000000000000005,0.0,0.0,660.81,547.09,7.0,806.42,687.67,0.0,1977.47,0.0,727.04,86566.64,70281.51,13331.54,15639.17,-906.95,1122.52,-576.82,-113.72,3.5724999999999993,5.97,4.49,0.49,0.0,0.0,3.0,3.44,16.6,16.28,0.0,3,2001,0.0,,1324.2244897959183,648.87
2001-06-30,1963.79,-188.04000000000002,-0.14281622290215482,0.0,0.0,-171.05999999999995,-348.46000000000004,9.4,1359.15,825.82,0.0,1964.47,0.0,604.28,91395.8,76224.54,13331.54,14792.71,-12698.929999999998,12825.17,-140.37,-177.4,-16.45646378430121,8.47,5.15,0.35,0.0,0.0,-0.8160927022980277,-0.9793112427576331,-5.092418462339692,-5.092418462339692,0.0,6,2001,0.0,,1316.6571428571428,460.83
2001-09-30,1470.6500000000005,-476.51,-0.3038966836734694,0.0,0.0,-487.83,-684.3299999999999,7.3,1802.59,796.1299999999999,0.0,2397.52,0.0,616.06,93898.3,78983.52,13331.54,14544.32,9128.099999999999,-8706.990000000002,0.0,-196.5,-6.005330423285975,6.69,5.43,-0.01,0.0,0.0,-2.431173469387755,0.0,-13.371454081632653,-13.371454081632653,0.0,9,2001,0.0,,1568.0,-15.68
2001-12-31,2607.0099999999993,507.41,0.38179834462001505,0.0,0.0,526.71,216.51,9.45,2055.86,838.2600000000002,0.0,1868.45,0.0,688.22,98374.66,82094.27,13331.54,15889.42,-1138.6400000000003,615.3600000000006,-7.449999999999932,-310.20000000000005,6.18769052639877,7.93,5.17,0.37,0.0,0.0,2.0637748357838652,2.3939788095092838,12.754128485144287,13.04305696215403,0.0,12,2001,0.0,,1329.0,491.73
2002-03-31,2182.79,373.96,0.28,0.0,0.0,418.86,116.99,12.4,80.26,954.86,0.0,1427.23,0.0,707.13,101148.23,84725.88,13331.54,16031.04,1351.86,-1139.5,0.0,-301.87,11.0725,10.31,5.29,0.28,0.0,0.0,1.4799999999999998,1.8,9.32,9.44,0.0,3,2002,0.0,,1335.5714285714284,373.96
2002-06-30,2785.7700000000004,668.76,0.500261623446371,0.0,0.0,681.85,332.8,14.5,321.99,998.7399999999999,0.0,2853.98,0.0,714.89,108274.57,90809.3,13331.54,17078.98,3545.4000000000005,-2112.32,-7.5,-349.04999999999995,7.246308391650218,11.32,5.32,0.78,0.0,0.0,2.4628264538898264,2.8219886450820932,15.674864201319627,16.77800521712444,0.0,6,2002,0.0,,1336.8205128205127,1042.72
2002-09-30,2280.379999999999,273.89999999999986,0.20595236286855725,0.0,0.0,304.5999999999999,-142.82,12.3,754.29,1017.6800000000003,0.0,1559.53,0.0,716.0,111430.8,93389.36,13331.54,17661.79,-3161.9100000000003,1877.8400000000001,0.0,-447.41999999999996,14.92553888280395,9.28,5.29,0.99,0.0,0.0,0.9819142956965559,1.1400191399188828,6.1993741550333405,6.806829609150701,0.0,9,2002,0.0,,1329.919191919192,1316.62
2002-12-31,3411.2300000000005,406.6100000000001,0.3043858916105222,0.0,0.0,437.99,-114.85000000000002,13.3,1744.28,1307.1,0.0,1777.19,0.0,739.69,125486.23,107005.57,13331.54,18090.46,10451.63,-10211.470000000001,-0.03000000000000025,-552.8400000000001,10.923551621947317,9.8,5.92,1.29,0.0,0.0,1.2930501442059392,1.5573231663794158,8.994721076118687,9.570458731568047,0.0,12,2002,0.0,,1335.8372093023256,1723.23
2003-03-31,2783.04,452.61,0.34,0.0,0.0,545.82,660.51,11.6,159.17,1208.8,0.0,6558.95,0.0,778.38,140930.04,121854.96,13331.54,18673.01,2945.36,-2116.16,4123.25,114.69,8.53,8.28,6.53,0.34,0.0,0.0,1.28,1.8000000000000003,9.68,10.44,0.0,3,2003,0.0,,1331.2058823529412,452.61
2003-06-30,3950.0600000000004,760.57,0.5704995961028042,0.5,0.0,760.2699999999999,-566.19,13.8,1102.01,1515.36,0.0,1979.9,0.0,799.58,150413.62,130541.0,13331.54,19478.0,-9707.11,-4639.07,10264.31,-1326.46,6.045403052973429,9.45,6.7,0.91,0.5,0.55,2.031229331179215,2.5327674376432188,15.622912016353718,16.65106513460492,0.0,6,2003,666.5824175824176,,1333.1648351648353,1213.18
2003-09-30,3723.959999999999,643.48,0.48174528454321197,0.000958947551215403,0.0,814.05,-87.33,17.5,1671.98,1485.3500000000004,0.0,2362.7,0.0,428.28,158702.35,139049.52,13331.54,19236.78,6120.63,-8069.93,2331.8599999999988,-901.3800000000001,9.08161458009573,12.13,7.23,1.39,0.5,0.36,1.6219913177426128,2.176518263979404,13.37796257796258,13.94635269785529,0.0,9,2003,1.2808917701004248,,1335.7266187050361,1856.66
2003-12-31,4339.32,812.7299999999998,0.608925634695567,-0.00038646233972412444,0.0,1059.0300000000002,20.020000000000003,16.7,2440.15,1772.3199999999997,0.0,1486.57,0.0,421.76,167748.46,147972.48,13331.54,19247.29,1167.6399999999999,-2256.6800000000003,257.0,-1039.0099999999998,6.856338051997589,11.57,7.69,2.0,0.5,0.25,1.9363835183319034,2.6427372545787606,16.89159710645503,17.41527315229322,0.0,12,2003,-0.5158093525180902,,1334.695,2669.39
2004-03-31,3575.37,589.69,0.44,0.0,0.0,850.31,-253.27,15.1,487.07,1596.58,0.0,1380.18,0.0,460.15,171697.15,150993.15,13331.54,20157.12,-7919.77,7781.25,0.0,-1103.58,8.58,9.99,7.49,0.44,0.0,0.0,1.36,2.16,11.72,12.16,0.0,3,2004,0.0,,1340.2045454545455,589.69
2004-06-30,3907.9300000000003,800.69,0.598913678275004,0.6,0.0,1088.95,-107.33000000000001,14.6,596.38,1764.25,0.0,1912.54,0.0,475.04,178476.16,158432.05,13331.54,19513.77,2227.9700000000003,-3430.2299999999996,1734.63,-1196.2800000000002,6.095035282069214,9.97,8.12,1.04,0.6,0.58,1.796741034825012,2.7181466937096332,16.42405586961838,16.42405586961838,0.0,6,2004,802.1423076923077,,1336.9038461538462,1390.38
2004-09-30,3858.05,664.81,0.4981570560386144,-0.0010632369007993038,0.0,1014.1200000000001,-430.14,12.4,817.81,1870.0600000000004,0.0,1997.01,0.0,579.28,182968.86,162113.11,13331.54,20279.2,-8216.07,3270.54,5030.0,-1444.2599999999998,6.221431499225344,8.15,7.99,1.54,0.6,0.39,1.449184163021424,2.2384719660955916,13.10735318875627,13.456710085198935,0.0,9,2004,-1.4189310689309877,,1334.5389610389611,2055.19
2004-12-31,5714.01,927.6100000000001,0.6966093603325735,0.2986789715581455,0.0,1256.6099999999997,5173.54,13.6,1414.82,2123.75,0.0,2016.74,0.0,690.18,185043.52,163549.79,13331.54,20744.24,1360.5400000000009,6636.03,-7976.84,3916.93,4.879635838337232,8.74,7.88,2.24,0.9,0.4,2.0027519109561487,2.9730292342765194,17.887933217111442,18.559663671717853,0.0,12,2004,397.723051948052,,1331.607142857143,2982.8
2005-03-31,4247.21,687.1,0.52,0.0,0.0,814.74,884.47,13.5,184.3,2257.16,0.0,2273.36,0.0,816.9,199014.21,176802.17,13331.54,21464.74,-4149.95,4406.57,0.0,69.73,6.49,8.38,8.24,0.52,0.0,0.0,1.4,1.76,12.800000000000002,13.2,0.0,3,2005,0.0,,1321.3461538461538,687.1
2005-06-30,4836.339999999999,781.36,0.5853043324298925,0.4,0.0,1130.92,1211.41,12.8,0.0,2638.3500000000004,0.0,2569.16,0.0,963.72,207274.66,184926.09,13331.54,21616.99,-2186.1000000000004,3031.2700000000004,-549.37,80.49,5.468949779870994,7.89,8.55,1.1,0.4,0.36,1.5111493673644496,2.149663184560696,14.45169606254171,15.196628849270663,0.0,6,2005,533.9854545454546,,1334.9636363636364,1468.46
2005-09-30,5064.25,697.5099999999998,0.521690605133035,0.0006147655029218092,0.0,1011.8999999999999,-4034.78,13.1,0.0,2837.88,0.0,3097.83,0.0,1070.42,208966.38,186011.11,13331.54,22211.52,853.1300000000001,-290.46000000000004,-34.0,-5046.68,6.280446624421157,7.86,8.37,1.62,0.4,0.25,1.339649948983596,1.9450686759281055,12.559218271721212,13.138874499646805,0.0,9,2005,0.8219528619528091,,1337.0185185185182,2165.97
2005-12-31,5471.060000000001,938.1300000000001,0.704179279018073,0.29856278494273397,0.0,1150.85,-1149.87,13.4,0.0,3276.489999999999,0.0,5534.39,0.0,1304.24,228073.0,204687.41,13331.54,22638.83,1645.0700000000002,1187.9000000000005,-396.40999999999997,-2300.7200000000003,4.756423683284832,7.89,9.04,2.33,0.7,0.3,1.6440923939306082,2.40569401758964,16.57390200057988,17.299236880255147,0.0,12,2005,397.7548243522491,,1332.2317596566522,3104.1
2006-03-31,7038.41,748.05,0.56,0.0,0.0,1157.46,-1121.97,16.2,49.08,3594.83,0.0,4118.7,0.0,1404.44,261085.94,236899.58,13331.54,23423.53,2948.83,-4364.52,0.0,-2279.43,7.2325,9.22,10.11,0.56,0.0,0.0,1.16,2.0,12.76,13.320000000000002,0.0,3,2006,0.0,,1335.8035714285713,748.05
2006-06-30,6762.880000000001,360.75,0.27004193722943726,0.5,0.0,614.8,-1467.76,14.4,0.0,3609.9400000000005,0.0,1799.86,0.0,1446.31,289425.2,265466.93,13331.54,23167.0,2616.83,1217.7600000000002,-1420.0,-2082.56,13.331725571725572,8.29,11.46,0.83,0.5,0.6,0.49453463203463205,0.9239989177489177,6.233739177489178,6.4419642857142865,0.0,6,2006,667.9518072289156,,1335.9036144578313,1108.8
2006-09-30,8143.5999999999985,476.34000000000015,0.3575990764222719,-0.0014463395046554397,0.0,696.1600000000001,-2324.5499999999997,14.9,26.03,4080.959999999999,0.0,2153.85,0.0,1515.02,300662.86,276570.95,13331.54,23236.62,4052.3500000000004,1938.9400000000003,-5637.29,-3020.71,10.41585464164252,8.55,11.9,1.19,0.5,0.42,0.637067262197661,1.1659532911919455,8.19773344941141,8.390055641772967,0.0,9,2006,-1.9265971448819528,,1332.0504201680674,1585.14
2006-12-31,7972.740000000002,-117.27000000000021,-0.08788039812789977,0.30089058902189086,0.0,116.5,7512.5,14.0,103.28,4639.01,0.0,2466.13,0.0,1758.01,286768.01,262798.13,13331.54,23104.39,-109.05000000000109,-1914.74,2336.0600000000004,7396.0,-39.83539076490143,8.08,11.37,1.1,0.8,0.73,-0.1629781928917414,-0.31956508410145373,-2.0292382840442307,-2.051607839931333,0.0,12,2006,401.51660809778446,,1334.4272727272726,1467.87
2007-03-31,7539.43,576.81,0.43,0.0,0.0,1235.09,1241.76,14.1,0.0,3997.88,0.0,2097.71,0.0,1910.81,302564.23,277921.38,13331.54,23777.33,-1879.42,-7836.29,9347.3,6.67,8.1975,7.91,11.69,0.43,0.0,0.0,0.76,1.76,9.72,9.76,0.0,3,2007,0.0,,1341.4186046511627,576.81
2007-06-30,8801.22,634.72,0.47674857411702565,0.5,0.0,911.1400000000001,847.8300000000002,14.5,382.63,3628.9300000000003,0.0,2201.54,0.0,2025.73,309067.04,284860.04,13331.54,23322.57,1726.47,8480.5,-10103.15,-63.31,7.601648325245776,8.29,12.21,0.91,0.5,0.55,0.8172832699149011,1.5088306521505865,10.876154284252147,10.918066246811883,0.0,6,2007,665.6758241758241,,1331.3516483516482,1211.53
2007-09-30,8823.76,824.0,0.6193571207498785,-0.00035323035720967694,0.0,1734.9499999999998,1692.4699999999998,15.7,1049.89,4461.79,0.0,2537.07,0.0,2095.09,308335.64,276643.48,13331.54,25638.7,-11587.949999999999,104.11000000000001,11819.37,-42.480000000000004,6.3363282160194165,8.16,10.79,1.53,0.5,0.33,1.0686946397252803,2.0564275643198577,12.856720362755647,13.48822174077513,0.0,9,2007,-0.46994182288301545,,1330.4117647058822,2035.53
2007-12-31,11084.91,782.22,0.5857454351876497,0.3018775931985785,0.0,992.3600000000001,1020.1200000000003,14.6,2051.23,5306.769999999999,0.0,3274.65,0.0,2308.2,321256.15,288993.88,13331.54,26208.3,-30522.97,7487.300000000001,23773.249999999996,27.760000000000005,6.2318880877502485,7.43,11.03,2.11,0.8,0.38,0.9771677402182594,1.776668618578653,11.936992281075327,12.692076443971255,0.0,12,2007,403.13534987454716,,1335.4265402843603,2817.75
