,revenue,net_profit,eps,dps,gross_profit,ebit,ebitda,close_price,allowance_doubtful_accounts,expense,operating_profit,cash,account_receivable,inventory,current_asset,property_plant_equipment,total_asset,short_term_loan,account_payable,current_portion_long_term_debt,current_liability,non_current_liability,total_liability,paid_in_capital,total_equity,cash_flow_operation,cash_flow_investment,cash_flow_financing,depreciation,P/E,P/BV,D/E,EPS,ROA%,ROAA%,ROE%,ROAE%,ROCE%,NPM%,NPMA%,CurrentRatio,QuickRatio,month,year,dividend,number_of_shares,return_old
2008-03-31,41.25,0.19,0.02,0.0,6.84,1.14,2.42,5.95,0.0,40.11,-0.58,10.71,35.19,131.36,181.72,34.1,295.12,62.55,36.07,0.0,104.45,0.0,104.45,70.0,169.66,-6.31,-1.58,7.01,1.28,74.375,2.45,0.62,0.02,0.24,1.56,0.44,0.44,2.4,0.48,0.46,1.74,0.48,3,2008,0.0,9.5,0.19
2008-06-30,42.120000000000005,-12.67,-1.827403846153846,0.0,3.8499999999999996,-11.43,-10.1,6.5,0.0,53.55,-10.03,10.81,44.16,132.24,191.55,33.66,304.06,103.19,18.22,0.0,126.35,0.0,126.35,70.0,156.87,-38.19,-0.5699999999999998,38.85,1.3299999999999998,-0.8889660615627466,2.9,0.81,-1.8,-16.649679487179483,-13.847660256410258,-32.32474358974359,-30.29429487179487,-23.51259615384615,-15.03,-14.97,1.52,0.47,6,2008,0.0,6.933333333333334,-12.48
2008-09-30,54.79999999999998,-2.1500000000000004,-0.310082023239918,0.0,7.9,-0.5,0.75,9.0,0.0,55.31,-0.17999999999999972,11.04,44.44,118.73,176.1,33.41,287.85,94.87,12.19,0.0,112.59,0.0,112.59,70.0,154.59,7.659999999999997,-0.18999999999999995,-7.240000000000002,1.25,-7.263965116279068,4.08,0.73,-2.11,-2.986192754613808,-2.2043745727956257,-5.5609022556391,-5.243472317156528,-3.621052631578948,-10.62,-10.59,1.56,0.51,9,2008,0.0,6.9336492890995265,-14.63
2008-12-31,28.03,-28.129999999999995,-4.01951122544434,0.0,-10.45,-26.25,-25.0,6.3,0.0,54.27000000000001,-11.120000000000001,10.4,34.29,110.94,158.04,32.57,268.43,116.12,0.96,0.0,121.59,0.0,121.59,70.0,126.34,-21.029999999999994,-0.6699999999999999,21.060000000000002,1.2500000000000004,-0.3914219694276574,3.49,0.96,-6.11,-41.918699719363886,-35.99797942001871,-89.07394761459307,-76.04836295603366,-66.36469597754909,-25.8,-25.73,1.3,0.39,12,2008,0.0,6.99836333878887,-42.76
2009-03-31,19.04,-8.36,-1.19,0.0,2.21,-7.55,-6.37,4.8,0.0,26.59,-0.34,11.1,22.73,100.83,135.99,32.3,244.03,102.86,0.94,0.0,106.64,0.0,106.64,70.0,117.86,15.05,-0.68,-13.67,1.18,-1.0075,2.85,0.9,-1.19,-13.72,-11.2,-28.36,-23.280000000000005,-22.0,-44.12,-43.91,1.28,0.33,3,2009,0.0,7.025210084033613,-8.36
2009-06-30,16.96,-9.36,-1.3363882618510157,0.0,-2.41,-7.97,-6.86,6.0,0.0,24.930000000000003,-14.0,10.95,19.4,87.33,118.29,31.99,225.59,94.17,0.9,0.0,97.87,0.0,97.87,70.0,108.38,8.79,-0.66,-8.28,1.11,-1.1216987179487181,3.88,0.9,-2.53,-16.586004514672688,-12.381399548532732,-34.545372460496615,-28.2279006772009,-25.67133182844244,-49.87,-49.22,1.21,0.32,6,2009,0.0,7.003952569169961,-17.72
2009-09-30,25.799999999999997,-18.43,-2.6306721991701245,0.0,-8.930000000000001,-17.16,-15.969999999999999,7.0,0.0,42.96,-16.87,10.84,22.0,57.19,90.43,31.34,196.65,81.54,2.53,0.0,87.68,0.0,87.68,70.0,89.82,12.779999999999998,-0.26,-12.629999999999999,1.19,-0.6669017905588714,5.46,0.98,-5.16,-37.48198063623789,-27.50989764868603,-82.08105117565698,-60.321925311203316,-61.15803042876901,-58.67,-58.5,1.03,0.38,9,2009,0.0,7.005813953488372,-36.15
2009-12-31,27.42,-7.940000000000005,-1.134542980267635,0.0,0.5100000000000016,-6.920000000000002,-5.790000000000003,5.0,0.0,34.33999999999999,9.830000000000002,10.5,22.7,37.76,71.38,30.46,153.41,69.83,3.23,0.0,75.56,0.0,75.56,70.0,67.89,11.440000000000005,-0.06999999999999984,-11.719999999999999,1.1300000000000003,-1.0966971032745587,5.16,1.11,-6.3,-20.702708097074176,-13.520870945792705,-46.77918802449537,-32.70365162168294,-36.643937400771165,-49.56,-49.42,0.94,0.44,12,2009,0.0,6.998412698412699,-44.09
2010-03-31,25.38,0.59,0.08,0.0,7.77,1.48,2.46,5.0,0.0,23.9,0.98,10.77,20.38,46.1,77.56,29.68,158.65,68.18,9.95,0.0,80.28,0.0,80.28,70.0,68.48,1.62,-0.01,-1.35,0.98,15.625,5.11,1.17,0.08,1.48,2.96,3.44,2.52,7.56,2.37,2.32,0.97,0.39,3,2010,0.0,7.374999999999999,0.59
2010-06-30,22.06,-7.93,-1.1344005449591281,0.0,0.16000000000000014,-7.039999999999999,-6.04,5.0,0.0,29.1,-7.02,0.68,18.56,44.85,64.5,29.16,144.88,76.5,5.15,0.0,84.32,0.0,84.32,70.0,60.56,-7.82,-10.3,8.03,1.0,-1.1014627994955863,5.78,1.39,-1.05,-21.910136239782016,-12.964577656675749,-52.376893732970025,-37.554059945504086,-39.67160762942779,-15.63,-15.47,0.76,0.23,6,2010,0.0,6.99047619047619,-7.34
