Date,Open,High,Low,Close,Adj Close,Volume
2005-05-04,4.8501199999999995,5.4429099999999995,3.93399,4.06871,3.6880379999999997,125618718
2005-05-06,4.06871,4.17649,3.8262099999999997,3.8262099999999997,3.4682269999999997,20427455
2005-05-09,3.85315,3.85315,3.5837,3.61064,3.272826,6713463
2005-05-10,3.6375900000000003,3.79926,3.31425,3.3681400000000004,3.053014,14293689
2005-05-11,3.5028599999999996,3.5028599999999996,3.39508,3.5028599999999996,3.17513,8980851
2005-05-12,3.52981,3.55675,3.3681400000000004,3.39508,3.0774340000000002,7531979
2005-05-13,3.39508,3.39508,3.20647,3.2334099999999997,2.930889,4049158
2005-05-16,3.2334099999999997,3.34119,3.12563,3.17952,2.882041,3747248
2005-05-17,3.2334099999999997,3.26036,3.17952,3.20647,2.90647,4440138
2005-05-18,3.0448,3.0448,2.91007,2.91007,2.91007,1869356
2005-05-19,2.9639599999999997,3.12563,2.93702,2.93702,2.93702,7147679
2005-05-20,2.9639599999999997,2.99091,2.77535,2.77535,2.77535,2688429
2005-05-24,2.77535,2.77535,1.9508299999999998,2.37117,2.37117,4017798
2005-05-25,2.39273,2.53284,2.37117,2.4035,2.4035,2071805
2005-05-26,2.38195,2.4358400000000002,2.36039,2.37117,2.37117,634438
2005-05-27,2.39273,2.4250599999999998,2.3496099999999998,2.3496099999999998,2.3496099999999998,992017
2005-05-30,2.3496099999999998,2.4358400000000002,2.3388400000000003,2.36039,2.36039,2195389
2005-05-31,2.38195,2.38195,2.2095,2.23105,2.23105,1167002
2005-06-01,2.26878,2.3065,2.2418299999999998,2.2633900000000002,2.2633900000000002,1208568
2005-06-02,2.26878,2.37117,2.2633900000000002,2.2633900000000002,2.2633900000000002,6507304
2005-06-03,2.29572,2.29572,2.2741700000000002,2.2741700000000002,2.2741700000000002,340136
2005-06-06,2.25261,2.28495,2.25261,2.2741700000000002,2.2741700000000002,142326
2005-06-07,2.2633900000000002,2.36039,2.25261,2.29572,2.29572,1006120
2005-06-08,2.32806,2.56517,2.32806,2.5544,2.5544,13292580
2005-06-09,2.5975099999999998,2.64062,2.4358400000000002,2.47895,2.47895,8428988
2005-06-10,2.53284,2.54362,2.46817,2.47895,2.47895,2605111
2005-06-13,2.5112799999999997,2.53284,2.4466200000000002,2.4897299999999998,2.4897299999999998,560027
2005-06-14,2.4897299999999998,2.72146,2.4897299999999998,2.72146,2.72146,5526235
2005-06-15,2.72146,2.93702,2.6621799999999998,2.7484,2.7484,5256242
2005-06-16,2.77535,2.8561799999999997,2.64062,2.64062,2.64062,2598987
2005-06-17,2.64062,2.6945099999999997,2.5867299999999998,2.5867299999999998,2.5867299999999998,1081272
2005-06-20,2.5975099999999998,2.6190599999999997,2.53284,2.53284,2.53284,217665
2005-06-21,2.5220599999999997,2.60829,2.5220599999999997,2.54362,2.54362,373908
2005-06-22,2.53284,2.6945099999999997,2.53284,2.54362,2.54362,531451
2005-06-23,2.5867299999999998,2.60829,2.54362,2.54362,2.54362,234922
2005-06-24,2.53823,2.54362,2.2095,2.3496099999999998,2.3496099999999998,1502685
2005-06-27,2.31728,2.31728,1.9616,2.14483,2.14483,2773231
2005-06-28,2.14483,2.2418299999999998,2.1125,2.1771599999999998,2.1771599999999998,1675814
2005-06-29,2.1663900000000003,2.18794,2.1663900000000003,2.1771599999999998,2.1771599999999998,403598
2005-06-30,2.15561,2.15561,1.94005,1.9616,1.9616,3588778
2005-07-04,1.9616,1.9616,1.83227,1.85382,1.85382,474669
2005-07-05,1.85382,1.9077099999999998,1.85382,1.85382,1.85382,645943
2005-07-06,1.85382,1.89694,1.8107099999999998,1.83227,1.83227,264241
2005-07-07,1.8107099999999998,1.8107099999999998,1.68137,1.68137,1.68137,280942
2005-07-08,1.68137,1.7352599999999998,1.65982,1.69215,1.69215,131935
2005-07-11,1.7352599999999998,1.7352599999999998,1.58437,1.61671,1.61671,413619
2005-07-12,1.58437,1.8646,1.58437,1.7137099999999998,1.7137099999999998,3746506
2005-07-13,1.7029299999999998,1.7352599999999998,1.69215,1.7029299999999998,1.7029299999999998,780847
2005-07-14,1.72449,1.79993,1.7137099999999998,1.74604,1.74604,782517
2005-07-15,1.72449,1.75682,1.6706,1.68137,1.68137,526441
2005-07-18,1.65982,1.75682,1.63826,1.75682,1.75682,908514
2005-07-19,1.75682,1.83227,1.69215,1.7029299999999998,1.7029299999999998,2169039
2005-07-20,1.7029299999999998,1.7029299999999998,1.64904,1.6706,1.6706,249581
2005-07-21,1.64904,1.75682,1.64904,1.75682,1.75682,1095189
2005-07-25,1.7676,1.8107099999999998,1.7137099999999998,1.7137099999999998,1.7137099999999998,2888836
2005-07-26,1.74604,1.74604,1.7137099999999998,1.7137099999999998,1.7137099999999998,115234
2005-07-27,1.72449,1.75682,1.7137099999999998,1.7137099999999998,1.7137099999999998,234736
2005-07-28,1.72449,1.74604,1.7137099999999998,1.7137099999999998,1.7137099999999998,258303
2005-07-29,1.72449,1.7783799999999998,1.72449,1.74604,1.74604,1052139
2005-08-01,1.7352599999999998,1.8753799999999998,1.7352599999999998,1.85382,1.85382,5399496
2005-08-02,1.8646,1.9831599999999998,1.8646,1.97238,1.97238,8105182
2005-08-03,2.0154900000000002,2.13405,1.9831599999999998,2.05861,2.05861,9493374
2005-08-04,2.1017200000000003,2.15561,2.0693799999999998,2.1125,2.1125,4775264
2005-08-05,2.1125,2.1125,2.0693799999999998,2.0693799999999998,2.0693799999999998,865092
2005-08-08,2.05322,2.05861,1.99394,1.99394,1.99394,522358
2005-08-09,2.0047200000000003,2.0154900000000002,1.9616,1.9616,1.9616,194655
2005-08-10,1.99394,2.08016,1.9831599999999998,1.9831599999999998,1.9831599999999998,1755421
2005-08-11,1.99394,2.04783,1.97238,1.97238,1.97238,1459634
