,dividend,close_price,dividend_yield
2012-08-20,1,29.5,3.39
2013-04-18,1.5,56.25,2.67
2013-08-26,1.15,33.75,3.41
2014-04-29,1.55,38,4.08
2014-08-26,1,37,2.7
2015-04-29,1.55,32,4.84
2015-08-26,1,25.75,3.88
2016-05-03,0.5,13.4,3.73
2017-05-05,0.4,21,1.9
