,dividend,close_price,dividend_yield
2003-11-25,2,7.2,27.78
2004-04-02,1.5,28.75,5.22
2004-08-20,1.3,29.75,4.37
2005-04-01,1.7,31.5,5.4
2005-08-22,1.3,31.5,4.13
2006-04-03,0.7,30.25,2.31
2006-08-22,1.25,36,3.47
2007-03-28,1.5,36.5,4.11
2007-08-21,1.5,40,3.75
2007-11-23,1,50.5,1.98
2008-04-01,1.5,70.5,2.13
2008-08-22,5,80,6.25
2008-11-25,2.5,60,4.17
2009-03-12,4,66.5,6.02
2009-08-25,2,77.75,2.57
2010-03-12,2.5,80.25,3.12
2010-08-26,2,81.25,2.46
2011-03-10,2.5,82.25,3.04
2011-08-23,3,82.5,3.64
2011-11-23,1.5,83.75,1.79
2012-03-12,5,105,4.76
2012-08-22,2,98.5,2.03
2013-03-13,5,126,3.97
2013-08-23,0.2,11,1.82
2014-03-13,0.35,11.1,3.15
2014-08-26,0.2,10.9,1.83
2015-03-12,0.3,10.8,2.78
2015-08-26,0.17,9.45,1.8
2016-03-11,0.23,6.75,3.41
2016-08-17,0.17,6.35,2.68
2017-03-08,0.23,7.3,3.15
