,dividend,close_price,dividend_yield
2004-11-17,0.4,9.4,4.26
2005-03-30,0.24,7.95,3.02
2006-03-28,0.21,5.75,3.65
2007-03-30,0.22,3.34,6.59
2008-03-31,0.25,3.2,7.81
2009-03-10,0.2,1.9,10.53
2010-03-18,0.2,3.5,5.71
2011-01-05,0.25,4.34,5.76
2011-03-18,0.25,4.36,5.73
2011-11-22,0.25,6.35,3.94
2012-03-20,0.27,11.4,2.37
2012-08-23,0.2,8.15,2.45
2013-03-19,0.15,18.5,0.81
2013-08-26,0.2,8.15,2.45
2014-03-10,0.3,8.85,3.39
2014-08-14,0.25,17.2,1.45
2015-03-10,0.014,1.36,1.03
2015-08-17,0.018,1.1,1.64
2016-03-15,0.03,1.11,2.7
2016-08-16,0.018,1.47,1.22
2017-03-07,0.011,1.27,0.87
2017-08-15,0.018,1.71,1.05
