,dividend,close_price,dividend_yield
2001-01-08,5,2.0625,242.42
2002-04-03,0.9,6.7,13.43
2003-04-08,0.87,3.85,22.6
2004-05-12,0.5,5.3,9.43
2005-04-27,0.5,6.05,8.26
2006-04-26,0.25,4.28,5.84
2012-04-30,0.15,4.44,3.38
2016-05-03,0.25,4.74,5.27
2017-04-25,0.21,5.5,3.82
