,dividend,close_price,dividend_yield
2001-04-03,2.5,12.4,20.16
2002-04-03,2.75,17.3,15.9
2003-04-03,4,15.3,26.14
2004-04-05,5,28.4,17.61
2005-04-04,1.1,22,5
2005-11-22,0.5,24.5,2.04
2006-04-03,0.9,30.25,2.98
2006-11-23,0.5,27.5,1.82
2007-04-03,1,26,3.85
2008-04-03,1.3,18.7,6.95
2009-03-12,1.2,11.1,10.81
2010-03-05,1.4,22.3,6.28
2011-03-11,1.55,26.5,5.85
2012-03-16,1,23,4.35
2012-11-21,0.5,21.3,2.35
2013-03-11,1,25,4
2013-11-26,0.5,23,2.17
2014-03-11,1,28,3.57
2014-11-25,1,41.75,2.4
2015-03-06,1,39.25,2.55
2015-11-25,1,36,2.78
2016-03-07,1,35,2.86
2016-10-25,1,32.75,3.05
2017-03-09,1,41.75,2.4
