,dividend,close_price,dividend_yield
2001-04-03,4,39.8,10.05
2002-04-04,0.4,40,1
2003-04-03,1.55,43,3.6
2003-08-19,2,60.5,3.31
2004-03-31,2.1,85,2.47
2004-08-25,2.15,91.5,2.35
2005-03-07,2.6,114,2.28
2005-08-22,3,105,2.86
2006-03-30,3.3,94,3.51
2006-08-25,3,90,3.33
2007-03-30,3.3,70.5,4.68
2007-08-24,3,94.5,3.17
2008-04-16,3.3,98,3.37
2008-08-22,3,91.5,3.28
2009-04-16,3.3,81.75,4.04
2009-08-25,3,89.75,3.34
2010-04-12,8.3,90,9.22
2010-08-17,3,93,3.23
2010-11-16,6,96.75,6.2
2011-04-04,3.92,90.75,4.32
2011-08-16,4.17,117,3.56
2012-04-02,4.26,184,2.32
2012-08-21,5.9,210,2.81
2013-04-01,5,240,2.08
2013-08-16,6.4,284,2.25
2014-03-28,5.75,227,2.53
2014-08-13,6.04,213,2.84
2015-03-26,5.96,243,2.45
2015-08-11,6.5,242,2.69
2016-03-31,6.49,189,3.43
2016-08-15,5.79,184.5,3.14
2017-04-05,4.29,174,2.47
2017-08-07,3.51,188,1.87
