,dividend,close_price,dividend_yield
2004-04-29,0.05,1.24,4.03
2005-04-04,0.025,1.01,2.48
2006-04-03,0.03,0.65,4.62
2009-06-04,0.02,0.43,4.65
2010-03-12,0.03,0.48,6.25
2010-08-10,0.02,0.84,2.38
2011-03-10,0.03,0.84,3.57
2011-08-26,0.03,1.13,2.65
2012-03-08,0.05,1.32,3.79
2012-07-12,0.05,1.71,2.92
2013-03-14,0.07,5,1.4
2013-08-20,0.06,3.8,1.58
2014-03-13,0.06,3.26,1.84
2014-09-10,0.03,3.2,0.94
2015-03-10,0.05,3.82,1.31
2015-09-09,0.03,2.96,1.01
2016-03-09,0.05,2.68,1.87
2016-08-19,0.05,2.98,1.68
2017-03-07,0.06,4.08,1.47
