,dividend,close_price,dividend_yield
2006-03-16,0.75,18.6,4.03
2007-03-29,1.15,27.25,4.22
2008-03-04,0.8,24.3,3.29
2012-03-16,1.25,49.75,2.51
2013-08-27,1,51,1.96
2014-11-26,1,65.5,1.53
2015-03-06,1,99.5,1.01
2015-08-26,0.3,24.7,1.21
2015-11-26,0.2,38.75,0.52
2016-03-01,0.4,22.9,1.75
2016-08-19,0.3,25.5,1.18
2017-02-28,0.6,26,2.31
