,dividend,close_price,dividend_yield
2003-04-03,0.5,12.8,3.91
2003-08-20,0.75,23.2,3.23
2004-03-31,0.9,33.75,2.67
2004-08-25,0.92,35.75,2.57
2005-03-08,1.08,44.75,2.41
2005-08-23,1.25,39.25,3.18
2006-04-03,1.35,38,3.55
2006-08-25,1.3,31.25,4.16
2007-04-02,1,25,4
2008-04-24,1.55,27.75,5.59
2008-08-26,1.15,24,4.79
2009-04-20,1.25,19.5,6.41
2009-08-26,1.15,24,4.79
2010-04-16,3.25,29,11.21
2010-08-20,1.15,29.75,3.87
2010-11-23,2.37,35.5,6.68
2011-04-07,1.53,31.25,4.9
2011-08-22,1.63,38.25,4.26
2012-01-05,2.34,42.75,5.47
2012-04-04,1.58,60,2.63
2012-08-27,2.2,70.75,3.11
2013-04-03,1.88,79.75,2.36
2013-08-22,2.37,84.25,2.81
2014-04-01,2.16,77.25,2.8
2014-08-22,2.23,72.25,3.09
2015-03-31,2.23,79,2.82
2015-08-24,2.4,80.75,2.97
2016-04-04,2.47,63.5,3.89
2016-08-22,2.13,61.5,3.46
2017-04-07,1.61,55,2.93
2017-08-16,1.25,57,2.19
