,dividend,close_price,dividend_yield
2001-04-03,2,32.5,6.15
2001-09-06,1,37.75,2.65
2002-03-27,1.25,43,2.91
2002-09-04,1.25,37,3.38
2003-04-03,1.25,38.5,3.25
2003-09-03,1.25,60,2.08
2004-03-31,1.5,66.5,2.26
2004-09-01,1.5,71.5,2.1
2005-03-30,1.5,74,2.03
2005-09-01,1.5,77,1.95
2006-03-29,1.75,81,2.16
2006-09-07,2,77.5,2.58
2007-03-28,2,100,2
2007-09-05,2.25,116,1.94
2008-03-27,2.5,98.5,2.54
2008-08-27,2.5,74.5,3.36
2009-03-05,2.5,70.5,3.55
2009-09-03,2.5,79,3.16
2010-03-04,2.75,80.5,3.42
2010-09-02,2.5,94,2.66
2011-03-11,2.75,97.25,2.83
2011-09-01,2.5,92,2.72
2012-03-13,2.75,94.5,2.91
2012-09-06,2.75,120,2.29
2013-03-19,3.25,158,2.06
2013-09-05,2.75,130,2.12
2014-03-18,3.25,133.5,2.43
2014-09-04,3,169.5,1.77
2015-03-05,3.25,159,2.04
2015-09-01,3,159,1.89
2016-03-10,3.25,172.5,1.88
2016-09-01,3.25,197.5,1.65
2017-03-02,3.25,207,1.57
