,dividend,close_price,dividend_yield
2008-05-06,0.15,7.25,2.07
2009-03-13,0.2,3.8,5.26
2009-08-25,0.1,4.06,2.46
2010-03-12,0.16,4.92,3.25
2010-08-27,0.1,5.2,1.92
2011-03-11,0.1,5.05,1.98
2011-08-18,0.1,5,2
2012-03-08,0.21,5.55,3.78
2012-08-23,0.1,5.4,1.85
2013-03-07,0.21,10.4,2.02
2013-08-23,0.1,10.5,0.95
2014-03-07,0.25,10.2,2.45
2014-08-25,0.1,14.7,0.68
2015-03-06,0.27,18.1,1.49
2015-08-25,0.1,13.1,0.76
2016-03-07,0.17,10.9,1.56
2017-03-10,0.12,9.95,1.21
