,dividend,close_price,dividend_yield
2001-04-02,10,9.65,103.63
2002-04-02,10,12.2,81.97
2002-08-20,0.5,21.7,2.3
2003-04-02,1.5,21.5,6.98
2003-08-25,0.55,22.4,2.46
2004-04-02,0.55,16.3,3.37
2004-08-24,0.6,16,3.75
2005-03-30,0.65,17,3.82
2005-08-29,0.2,12.2,1.64
2006-05-11,0.15,10.2,1.47
2006-08-21,0.2,7.25,2.76
2007-03-28,0.2,7,2.86
2007-08-21,0.13,8.7,1.49
2008-05-02,0.52,12.7,4.09
2008-08-25,0.6,13.5,4.44
2009-05-04,0.65,12.5,5.2
2009-08-26,0.55,14.5,3.79
2010-05-06,0.32,13.6,2.35
2010-08-24,0.4,15.4,2.6
2011-05-06,0.41,15.4,2.66
2011-08-23,0.54,19.9,2.71
