,dividend,close_price,dividend_yield
2012-03-08,0.19,3.74,5.08
2013-04-29,0.31,7.45,4.16
2014-04-29,0.21,4.24,4.95
2015-04-27,0.18,5.15,3.5
2016-04-05,0.32,5.55,5.77
2017-05-05,0.03,16.5,0.18
