,dividend,close_price,dividend_yield
2003-04-02,0.06,0.6121,9.8
2004-03-16,0.12,1.2359,9.71
2005-03-25,0.18,1.5303,11.76
2006-03-10,0.2,2.4339,8.22
2007-03-12,0.12,2.661,4.51
2008-04-18,0.18,2.8981,6.21
2009-04-16,0.35,2.4449,14.32
2009-10-12,0.1,4.11,2.43
2010-04-12,0.16,5.95,2.69
2010-10-12,0.0193,10.4,0.19
2011-04-12,0.0193,9.55,0.2
2011-10-07,0.0159,9.65,0.16
2012-04-17,0.15,13.2,1.14
2012-10-12,0.022223,14,0.16
2013-04-12,0.0186,16.7,0.11
2013-10-28,0.0186,13.7,0.14
2014-04-18,0.0159,10.1,0.16
2014-10-21,0.013889,10.1,0.14
2015-04-17,0.07333,8.15,0.9
2015-09-07,0.1,7.15,1.4
2016-04-12,0.15,8.1,1.85
2016-09-12,0.12,9.6,1.25
2017-04-12,0.15,9.55,1.57
