,dividend,close_price,dividend_yield
2002-05-07,2,3.275,61.07
2002-10-29,1,4.18,23.92
2003-05-06,0.2,3.86,5.18
2003-10-28,0.25,13.5,1.85
2004-05-07,0.3,11.8,2.54
2004-11-23,0.25,10.4,2.4
2005-05-11,0.3,11.2,2.68
2005-11-22,0.3,13.8,2.17
2006-05-10,0.35,20.5,1.71
2006-11-22,0.25,15.2,1.64
2007-05-11,0.2,13,1.54
2007-11-20,0.2,16.7,1.2
2008-05-13,0.35,17.7,1.98
2008-11-27,0.2,3.7,5.41
2009-05-13,0.1,4.58,2.18
2010-01-20,0.1,8.05,1.24
2010-11-25,0.15,14.4,1.04
2011-04-29,0.15,15.9,0.94
2011-12-29,0.15,12.7,1.18
2012-04-30,0.25,17.9,1.4
2012-11-23,0.25,15.3,1.63
2013-04-29,0.3,23.6,1.27
2013-11-25,0.25,15.8,1.58
2014-04-29,0.25,16,1.56
2014-11-25,0.2,16.1,1.24
2015-04-28,0.5,18.1,2.76
2015-11-26,0.22,13.9,1.58
2016-04-29,0.24,12.1,1.98
2016-08-26,0.15,12.7,1.18
2017-05-04,0.3,17.1,1.75
