,dividend,close_price,dividend_yield
2001-03-13,1.75,58,3.02
2002-04-03,1.75,37.25,4.7
2002-06-21,3,49.5,6.06
2003-04-01,3.5,36,9.72
2003-11-25,1.25,39,3.21
2004-04-01,1.25,43.75,2.86
2004-08-24,1,49.5,2.02
2005-03-31,1.75,56,3.13
2005-10-03,5,63,7.94
2006-04-03,4,81.5,4.91
2006-08-21,1.5,71.5,2.1
2007-04-03,4,84.5,4.73
2007-08-21,2.25,85,2.65
2007-11-20,1,93,1.08
2008-04-03,2,100,2
2008-08-19,3,90,3.33
2008-11-19,1,62,1.61
2009-03-05,2.5,69,3.62
2009-08-19,2,72.5,2.76
2009-11-18,1,82.5,1.21
2010-03-09,2.75,91.75,3
2010-08-18,2,115,1.74
2010-11-23,1.25,147.5,0.85
2011-03-04,3.75,141,2.66
2011-08-23,3.25,248,1.31
2011-11-22,1.75,220,0.8
2012-03-08,5.5,318,1.73
2012-08-21,3.5,345,1.01
2012-11-16,1.75,430,0.41
2013-03-14,7.25,550,1.32
2013-11-18,0.5,33.75,1.48
2014-03-06,0.3,32.25,0.93
2014-08-18,0.35,40.5,0.86
2015-03-06,0.42,37.25,1.13
2015-08-20,0.4,38.5,1.04
2016-03-08,0.45,35,1.29
2016-08-19,0.36,35.5,1.01
2017-03-07,0.49,34,1.44
