,dividend,close_price,dividend_yield
2003-03-28,2,14.2,14.08
2004-03-30,0.6,14,4.29
2005-03-11,0.05,12.4,0.4
2005-08-24,0.25,11.6,2.16
2006-03-09,0.39,16.7,2.34
2006-08-22,0.35,16.2,2.16
2007-03-07,0.43,16.3,2.64
2007-08-23,0.5,17,2.94
2008-04-11,0.55,18.1,3.04
2008-08-22,0.39,13.9,2.81
2009-04-09,0.25,6.4,3.91
2010-04-12,0.35,9,3.89
2010-08-23,0.2,12.7,1.57
2011-03-10,0.6,13.3,4.51
2011-08-25,0.43,16.4,2.62
2012-02-29,0.39,16.1,2.42
2012-08-24,0.39,17.9,2.18
2013-02-28,0.48,21.7,2.21
2013-08-23,0.5,19.5,2.56
2014-04-10,0.5,19.1,2.62
2014-08-21,0.5,22,2.27
2015-04-09,0.55,32.75,1.68
2015-08-20,0.55,31.75,1.73
2016-04-11,0.6,30.75,1.95
2016-08-25,0.6,32,1.88
2017-04-18,0.6,35.75,1.68
