,dividend,close_price,dividend_yield
2004-04-01,1.2,26.3333,4.56
2005-03-25,1,13.6,7.35
2006-03-27,1,9.6,10.42
2006-08-23,0.75,11.1333,6.74
2007-03-27,1.25,16.4,7.62
2008-04-01,1.25,17,7.35
2008-08-25,1.25,17.2,7.27
2009-04-29,1.5,16.5,9.09
2009-08-25,1.25,20.2,6.19
2010-04-30,2.25,32,7.03
2010-08-19,1.5,39.5,3.8
2011-04-19,3,51.25,5.85
2011-08-19,1.5,50.5,2.97
2012-04-19,3.5,65,5.38
2012-08-22,1.25,55,2.27
2013-04-18,2.75,99.25,2.77
2013-08-22,1.75,82.75,2.11
2014-04-18,1,30.25,3.31
2014-08-19,0.9,33.5,2.69
2015-04-21,1.1,40,2.75
2015-08-18,0.55,28.75,1.91
2016-04-20,1.5,33,4.55
2016-08-25,0.5,28.25,1.77
2017-04-19,1.5,29.5,5.08
