,dividend,close_price,dividend_yield
2005-05-04,0.19,2.5925,7.33
2012-03-06,0.05,5.3,0.94
2012-08-22,0.05,7.65,0.65
2012-11-22,0.05,6.95,0.72
2013-04-25,0.06,10.5,0.57
2013-05-27,0.06,9.2,0.65
2013-08-26,0.06,5.1,1.18
2013-11-26,0.06,5.2,1.15
2014-04-30,0.06,5.35,1.12
2014-05-23,0.06,5,1.2
2014-08-26,0.06,5.8,1.03
2014-11-25,0.06,6,1
2015-05-07,0.06,7.5,0.8
2015-05-26,0.06,6.65,0.9
2015-08-25,0.06,5.75,1.04
2015-11-25,0.06,7.6,0.79
2016-05-09,0.07,6.85,1.02
2016-05-26,0.07,7.55,0.93
2016-08-25,0.07,13,0.54
2016-11-24,0.07,12.5,0.56
2017-05-09,0.07,12,0.58
2017-05-25,0.07,9.15,0.77
