,dividend,close_price,dividend_yield
2004-04-02,0.02222,4.28,0.52
2005-04-04,0.18,2.6,6.92
2006-04-03,0.2,3.04,6.58
2007-04-02,0.14,2.56,5.47
2008-04-02,0.14,2.48,5.65
2009-04-02,0.15,1.3,11.54
2009-08-26,0.1,2.32,4.31
2010-04-02,0.15,2.9,5.17
2010-08-25,0.1,3.24,3.09
2011-04-04,0.15,3.08,4.87
2011-08-23,0.1,3.02,3.31
2012-03-30,0.08,2.76,2.9
2012-08-24,0.1,2.96,3.38
2013-04-02,0.1,4.6,2.17
2013-08-23,0.1,3.86,2.59
2014-04-02,0.2,3.7,5.41
2014-08-26,0.1,4.24,2.36
2015-04-02,0.25,5.3,4.72
2016-05-10,0.25,4.46,5.61
2017-05-04,0.25,4.1,6.1
