,dividend,close_price,dividend_yield
2001-08-27,3,145,2.07
2002-03-27,4,204,1.96
2002-08-20,3,199,1.51
2003-04-03,5,212,2.36
2003-08-26,4,214,1.87
2004-03-23,5,240,2.08
2004-09-15,6,226,2.65
2005-04-04,7,288,2.43
2005-09-13,6.5,288,2.26
2006-03-08,7.5,314,2.39
2006-08-22,6.5,242,2.69
2007-02-19,7.5,286,2.62
2007-08-21,6.5,282,2.3
2008-03-18,7.5,230,3.26
2008-08-19,6.5,185,3.51
2009-03-10,4.5,136,3.31
2009-08-18,6,223,2.69
2010-03-11,5,232,2.16
2010-08-10,6,233,2.58
2011-03-03,5,208,2.4
2011-08-17,7,235,2.98
2012-05-02,6,329,1.82
2012-08-14,7,348,2.01
2013-05-02,6,488,1.23
2013-08-14,8,478,1.67
2014-04-21,7,362,1.93
2014-08-01,8,442,1.81
2015-04-17,7,376,1.86
2015-08-10,8,366,2.19
2016-04-18,7,319,2.19
2016-08-04,8,336,2.38
2017-04-07,7,300,2.33
2017-08-17,6,301,1.99
