,dividend,close_price,dividend_yield
2005-05-10,0.7,23.7,2.95
2006-05-09,2.25,33,6.82
2006-08-21,0.6,29,2.07
2007-05-02,0.975,32.25,3.02
2007-08-21,0.6,31.25,1.92
2008-05-12,1.054,35,3.01
2008-09-26,0.6,28.5,2.11
2009-04-29,1.136,23.2,4.9
2009-08-25,0.7,30.5,2.3
2010-04-29,1.123,36.5,3.08
2010-08-26,0.735,43.75,1.68
2011-05-09,1.179,46.5,2.54
2011-08-23,0.772,54.5,1.42
2012-05-03,1.238,66,1.88
2012-08-24,0.81,64,1.27
2013-05-02,1.301,77,1.69
2013-08-15,0.851,69.5,1.22
2014-04-25,1.904,78.5,2.43
2014-08-26,1.1,89.75,1.23
2015-04-29,2.205,90,2.45
2015-08-24,1.388,88.75,1.56
2016-04-29,4.362,94,4.64
2016-08-23,1.458,84.5,1.73
2017-05-02,4.292,82,5.23
