,dividend,close_price,dividend_yield
2002-03-04,10,75.6,13.23
2003-03-03,30,123.2,24.35
2003-08-08,2.5,156,1.6
2004-04-02,3.5,228,1.54
2004-08-06,5.5,236,2.33
2005-04-01,9.5,250,3.8
2005-08-08,7.5,236,3.18
2006-03-31,7.5,246,3.05
2006-08-07,7.5,220,3.41
2007-04-09,7.5,248,3.02
2007-08-03,7.5,272,2.76
2008-04-03,7.5,218,3.44
2008-08-04,5.5,171,3.22
2009-04-02,2,99,2.02
2009-08-10,3.5,194.5,1.8
2010-04-07,5,277,1.81
2010-08-09,4.5,265,1.7
2011-04-05,8,358,2.23
2011-08-08,5.5,361,1.52
2012-04-04,7,359,1.95
2012-08-06,4.5,324,1.39
2013-04-02,6.5,486,1.34
2013-08-09,5.5,450,1.22
2013-11-11,3,422,0.71
2014-04-01,7,418,1.67
2014-08-07,5.5,436,1.26
2015-03-31,7,516,1.36
2015-08-10,7.5,522,1.44
2016-04-04,8.5,468,1.82
2016-08-08,8.5,514,1.65
2017-04-04,10.5,542,1.94
2017-08-07,8.5,496,1.71
