,dividend,close_price,dividend_yield
2001-04-02,1.5,21,7.14
2002-04-02,2,40,5
2003-03-25,2,29,6.9
2004-03-17,2.25,44,5.11
2004-08-17,1,27.5,3.64
2005-03-14,1.25,34,3.68
2005-08-09,1,29.5,3.39
2006-03-23,1.3,33.5,3.88
2006-08-08,1,28.25,3.54
2007-03-26,1.2,29.75,4.03
2007-08-22,1,30,3.33
2008-03-25,1.3,29.5,4.41
2008-08-05,1,22.5,4.44
2009-04-27,0.75,14.2,5.28
2009-08-04,0.75,18.3,4.1
2010-04-28,1.25,28,4.46
2010-08-03,1,30.5,3.28
2011-04-26,1.4,35,4
2011-09-07,1,34.25,2.92
2012-05-03,1.4,37.5,3.73
2012-09-19,1,47.5,2.11
2013-05-02,1.4,70.5,1.99
2013-09-10,1,40.25,2.48
2014-04-30,1.65,44.75,3.69
2014-09-09,0.5,43.5,1.15
2015-04-29,1.35,38.75,3.48
2015-09-08,1,33.5,2.99
2016-04-29,2,43.5,4.6
2016-09-06,2,49.5,4.04
2017-04-28,4,71,5.63
