,dividend,close_price,dividend_yield
2001-04-02,8,195,4.1
2001-09-28,8.97,196,4.58
2002-04-04,5.37,236,2.28
2002-09-30,9.56,254,3.76
2003-04-03,5.3,238,2.23
2003-10-02,6.96,300,2.32
2004-04-02,5.37,268,2
2004-10-08,6.87,266,2.58
2005-04-01,5.05,288,1.75
2005-10-03,7.7,340,2.26
2006-03-30,8.18,396,2.07
2006-10-05,11.07,424,2.61
2007-03-30,10.78,500,2.16
2007-09-28,7.75,504,1.54
2008-04-04,6.09,500,1.22
2008-10-07,7.55,444,1.7
2009-05-11,7.74,476,1.63
2009-09-25,14.75,596,2.47
2010-05-04,15.25,848,1.8
2010-10-01,14.9,1120,1.33
2011-05-04,13.42,966,1.39
2011-10-10,1.09,119.5,0.91
2012-04-30,1.47,129.5,1.14
2012-10-09,1.69,181,0.93
2013-04-29,1.47,174,0.84
2013-10-01,1.99,172,1.16
2014-04-30,1.75,167.5,1.04
2014-09-30,2.09,183,1.14
2015-05-07,1.68,157,1.07
2015-10-06,2.07,157.5,1.31
2016-05-09,2.09,160.5,1.3
2016-10-04,2.65,186,1.42
2017-05-08,2.2,215,1.02
