,dividend,close_price,dividend_yield
2005-11-22,0.2,12.5,1.6
2006-03-30,0.25,18,1.39
2006-08-28,0.2,15.3,1.31
2007-03-29,0.3,10.3,2.91
2007-09-03,0.3,13.5,2.22
2008-03-31,0.4,14.5,2.76
2008-08-26,0.3,12.5,2.4
2010-07-30,0.4,21.3,1.88
2011-03-10,0.5,22.6,2.21
2011-08-23,0.35,25,1.4
2012-03-09,0.1,25.25,0.4
2012-08-21,0.3,29.75,1.01
2013-04-24,0.42,36,1.17
2013-08-21,0.25,17.3,1.45
2014-03-05,0.5,16.7,2.99
2014-08-20,0.22,17.9,1.23
2015-03-02,0.38,19,2
2015-08-21,0.2,16.3,1.23
2016-03-01,0.4,14.8,2.7
2016-08-22,0.19,14.2,1.34
2017-03-02,0.41,16,2.56
