,dividend,close_price,dividend_yield
2005-08-17,0.12,2.14,5.61
2006-05-03,0.18,3.78,4.76
2006-08-24,0.15,3.56,4.21
2007-03-26,0.2,3.68,5.43
2007-08-24,0.1,3.8,2.63
2008-03-31,0.23,3.86,5.96
2008-08-25,0.1,3.48,2.87
2009-03-18,0.2,2.08,9.62
2009-08-24,0.15,3.5,4.29
2010-03-30,0.45,5.85,7.69
2010-08-20,0.3,9.15,3.28
2011-02-25,0.5,10.7,4.67
2011-08-17,0.3,11,2.73
2012-03-02,0.2,9.4,2.13
2013-03-08,0.18,6.15,2.93
2014-03-12,0.2,5,4
2015-04-03,0.2,8,2.5
2015-08-24,0.25,10.4,2.4
2016-04-08,0.45,11,4.09
2016-08-24,0.44,14.6,3.01
2016-11-23,0.44,16.1,2.73
2017-04-19,0.48,16,3
