,dividend,close_price,dividend_yield
2001-05-09,1.75,5,35
2002-05-13,1.5,6.4,23.44
2002-08-29,3,9.05,33.15
2003-05-02,4,8.9,44.94
2003-08-28,3,11.6,25.86
2004-05-04,7,19.5,35.9
2004-08-05,3,18.6,16.13
2005-04-07,1.7,20.8,8.17
2005-08-05,0.6,15.5,3.87
2006-04-04,1.4,17.6,7.95
2006-08-07,0.6,15.9,3.77
2007-04-04,1.2,17.7,6.78
2007-08-02,0.5,19.2,2.6
2008-04-02,1.3,21.5,6.05
2008-08-01,0.9,22.1,4.07
2009-04-02,0.75,12.9,5.81
2009-08-10,0.75,19.1,3.93
2010-04-02,0.65,19.1,3.4
2010-08-06,0.5,18.7,2.67
2011-04-04,0.9,29,3.1
2011-08-08,0.7,29.75,2.35
2012-05-03,0.7,30,2.33
2012-08-06,0.75,28.25,2.65
2013-04-02,1.5,37,4.05
2013-08-09,0.6,32.5,1.85
2014-04-01,1.2,32,3.75
2014-08-07,0.15,30.5,0.49
2015-03-31,0.35,28.25,1.24
2015-08-05,0.4,29.5,1.36
2016-04-04,1.15,30.75,3.74
2016-08-08,0.8,40.5,1.98
