,dividend,close_price,dividend_yield
2006-03-15,0.7,2.0625,33.94
2006-11-22,0.5,2.875,17.39
2007-03-14,0.7,3.8,18.42
2007-08-23,0.7,7.1875,9.74
2008-03-13,0.2,7.85,2.55
2008-08-25,0.1,3.98,2.51
2009-03-12,0.15,2.04,7.35
2009-08-24,0.07,2.66,2.63
2010-03-12,0.1,2.76,3.62
2010-08-24,0.04,2.76,1.45
2011-03-14,0.1,3.1,3.23
2011-08-23,0.07,3,2.33
2012-03-08,0.13,3.18,4.09
2012-05-22,0.04,3.06,1.31
2012-08-21,0.06,3.2,1.88
2013-03-08,0.18,5.35,3.36
2013-08-20,0.1,3.9,2.56
2014-03-06,0.18,3.54,5.08
2014-08-20,0.12,3.96,3.03
2015-03-10,0.25,4.32,5.79
2015-08-24,0.06,3.36,1.79
2016-03-10,0.08,2.68,2.99
2016-08-25,0.05,3.06,1.63
2017-03-07,0.02,2.5,0.8
