,dividend,close_price,dividend_yield
2014-08-18,0.11,7,1.57
2015-03-17,0.05,5.5,0.91
2015-08-24,0.07,6.05,1.16
2016-03-16,0.09,4.72,1.91
2016-08-19,0.08,6.95,1.15
2017-03-14,0.15,6.2,2.42
