,dividend,close_price,dividend_yield
2001-03-21,1.3,2.325,55.91
2002-04-01,3,4.2,71.43
2002-10-17,1.5,3.275,45.8
2003-03-24,1.5,2.9,51.72
2003-08-27,1.5,3.8,39.47
2004-03-10,1.5,3.675,40.82
2004-08-25,1.5,3.425,43.8
2005-02-28,1.5,3.525,42.55
2005-08-29,0.15,3.92,3.83
2006-02-27,0.15,3.82,3.93
2006-08-25,0.2,4.04,4.95
2007-03-07,0.2,4.64,4.31
2007-08-28,0.2,6.5,3.08
2008-03-04,0.2,6,3.33
2008-08-26,0.2,4.78,4.18
2009-08-17,0.05,2.98,1.68
2010-03-05,0.06,2.92,2.05
2010-08-25,0.07,3.76,1.86
2011-03-04,0.08,3.24,2.47
2011-08-26,0.08,2.94,2.72
2012-03-13,0.08,2.9,2.76
2012-08-27,0.08,2.82,2.84
2013-03-14,0.08,4.22,1.9
2013-08-28,0.08,2.64,3.03
2014-08-28,0.08,3.08,2.6
2015-04-08,0.00454545,4.04,0.11
2015-08-25,0.07,3.12,2.24
2016-03-17,0.06,3.28,1.83
2016-08-29,0.06,2.78,2.16
2017-03-13,0.04,3,1.33
