,dividend,close_price,dividend_yield
2001-04-02,3,52,5.77
2001-10-02,2.5,71,3.52
2002-04-04,3.1,87,3.56
2002-10-02,2.1,78,2.69
2003-04-02,3.95,86.5,4.57
2003-09-29,2.05,110,1.86
2004-04-01,3.65,100,3.65
2004-10-01,2.18,85.5,2.55
2005-04-01,3.16,83.5,3.78
2005-09-30,2.47,93.5,2.64
2006-04-03,3.38,102,3.31
2006-10-06,2.58,102,2.53
2007-04-02,4.19,113,3.71
2007-09-28,2.21,107,2.07
2008-04-01,3.57,103,3.47
2008-10-01,2.4,90.5,2.65
2009-05-11,5.68,103.5,5.49
2009-09-29,5.51,182,3.03
2010-05-07,7.21,233,3.09
2010-10-01,5.39,260,2.07
2011-05-06,7.66,262,2.92
2011-10-03,0.66,32.75,2.02
2012-05-03,1.02,53,1.92
2012-10-08,0.88,69,1.28
2013-05-07,0.98,65,1.51
2013-09-30,0.6,42.25,1.42
2014-04-30,0.99,45.25,2.19
2014-09-29,0.81,48.5,1.67
2015-05-07,1.07,46.75,2.29
2015-10-08,0.85,51,1.67
2016-05-04,1.1,54,2.04
2016-09-29,0.94,58.75,1.6
2017-05-08,1.22,62,1.97
