,dividend,close_price,dividend_yield
2002-03-26,2.5,7.75,32.26
2003-03-31,0.5,5.65,8.85
2003-08-22,0.3,7.45,4.03
2004-03-10,0.55,7.65,7.19
2005-03-07,0.65,7.15,9.09
2006-03-28,0.65,7.1,9.15
2007-01-24,0.3,6.6,4.55
2007-03-13,0.65,6.9,9.42
2008-03-26,0.55,8.65,6.36
2009-03-12,0.4,4.1,9.76
2009-09-11,0.1,4.68,2.14
2010-03-15,0.43,5.15,8.35
2010-08-26,0.3,6.65,4.51
2010-11-25,0.3,6.65,4.51
2011-03-14,0.5,6.85,7.3
2011-11-24,0.1,6,1.67
2012-03-13,0.5,7,7.14
2012-11-27,0.1,7.55,1.32
2013-03-22,0.5,10.7,4.67
2014-03-13,0.2,6.95,2.88
2015-03-12,0.15,5.8,2.59
2016-03-14,0.05,4.4,1.14
